R_wall[m];Z_wall[m];Eion[eV];Eatom[eV];ion_flux[m^-2s^-1];atom_flux[m^-2s^-1];net_heat_flux[W/m^2]
2.190437320389658;-0.693201410571453;6.296024806325065;9.612404125075971;0.000000000000000e+00;9.008640534593986e+20;4.069765110573159e+03
2.193563204383191;-0.694454986818165;6.275660358319659;9.910633924722905;4.998360810598501e+19;9.140161238465935e+20;4.258237203521389e+03
2.196597679631829;-0.695665838548086;6.222883822131382;10.155061598466991;4.706756220232495e+19;8.947205014351657e+20;4.681598032230517e+03
2.199471631994505;-0.696821459613257;6.133354463346844;9.869613115239112;5.740701336364895e+19;1.040115403211859e+21;4.758632990608322e+03
2.202171068203298;-0.697900776665766;5.998937048124357;9.837577249608300;2.473495663389137e+19;8.835488054284852e+20;4.156639915783075e+03
2.204719031507476;-0.698933862643566;5.887106474882202;10.062177950939997;8.524346332562958e+19;9.015643971136612e+20;4.979853830531818e+03
2.207076568523251;-0.699882283663964;5.887106474882202;10.181921073401917;4.735486601595987e+19;1.006067288316365e+21;4.804848849510853e+03
2.209262328786927;-0.700769251882218;6.592344573733992;10.459038230815384;1.629401362281079e+19;1.023416447888180e+21;5.291166344500777e+03
2.211312181014169;-0.701596154652082;7.986290468609353;10.284964336740805;0.000000000000000e+00;1.017458110722151e+21;4.347942813251923e+03
2.213196913632410;-0.702359610991820;7.925420169199447;10.100654173559855;0.000000000000000e+00;1.204048034885271e+21;4.695889987363636e+03
2.213839229741080;-0.702617874518594;7.869800781692502;10.434214459714964;3.273218233014269e+20;1.108322163442771e+21;5.870359425811976e+03
2.214916039253296;-0.703055539062583;7.806526855060567;10.660503314533727;3.009500574308221e+20;1.106866811755677e+21;5.913594629613810e+03
2.216340437403956;-0.703633105591859;7.689963570053609;9.995597361645045;2.412729494692379e+20;1.155495616878338e+21;6.398675879024451e+03
2.217591598755785;-0.704134053776021;7.523220480031010;10.321567288524518;3.329995366869098e+20;1.033598402865498e+21;6.309893773635317e+03
2.218691911913062;-0.704580745931817;7.402891733485902;10.738013321163415;2.619686606557176e+20;1.043412903261323e+21;6.974259941611283e+03
2.219642343229738;-0.704966833176502;7.402891733485902;10.556843981104715;2.571463153503002e+20;1.092654320211670e+21;6.310006628823331e+03
2.220444309495271;-0.705283236599738;7.965000325113725;10.048943731851262;3.345561489853335e+20;1.172609898465305e+21;6.873043625281804e+03
2.221092963639210;-0.705545652214779;9.055420160254430;10.160195061668668;0.000000000000000e+00;1.551708089447450e+21;6.582882057611310e+03
2.221578174652782;-0.705736558817991;8.962001463249381;11.060351754316423;0.000000000000000e+00;1.369266092557078e+21;6.310049378652835e+03
2.221898121923840;-0.705870026274017;8.886737592497628;9.966175402640710;0.000000000000000e+00;9.235664802057165e+20;5.691735843258671e+03
2.222092483110105;-0.705946335094784;8.839505854094783;9.208664749625562;7.877670916016184e+20;1.294351863891792e+21;1.008263751932153e+04
2.229144107749412;-0.708764534510892;10.045547669427705;11.271241443769464;2.038468360100902e+21;1.585507559731875e+21;2.095139528899870e+04
2.234679991982605;-0.711001885935825;11.685523818965896;11.298365083748770;4.813856010041058e+21;1.978475601856555e+21;4.674691889401868e+04
2.238405180078392;-0.712509677046469;12.768434404159963;11.593285113249195;7.913555115489303e+21;2.683330383824952e+21;8.783498573234704e+04
2.241361934860508;-0.713702475713895;13.491387721302999;12.475513935883859;1.314059485338716e+22;3.242811483191189e+21;1.628520523493857e+05
2.245600297007663;-0.715416555012904;13.671662419909723;12.880556087349587;1.701145274537808e+22;3.888698204513858e+21;2.206778122003416e+05
2.249671514362148;-0.717064230930867;13.584679042302410;12.519425668406022;1.735368320271280e+22;3.846897894163743e+21;2.345910286610079e+05
2.253493197121489;-0.718606322419934;13.498769448142177;12.769472289016905;1.641533885851954e+22;4.000221717135210e+21;2.119136749731130e+05
2.257553883469048;-0.720250290234285;13.420268013401426;12.849054316551658;1.628766212404619e+22;3.961058090782469e+21;2.038021495872918e+05
2.261378940211458;-0.721782525717122;13.283704777979546;12.928831697124622;1.584110351809998e+22;3.881385530748374e+21;1.995586288333057e+05
2.264794196552838;-0.723149604034243;13.117343866879416;12.480455308514811;1.515112370845224e+22;3.974880199518621e+21;1.930339543118879e+05
2.268042852401774;-0.724445847050641;12.949591189853161;12.638282908220338;1.490132385776645e+22;3.912561800194202e+21;1.856691647593998e+05
2.271118637900702;-0.725690090050556;12.816109175067410;12.320246792621250;1.377347388839742e+22;3.487247390429748e+21;1.775879139298058e+05
2.273979036551507;-0.726847532289448;12.702120296717874;12.276699005941225;1.426845480996413e+22;3.456252196431780e+21;1.642361283059456e+05
2.276790116443019;-0.727984554444349;12.555457567107629;12.224615898170157;1.249186856711052e+22;3.187220631985942e+21;1.537433400796097e+05
2.279527954336145;-0.729093099673450;12.416854498844787;11.958867866960441;1.127539421943180e+22;2.944345239046863e+21;1.379670385757548e+05
2.282178725229925;-0.730165581130409;12.287300691718437;11.834418076197126;1.073270846609157e+22;3.049048807407537e+21;1.286765580865982e+05
2.284738837412934;-0.731201202062732;12.143461971982910;11.692851837351006;1.051541449070836e+22;2.793201183913903e+21;1.210433557017875e+05
2.287166157511448;-0.732173366209290;12.035274690397168;11.473463216047254;9.398834960472514e+21;2.505038750697287e+21;1.125170893065295e+05
2.288449589791908;-0.732689312620604;11.977130165909958;11.420561232075411;9.780107942614473e+21;2.600252659077734e+21;1.122350468463906e+05
2.289464321616622;-0.733094133574364;11.922446051585414;11.377974273408102;9.365305608814869e+21;2.545687403170150e+21;1.024852797008791e+05
2.291880755804645;-0.734057919692432;11.714703434020910;11.423238047160185;8.477442466677600e+21;2.378297330434084e+21;9.495840855859815e+04
2.294399108126988;-0.735072066427184;11.512605099832889;11.185103074941445;7.690379779640873e+21;2.304132929397595e+21;8.571534198131466e+04
2.296981555827987;-0.736110523400663;11.282433649327972;10.922406150950602;7.219515135807113e+21;2.105999486294937e+21;7.647915603104592e+04
2.299783621706729;-0.737236335489744;11.024337158647784;10.833985585964689;6.407997863899091e+21;1.950940897497707e+21;6.926175040250525e+04
2.302763715392496;-0.738444301123286;10.763937084940260;11.086346552275083;5.717474723077821e+21;1.974991230946931e+21;5.915530813757596e+04
2.305986468438282;-0.739746068378034;10.538824080086947;11.161851005767467;5.123339799067252e+21;1.876978734289584e+21;5.273026409323070e+04
2.308439742464517;-0.740738541375183;10.399455913783640;10.362318498225447;5.638014408014304e+21;1.809021160000021e+21;5.212665857418036e+04
2.309298638707182;-0.741087050290015;10.336097393119559;10.525231172350079;4.503096658485200e+21;1.882769170150718e+21;4.693559927027912e+04
2.312514424657775;-0.742387265675671;10.146021831127317;10.662650475290896;4.400311884400936e+21;1.496297021127668e+21;4.593596311170512e+04
2.312755718598953;-0.742485296083282;10.069539520134908;10.044798563680434;4.095162303953981e+21;1.781201827050974e+21;3.964853710942156e+04
2.316373786169282;-0.743946208030422;9.840092587157681;9.402089529158577;4.457775970883006e+21;1.923091258441784e+21;3.708524699431672e+04
2.316479252362704;-0.743992366324079;9.739776350697678;9.445764938271456;3.459276215613617e+21;1.574980565041547e+21;3.438914281873716e+04
2.320370811116484;-0.745562664714996;9.505199777772390;9.517304362798852;2.927025019663790e+21;1.754436953313062e+21;3.066012945353330e+04
2.320848959266459;-0.745756361747796;9.421097559537108;9.691137884771702;3.022429953321932e+21;1.437100113958705e+21;2.930151198592731e+04
2.324215090973174;-0.747116991533088;9.395018258775275;9.929422873190674;2.326636216579647e+21;1.564780452243266e+21;2.267938914942055e+04
2.325963730870487;-0.747815720460364;9.316780356489778;10.038373000084270;2.321804684019958e+21;1.498656444293013e+21;2.293216608456821e+04
2.328516546996088;-0.748835245452262;9.316686727134268;9.487293891224674;1.726081256383152e+21;1.507375939588430e+21;1.707604785127870e+04
2.331729880907481;-0.750120939420994;9.316405839067738;9.249943542219219;1.913873743929793e+21;1.583774722441996e+21;1.732050792085737e+04
2.332978538590261;-0.750618186337426;9.024745532385170;8.674052778565724;6.052370562308116e+20;1.286695789707082e+21;7.042048425526397e+03
2.337878826238984;-0.752600616362054;8.020284888512885;7.729050879333495;3.358160080743209e+20;9.585574102529991e+20;3.418633424164207e+03
2.338124951834534;-0.752698645384093;7.453314704664453;7.517662433360031;1.790244199052869e+20;1.191855924193496e+21;3.705893151147447e+03
2.342828518127376;-0.754599900671017;7.156292707998606;7.689903538407037;6.744269576409194e+19;1.129679083595813e+21;3.220679040904844e+03
2.344989951070652;-0.755475050151480;6.265226718001066;7.627463297262780;4.964431926439960e+19;1.122618263328372e+21;2.620628815882473e+03
2.348291107971722;-0.756806858334736;6.033453916902020;7.323469519548004;9.559543069147118e+18;1.022171475206928e+21;2.497635510948437e+03
2.352494637931801;-0.758507910142907;5.338135513604881;7.312172963595279;1.972088236056281e+19;1.100482428745742e+21;2.695798546964080e+03
2.354149964642616;-0.759179190133045;5.067650146200115;7.399410863608591;1.613565527909826e+18;1.084291727088555e+21;2.616506326451677e+03
2.360373509566683;-0.761691344492946;4.419227764107271;9.579007798342944;0.000000000000000e+00;1.117173127744164e+21;2.302875303523271e+03
2.360566678473084;-0.761771240581561;4.176533433121577;9.704301118260556;1.890468008556948e+18;9.776848367440162e+20;2.264234770204258e+03
2.366987373573511;-0.764341742438970;4.091429766912473;7.513463728894571;0.000000000000000e+00;1.014028247855789e+21;2.078032752387312e+03
2.368787733794392;-0.765065366702355;3.836118768285162;7.404369128194265;0.000000000000000e+00;9.725754030541742e+20;1.948688331495714e+03
2.373773476955774;-0.767069387349993;3.773541263610177;7.740679861601563;0.000000000000000e+00;9.197304079843605e+20;1.985732805332697e+03
2.376619993893569;-0.768221536638740;3.585808749585223;7.380194736175399;0.000000000000000e+00;9.415834496084315e+20;1.956964062602240e+03
2.381498531420045;-0.770192726998351;3.523376450911581;7.676934754986507;0.000000000000000e+00;9.729441380627618e+20;1.923950924795359e+03
2.384333634634263;-0.771344943413322;3.336079554890653;7.721056612003311;0.000000000000000e+00;1.019439750274741e+21;2.195767914147453e+03
2.389050790790709;-0.773263995780095;3.260613475352857;8.048868396569848;0.000000000000000e+00;9.633390568998531e+20;2.000418531018346e+03
2.392541180723901;-0.774678666141295;3.034215236739469;8.135286775820548;0.000000000000000e+00;9.015425617547310e+20;1.535585447378118e+03
2.397171322684658;-0.776560151495865;2.954219710248818;7.959527423454647;0.000000000000000e+00;8.682344952760613e+20;1.933945901347997e+03
2.401419836469174;-0.778284349428516;2.714233130776866;7.489492422403669;0.000000000000000e+00;8.293817463022509e+20;1.695641065433899e+03
2.406105701740139;-0.780184626458461;2.714233130776866;7.698170185650413;0.000000000000000e+00;8.632493061540112e+20;1.600922692100187e+03
2.411434904178498;-0.782354833619350;2.567486073102982;8.240602745328427;0.000000000000000e+00;8.713649160811632e+20;1.436836037280558e+03
2.415628211627414;-0.784058483334631;2.365666103275858;8.131896166408369;0.000000000000000e+00;7.952257890325844e+20;1.458414674220689e+03
2.422260852681358;-0.786750840705805;2.200447366816140;7.811863246937508;0.000000000000000e+00;7.774967716917650e+20;1.330950742362709e+03
2.425465642320646;-0.788050389588549;2.161387000180274;7.864053286262206;0.000000000000000e+00;7.861640142107017e+20;1.437502699206107e+03
2.429777540369389;-0.789803013523474;2.044205900272677;7.975991951069785;0.000000000000000e+00;7.237393232138088e+20;1.315072535616906e+03
2.434741100695526;-0.791818983394344;2.044205937137930;8.132983274283255;0.000000000000000e+00;7.277449577267427e+20;1.004485376822362e+03
2.435762896283360;-0.792236277862386;2.017178930998089;7.900369674576691;0.000000000000000e+00;7.407940428300947e+20;1.247630328801079e+03
2.437725851766098;-0.793029725268297;1.936097704602439;7.838445531581741;0.000000000000000e+00;7.517355835603456e+20;1.164938443007247e+03
2.440055689821794;-0.793976526046077;1.936097726287842;7.478725387528001;0.000000000000000e+00;6.772508348914802e+20;1.195673165761185e+03
2.443147993067367;-0.795232879591286;1.936097752777713;7.683709707213829;0.000000000000000e+00;6.551540742145923e+20;7.950260243606692e+02
2.446006261041912;-0.797472168765149;1.927172378585593;6.945143613188466;0.000000000000000e+00;2.407615046579869e+20;1.672941289827259e+02
2.446009418300854;-0.798209648661762;1.918246979457619;6.410508583252152;0.000000000000000e+00;3.757236802094791e+20;4.019955696134678e+02
2.446006697482511;-0.800115487990203;1.918246970428025;6.757504332102966;0.000000000000000e+00;4.296887940176752e+20;2.881055700468831e+02
2.446007372898131;-0.801584289964716;1.918246960793240;6.530496776484078;0.000000000000000e+00;3.255254450099906e+20;2.386076048273387e+02
2.446006865942306;-0.803466850948551;1.918246949894096;6.308868387854154;0.000000000000000e+00;3.742074615547095e+20;4.072714347449893e+02
2.446009780241135;-0.806599928616640;1.918246941087512;6.719224566480810;0.000000000000000e+00;4.164729388564513e+20;4.571079244696543e+02
2.446008384717957;-0.811518886637279;1.918246941087512;7.711789686997887;0.000000000000000e+00;3.557267201661263e+20;3.015794939157582e+02
2.446004825319826;-0.813019254208170;1.970294058474814;6.996339329473063;0.000000000000000e+00;3.811528572266385e+20;3.229500507923489e+02
2.446008733798684;-0.819230587324857;2.012002448474423;6.367917968526720;0.000000000000000e+00;3.919768589790819e+20;3.618158531184584e+02
2.446007892805826;-0.827210284796290;2.036361798374354;6.257906712157215;0.000000000000000e+00;4.111614244803742e+20;4.527599608232405e+02
2.446008845420920;-0.828138524153916;2.036361796433200;5.966492188261625;0.000000000000000e+00;3.922513306930494e+20;4.065913381716526e+02
2.446006866551411;-0.835076621964687;2.036361796433200;5.809487010770146;0.000000000000000e+00;3.505215506994454e+20;3.614971892508455e+02
