s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;2.180185475400656e+21;2.420093159063091e+01;NaN;8.896428559171867e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.911840385722367e+21;2.521793164583219e+01;NaN;9.317783421994012e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;2.181126786486034e+21;2.562535561036190e+01;NaN;1.010167915549942e+04
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;2.256498790536835e+21;2.664913873335899e+01;NaN;9.630487784979083e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;8.623911650688044e+20;3.266304325292732e+01;NaN;3.986549707914332e+03
5.958303396743118e-01;0.000000000000000e+00;NaN;NaN;1.202928618771562e+21;2.895810956569943e+01;NaN;3.524366820289154e+03
6.059607146042290e-01;5.404591980245643e+18;1.969886870223098e+01;NaN;1.075080575781937e+21;2.518147428062644e+01;NaN;3.404012657877497e+03
6.161914304398897e-01;0.000000000000000e+00;NaN;NaN;1.282753308831123e+21;2.538443312449241e+01;NaN;3.622887974550270e+03
6.218569781585004e-01;5.365856229697775e+19;2.720316945820774e+01;NaN;1.286803480245247e+21;1.683997752824332e+01;NaN;2.725116128746072e+03
6.288824188932652e-01;2.806210714627423e+19;4.351363885539349e+01;NaN;1.289388599226670e+21;2.362146085520972e+01;NaN;3.585016893029853e+03
6.393962018996865e-01;2.319840110801667e+19;4.203551040275165e+01;NaN;1.308517825785272e+21;2.347855250319364e+01;NaN;3.813332404055140e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;1.910940502771108e+21;1.965823924573099e+01;NaN;3.901669426522539e+03
6.495423367435241e-01;3.652504444353819e+19;2.025467555940476e+01;NaN;1.295512876866538e+21;2.349196468879034e+01;NaN;4.184312572878112e+03
6.590094051627661e-01;8.448090674872138e+19;2.469772644475437e+01;NaN;1.536646854932989e+21;2.268205446114371e+01;NaN;4.640253611942740e+03
6.645936879182079e-01;5.138901029544323e+19;1.906392663120034e+01;NaN;1.612998209490477e+21;2.036579602199025e+01;NaN;5.034531487897418e+03
