s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;3.369830143805838e+21;1.182610310600437e+01;NaN;6.487735397636629e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;3.554781249593455e+21;1.101417077641639e+01;NaN;6.319010372740930e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;3.474960362383389e+21;1.072805507835118e+01;NaN;6.169308179368477e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;3.580034380125124e+21;1.077220315146990e+01;NaN;6.504324561280686e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;2.014331648321658e+21;1.293804574647760e+01;NaN;3.655679748650329e+03
5.958303396743118e-01;2.877795149716946e+18;1.253860191971589e+01;NaN;2.133616630333148e+21;1.184410730660279e+01;NaN;3.650423016904962e+03
6.059607146042290e-01;7.553918633362102e+18;1.676945066780354e+01;NaN;2.241448392139541e+21;1.138218962484634e+01;NaN;3.640441819667204e+03
6.161914304398897e-01;2.128088829881268e+18;7.842488982311194e+00;NaN;2.495844688406031e+21;1.151807263995759e+01;NaN;3.777086509037987e+03
6.218569781585004e-01;1.551261199732346e+19;8.809066341946330e+00;NaN;2.214951163083106e+21;1.061367039963499e+01;NaN;3.672380258184469e+03
6.288824188932652e-01;3.200867711437106e+19;1.542374729740447e+01;NaN;2.466910121787326e+21;1.129700015158316e+01;NaN;4.196816950816607e+03
6.393962018996865e-01;1.912202944854551e+19;1.253380627878347e+01;NaN;2.632703736885345e+21;1.171639863977950e+01;NaN;4.352287845888115e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;2.347823157046141e+21;1.220794087681730e+01;NaN;4.992078190508279e+03
6.495423367435241e-01;8.495143929537692e+19;1.583443605194449e+01;NaN;2.772703648269093e+21;1.174310675206443e+01;NaN;4.874305526248359e+03
6.590094051627661e-01;1.104816915810083e+20;1.444313101454557e+01;NaN;3.031141436867893e+21;1.092273703350749e+01;NaN;4.796539833829352e+03
6.645936879182079e-01;9.239105880685208e+19;1.283419705248478e+01;NaN;3.269349046789980e+21;1.138368541301623e+01;NaN;5.222367988487835e+03
6.695918273105915e-01;1.901944523415741e+20;1.598158371877627e+01;NaN;3.125030586908016e+21;1.098732625566508e+01;NaN;5.609464961562438e+03
6.783145662683023e-01;1.888174093922074e+20;1.423848701931708e+01;NaN;3.390228104642597e+21;1.101791216352216e+01;NaN;5.894549718236711e+03
6.834175308061823e-01;3.704722989644926e+20;1.568313042374704e+01;NaN;4.128139106649595e+21;1.126161741342061e+01;NaN;6.748052514113547e+03
6.881026229062193e-01;4.447736489982766e+20;1.458456894862552e+01;NaN;3.672606624200243e+21;1.098903132426651e+01;NaN;7.089915860389917e+03
