s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;4.023195307509236e+20;3.520732051371257e+01;NaN;2.243249661414972e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;3.797788188354898e+20;4.512937156320898e+01;NaN;2.622707678317523e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;4.261315220063522e+20;4.102664305542809e+01;NaN;2.453205945450155e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;3.829245590320213e+20;3.327379298138073e+01;NaN;2.253476119098552e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;1.561048475878137e+20;4.167392904941361e+01;NaN;1.043340324116993e+03
5.958303396743118e-01;2.089009989510722e+18;1.753443622038643e+01;NaN;2.189000168738613e+20;3.396870804608414e+01;NaN;1.137877443661246e+03
6.059607146042290e-01;4.059848389434328e+18;1.967684106440509e+01;NaN;2.112212417837204e+20;4.103288941224249e+01;NaN;1.078141139036871e+03
6.161914304398897e-01;0.000000000000000e+00;NaN;NaN;2.388454268763700e+20;4.129392776189800e+01;NaN;1.223461797212180e+03
6.218569781585004e-01;1.085330421588874e+19;1.857230605531245e+01;NaN;2.394870764663018e+20;3.645743340317870e+01;NaN;1.207179290565743e+03
6.288824188932652e-01;1.737484428974061e+18;2.668477750752112e+01;NaN;2.689313203446942e+20;3.522157095324173e+01;NaN;1.142102887690071e+03
6.393962018996865e-01;2.347247003960657e+18;1.648496529454751e+01;NaN;2.208768505948983e+20;4.392099858013210e+01;NaN;1.280504027993409e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;2.698173209484942e+20;2.644130500956775e+01;NaN;1.296446361753985e+03
6.495423367435241e-01;1.872084900566320e+19;2.193470710895487e+01;NaN;2.493375828913124e+20;3.426937287065821e+01;NaN;1.253417250055136e+03
6.590094051627661e-01;1.157909442049330e+19;1.969351988351328e+01;NaN;2.698203546965667e+20;3.697577423213720e+01;NaN;1.343425753278389e+03
6.645936879182079e-01;1.081196141817565e+19;1.434113471968520e+01;NaN;3.469299500017412e+20;4.424347274507550e+01;NaN;1.683110230187861e+03
6.695918273105915e-01;3.626375753198629e+19;2.865761132976979e+01;NaN;2.530956390688310e+20;3.676847758044013e+01;NaN;1.670657747241001e+03
6.783145662683023e-01;2.312318447601507e+19;2.549095661532144e+01;NaN;3.353489258450736e+20;4.067762111890776e+01;NaN;1.744893886919378e+03
6.834175308061823e-01;4.256003467563658e+19;3.554756302789031e+01;NaN;3.988991912185501e+20;4.048150387719229e+01;NaN;2.374851385556173e+03
6.881026229062193e-01;9.633159990527920e+19;3.536952148387468e+01;NaN;3.628027640833152e+20;3.445471801178403e+01;NaN;2.064479248711816e+03
6.957997358524409e-01;8.685045709000766e+19;3.526934037275043e+01;NaN;3.949414941615884e+20;3.735875266609022e+01;NaN;2.209302423186583e+03
6.999294065045440e-01;2.306431657713346e+20;3.818718764389916e+01;NaN;3.862990334980993e+20;2.749170930830283e+01;NaN;2.708221720858775e+03
7.046036503701563e-01;1.821545682127988e+20;3.718451911789089e+01;NaN;3.766447459319284e+20;3.390955907829941e+01;NaN;3.395722299671957e+03
7.104451952030111e-01;1.952684148411885e+20;3.880598765299424e+01;NaN;3.911885421063282e+20;3.325203730982202e+01;NaN;3.249744048177045e+03
7.138966885644596e-01;4.299166041597656e+20;4.401404105963179e+01;NaN;4.099037695793315e+20;3.413280591779492e+01;NaN;5.150798738631315e+03
7.182432415040987e-01;4.153947692231556e+20;4.152840697313130e+01;NaN;4.557191166076023e+20;3.318658271126502e+01;NaN;5.302313218829516e+03
7.227039321185542e-01;4.435391888612900e+20;3.762916132527721e+01;NaN;3.957248861510690e+20;3.111109642292996e+01;NaN;5.203442124736854e+03
7.257217095519308e-01;8.609933674659968e+20;4.609131488907780e+01;NaN;5.021175973770745e+20;2.757599678696241e+01;NaN;8.712452473421430e+03
7.309124404001006e-01;8.479800984238412e+20;4.739602242578619e+01;NaN;5.338458099955232e+20;3.252130286967421e+01;NaN;8.751465487600799e+03
7.392767341320698e-01;1.315549361228051e+21;5.121831341264809e+01;NaN;6.405783564439313e+20;3.077732203284449e+01;NaN;1.468054269188045e+04
7.476580380599591e-01;2.478547934896623e+21;5.397395583612613e+01;NaN;7.900815315451452e+20;2.687055767770363e+01;NaN;2.304749827110675e+04
7.547028537389382e-01;3.174544534348079e+21;5.739164510635693e+01;NaN;9.293647699910541e+20;2.643984983876179e+01;NaN;3.337243908965291e+04
7.606597497237264e-01;4.194807561220043e+21;6.029036746488418e+01;NaN;1.102512606739820e+21;2.518216800768789e+01;NaN;4.550618745056493e+04
7.657531186515272e-01;4.987416071526759e+21;6.192038565567662e+01;NaN;1.239924233323360e+21;2.618432321653144e+01;NaN;5.364258015877755e+04
7.699995984224914e-01;6.214324023255834e+21;6.440690681661874e+01;NaN;1.370666369194924e+21;2.302831791669626e+01;NaN;6.418055431761420e+04
7.732995875768670e-01;7.188058131067872e+21;6.437008858216727e+01;NaN;1.617278854758988e+21;2.208004048521411e+01;NaN;7.798693704426351e+04
7.757792307381750e-01;7.430900688418368e+21;6.576637079244648e+01;NaN;1.584821678063568e+21;2.412732740770504e+01;NaN;8.380277204709027e+04
7.781651986040994e-01;8.065396440274082e+21;6.526501324190420e+01;NaN;2.137867399391961e+21;2.458907367023703e+01;NaN;8.810486453730884e+04
7.809578364250076e-01;8.390566536973161e+21;6.569738084572012e+01;NaN;2.139923683730588e+21;2.464127912897150e+01;NaN;9.464548182344480e+04
7.838487328758749e-01;9.319810412084646e+21;6.588808809487588e+01;NaN;2.100949515090675e+21;2.197175672809945e+01;NaN;1.021955600964022e+05
7.869855628995210e-01;9.371844130200041e+21;6.552726842747840e+01;NaN;2.202876298285511e+21;2.183589683799723e+01;NaN;1.087929933533669e+05
7.904037845192172e-01;1.043547604459984e+22;6.690899937519045e+01;NaN;2.556096418157876e+21;2.350352446352184e+01;NaN;1.160438603346267e+05
7.939471374889502e-01;1.139092901852709e+22;6.728788505633325e+01;NaN;2.685118634427237e+21;2.289518101869799e+01;NaN;1.204256615780671e+05
7.975090120093709e-01;1.254442027781341e+22;6.780913932233911e+01;NaN;2.856387618159913e+21;2.072008605653782e+01;NaN;1.397899240717251e+05
8.011264668496416e-01;1.342544126383510e+22;6.753734809070622e+01;NaN;3.320273621610748e+21;2.230410987976586e+01;NaN;1.483753431483611e+05
8.049890280430786e-01;1.340198382139143e+22;6.821882206489057e+01;NaN;3.439251494244659e+21;2.143717919096730e+01;NaN;1.522633446374832e+05
8.091930285177138e-01;1.371024221209823e+22;6.860387185296199e+01;NaN;3.670280083415741e+21;2.366447409614693e+01;NaN;1.572186078653464e+05
8.136823963570012e-01;1.432847910950820e+22;7.045819583779728e+01;NaN;3.773594729587102e+21;2.139595776187264e+01;NaN;1.693993329789455e+05
8.183225076652748e-01;1.410092935541973e+22;7.149498288995667e+01;NaN;3.712944881908285e+21;2.371775494570451e+01;NaN;1.758042337360655e+05
8.231650781773978e-01;1.425236859516349e+22;7.005819089549965e+01;NaN;3.450253878005975e+21;2.308297262645673e+01;NaN;1.675335593341113e+05
8.282210739282279e-01;1.119497662817829e+22;6.668139685110430e+01;NaN;2.892041866587783e+21;2.418865668064691e+01;NaN;1.262365844453194e+05
8.323762231342043e-01;7.205302684250708e+21;5.827515406709685e+01;NaN;2.417294412553271e+21;2.478982535596899e+01;NaN;7.585061242847658e+04
8.360874887662642e-01;4.267918695270585e+21;5.027305473131410e+01;NaN;1.949613565845447e+21;2.641309313597022e+01;NaN;4.238723003696524e+04
8.416142959085945e-01;1.904804922705374e+21;4.079940317662695e+01;NaN;1.489666180701639e+21;2.957494143933725e+01;NaN;1.780946580655936e+04
8.488421547521909e-01;6.172568409831898e+20;3.223046105787222e+01;NaN;1.291683531074315e+21;3.014228721129471e+01;NaN;8.954302660246927e+03
8.530832353991449e-01;5.725823150936715e+20;3.302156549920153e+01;NaN;1.114077138870338e+21;3.201863077868414e+01;NaN;8.799879379307498e+03
8.537918099392514e-01;0.000000000000000e+00;NaN;NaN;1.411609890496316e+21;2.932980264463512e+01;NaN;5.626264379953435e+03
8.543706180516218e-01;0.000000000000000e+00;NaN;NaN;1.446368760622882e+21;2.789133829075606e+01;NaN;5.426042463739632e+03
8.550434808720584e-01;0.000000000000000e+00;NaN;NaN;1.126551352688028e+21;3.537122743328949e+01;NaN;4.850253431280398e+03
8.559044499777996e-01;2.235320538814103e+20;2.756090712038019e+01;NaN;1.166438965031308e+21;3.201712231109864e+01;NaN;5.905872073048691e+03
8.569551541338385e-01;1.941874384443925e+20;2.357891560208326e+01;NaN;1.140570429366538e+21;2.559326969298288e+01;NaN;5.255566369448890e+03
8.582075262577280e-01;2.460214573957129e+20;2.243035918523933e+01;NaN;1.075129414789994e+21;2.860079080859623e+01;NaN;5.860020189528347e+03
8.596643101019401e-01;2.306504062088963e+20;2.945272194579866e+01;NaN;1.113292738849159e+21;2.483806783242522e+01;NaN;5.421043168258536e+03
8.613151559701813e-01;2.083639860469416e+20;2.575956332108064e+01;NaN;1.071344904947976e+21;2.726266817469039e+01;NaN;5.819709119332986e+03
8.631559751823854e-01;2.639954240103708e+20;2.489408127201985e+01;NaN;9.822843832555264e+20;2.803150754110581e+01;NaN;5.660645182313627e+03
8.643120462552596e-01;1.252357426062341e+20;1.784337893384253e+01;NaN;1.029606095811742e+21;2.732938785818235e+01;NaN;5.897909561840971e+03
8.653908978391460e-01;0.000000000000000e+00;NaN;NaN;1.103749529167698e+21;2.911571296610404e+01;NaN;4.655470049571788e+03
8.674616531641819e-01;3.231164063858002e+19;2.285489480699283e+01;NaN;9.829590850624050e+20;2.944043426197791e+01;NaN;4.476710650202589e+03
8.699368000939727e-01;6.933007944103902e+19;2.153226125923357e+01;NaN;8.991631108745201e+20;2.724057031060648e+01;NaN;4.490447218636795e+03
8.726216089107878e-01;3.877107600955785e+19;1.646437356084002e+01;NaN;1.047224892092394e+21;2.945636522030742e+01;NaN;4.965920704370422e+03
8.754815177208104e-01;6.117740838350561e+19;2.036419175211230e+01;NaN;1.007167377450023e+21;2.407025987413831e+01;NaN;4.047319600922541e+03
8.785184466314446e-01;4.799428945255525e+19;1.869293122210873e+01;NaN;9.017192246279024e+20;2.965661072430186e+01;NaN;4.323798086996713e+03
8.817372620113471e-01;3.281759076165442e+19;1.610189724274644e+01;NaN;9.910463036047783e+20;2.792484785476594e+01;NaN;4.288954550753585e+03
8.851361317880917e-01;2.815096323301016e+19;2.147453644789511e+01;NaN;9.481209469758839e+20;2.694375806473278e+01;NaN;4.170932958429440e+03
8.887052867231831e-01;0.000000000000000e+00;NaN;NaN;9.129837829627702e+20;2.498396227366118e+01;NaN;3.901481364994243e+03
8.922111715285719e-01;0.000000000000000e+00;NaN;NaN;1.052744551172315e+21;2.840468594229963e+01;NaN;4.236301651719731e+03
8.955286998316494e-01;2.685226405085962e+19;1.945321863132986e+01;NaN;9.011781749938299e+20;2.875566778187739e+01;NaN;4.362045300648198e+03
8.987110512479717e-01;5.533612794040826e+19;2.041580830509881e+01;NaN;1.031348327797959e+21;2.819348592098167e+01;NaN;4.451565786025457e+03
9.017134577537624e-01;5.178063275786311e+19;1.761375234408368e+01;NaN;1.042986431508255e+21;2.674317720559220e+01;NaN;4.588494912354770e+03
9.045417800860878e-01;1.572655323037330e+19;1.708363046681853e+01;NaN;9.601997680900116e+20;2.625559928615604e+01;NaN;4.490489164813137e+03
9.071870742459989e-01;2.435856706784335e+19;1.571639862647894e+01;NaN;1.042904941224887e+21;2.922264993681094e+01;NaN;4.644016996701273e+03
9.096370888557709e-01;3.160375587374696e+19;1.521575677742194e+01;NaN;1.047340272685520e+21;2.755687144321911e+01;NaN;4.680072256247153e+03
9.119216938704540e-01;2.092495107459946e+19;1.375820519267791e+01;NaN;1.011886946923807e+21;2.663527342624899e+01;NaN;4.619940533100404e+03
9.140436229255003e-01;0.000000000000000e+00;NaN;NaN;1.181897472025807e+21;3.275518404952792e+01;NaN;5.192707804755130e+03
9.154064921513623e-01;0.000000000000000e+00;NaN;NaN;1.082784884640894e+21;2.442081833352136e+01;NaN;4.523703246329615e+03
9.163338047628065e-01;3.322700294447775e+20;2.937762034185550e+01;NaN;1.183908481089170e+21;2.611286274034070e+01;NaN;5.646416520200662e+03
9.176835005562980e-01;2.499103112164696e+20;2.586771935856162e+01;NaN;1.040404289272362e+21;2.731514137870056e+01;NaN;6.118420689816937e+03
9.191258995390217e-01;2.689631141378931e+20;2.687788832677208e+01;NaN;1.081941490217109e+21;2.625275587282694e+01;NaN;6.199033457481983e+03
9.203935362301501e-01;3.502203406075937e+20;2.536307331426548e+01;NaN;1.085726105092060e+21;2.926948027455933e+01;NaN;6.332362127773029e+03
9.215002083895940e-01;3.048494766710676e+20;2.198944361908920e+01;NaN;1.094052180548177e+21;2.545926439566982e+01;NaN;5.948985754260864e+03
9.224442009648133e-01;2.342301931724044e+20;2.639447077856117e+01;NaN;1.241538246737887e+21;2.620749608237756e+01;NaN;6.267113133559663e+03
9.232251631697683e-01;2.661288621522266e+20;2.344619850439691e+01;NaN;1.139919710753415e+21;2.503464934485626e+01;NaN;6.447171870032292e+03
9.238357492380214e-01;0.000000000000000e+00;NaN;NaN;1.513848782802375e+21;2.829286142580910e+01;NaN;6.579082911722297e+03
9.242697664149448e-01;0.000000000000000e+00;NaN;NaN;9.751702529342455e+20;3.317702063233378e+01;NaN;5.722483054652709e+03
9.245475004113730e-01;0.000000000000000e+00;NaN;NaN;1.711699556397930e+21;2.642909531192851e+01;NaN;6.286305468808971e+03
9.284488689588918e-01;6.954059582710916e+20;3.230633605511397e+01;NaN;1.361619048452497e+21;2.824193350882191e+01;NaN;9.495101960827067e+03
9.352312804634425e-01;2.093844587370715e+21;4.002024603416831e+01;NaN;1.572613688475429e+21;2.860523681010169e+01;NaN;1.944072072273051e+04
9.402261310142657e-01;4.279197352345422e+21;4.811544767263506e+01;NaN;2.078202593069403e+21;2.651725118091667e+01;NaN;4.166577876049877e+04
9.438296359310472e-01;7.443001694302726e+21;5.572615436472181e+01;NaN;2.482388077113215e+21;2.308202451110088e+01;NaN;7.580118042342975e+04
9.477096947575977e-01;1.246160772846137e+22;6.390603674859881e+01;NaN;3.385894369750913e+21;2.308378532875035e+01;NaN;1.369330505967451e+05
9.521916256062684e-01;1.608162885501347e+22;6.881548286932630e+01;NaN;3.832405029855537e+21;2.145428147953328e+01;NaN;1.860382528856185e+05
9.564481634798810e-01;1.688537087277826e+22;6.953990728101033e+01;NaN;4.264486708356359e+21;2.180535595777192e+01;NaN;1.985807860073036e+05
9.606991407803525e-01;1.574950183170566e+22;6.883914526350841e+01;NaN;4.161864761107791e+21;2.150768385300117e+01;NaN;1.821016972602582e+05
9.649498118263933e-01;1.518848721500356e+22;6.822469086729491e+01;NaN;4.124235982426190e+21;2.066262812808541e+01;NaN;1.756360608468116e+05
9.688494253851441e-01;1.476808056660127e+22;6.754370356017340e+01;NaN;3.917294298776836e+21;2.123081460646346e+01;NaN;1.754646138962042e+05
9.724376765229517e-01;1.452029957394375e+22;6.626934661594612e+01;NaN;3.893523113743156e+21;2.106749837545024e+01;NaN;1.681790230554315e+05
