s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.397436534345760e+21;1.634881889346044e+01;NaN;4.083458730790047e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.597529954237929e+21;1.838410198434544e+01;NaN;4.949300337147353e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;1.635783396856993e+21;1.790378066907498e+01;NaN;4.683246614049039e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;1.650105041723358e+21;1.754341446676458e+01;NaN;4.859468379043396e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;7.839297581721307e+20;1.787425132102127e+01;NaN;2.166638154269428e+03
5.958303396743118e-01;3.417674412051189e+18;1.558159914504866e+01;NaN;7.609167399213007e+20;1.799370586863379e+01;NaN;2.245047134673117e+03
6.059607146042290e-01;3.474294420294755e+18;1.912696298806385e+01;NaN;8.095086368851916e+20;1.990298642570081e+01;NaN;2.226432119586766e+03
6.161914304398897e-01;2.868824803495527e+18;1.369388769071952e+01;NaN;8.956435229831743e+20;1.721976720964098e+01;NaN;2.327905128299580e+03
6.218569781585004e-01;2.033991664086607e+19;1.800539303704557e+01;NaN;9.715946410686643e+20;1.565195018345579e+01;NaN;2.381417119407757e+03
6.288824188932652e-01;1.182624981535663e+19;1.466918952627279e+01;NaN;9.730647802482886e+20;1.712339728034251e+01;NaN;2.501768947930971e+03
6.393962018996865e-01;9.820130483519635e+18;2.035473983226191e+01;NaN;1.024647835902585e+21;1.801068468163615e+01;NaN;2.626291568219182e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;9.861892449234825e+20;1.722514524262382e+01;NaN;3.070896091562875e+03
6.495423367435241e-01;5.027367450766457e+19;1.960209073415080e+01;NaN;1.088280225087313e+21;1.817932466312656e+01;NaN;2.901548344416820e+03
6.590094051627661e-01;2.731074277262070e+19;1.751091470740926e+01;NaN;1.165880834100682e+21;1.866124217427966e+01;NaN;3.115838373591911e+03
6.645936879182079e-01;3.865655354292800e+19;1.753220827833442e+01;NaN;1.252221280476999e+21;1.872064745685842e+01;NaN;3.385163971813090e+03
6.695918273105915e-01;1.034601648825637e+20;2.235413955500371e+01;NaN;1.316331673901818e+21;1.830654138461238e+01;NaN;3.613405451699471e+03
6.783145662683023e-01;9.035799516086834e+19;2.267806826072782e+01;NaN;1.324793030830200e+21;1.825293319422368e+01;NaN;3.691952902929820e+03
6.834175308061823e-01;8.068257076158672e+19;2.133794489639613e+01;NaN;1.306762602229315e+21;1.971762074706153e+01;NaN;4.143866871061899e+03
6.881026229062193e-01;2.580691949110686e+20;2.249593239628257e+01;NaN;1.482351412530457e+21;1.537209026913870e+01;NaN;4.419403161802417e+03
6.957997358524409e-01;2.494635441764508e+20;2.277285299123637e+01;NaN;1.497497648319515e+21;1.672211452698315e+01;NaN;4.610503116976896e+03
6.999294065045440e-01;5.982739148530194e+20;2.556383395775637e+01;NaN;1.304240137490735e+21;1.943451830550968e+01;NaN;5.962567802031511e+03
7.046036503701563e-01;5.654875936676844e+20;2.357870536259100e+01;NaN;1.688572088667842e+21;1.697775899037423e+01;NaN;6.581969470367380e+03
7.104451952030111e-01;5.345192577486548e+20;2.373391627056595e+01;NaN;1.801217408915633e+21;1.618080009313283e+01;NaN;6.390432846819100e+03
7.138966885644596e-01;1.094647281877662e+21;2.287230874274925e+01;NaN;1.785377487426862e+21;1.619522752671138e+01;NaN;9.384333039125642e+03
7.182432415040987e-01;9.019558659867585e+20;2.374217906611870e+01;NaN;2.110419213043113e+21;1.725523247313819e+01;NaN;9.354136508881191e+03
7.227039321185542e-01;1.030514367371220e+21;2.219967988044179e+01;NaN;2.278913173634695e+21;1.626222197329806e+01;NaN;1.017932709117813e+04
7.257217095519308e-01;1.967643564953112e+21;2.491029931183062e+01;NaN;2.240478505036968e+21;1.614540948814133e+01;NaN;1.415276802892154e+04
7.309124404001006e-01;1.965413352931707e+21;2.441516891843380e+01;NaN;2.435500149984145e+21;1.708387832725329e+01;NaN;1.431020406028829e+04
7.392767341320698e-01;2.990673984912669e+21;2.456451379195153e+01;NaN;2.913265979225542e+21;1.714066945344159e+01;NaN;1.997897712990227e+04
7.476580380599591e-01;4.464406628365473e+21;2.391473023313757e+01;NaN;3.491110068181365e+21;1.617204227426067e+01;NaN;2.862565456180018e+04
7.547028537389382e-01;6.315199393267812e+21;2.401885753710043e+01;NaN;4.001950471957781e+21;1.655401765301040e+01;NaN;3.694754688252796e+04
7.606597497237264e-01;8.059549785323091e+21;2.387499659565467e+01;NaN;4.360126238871925e+21;1.570098988067974e+01;NaN;4.464805904386687e+04
7.657531186515272e-01;9.389677299364029e+21;2.428921625346339e+01;NaN;5.262780053772382e+21;1.459489059151802e+01;NaN;5.018982314376120e+04
7.699995984224914e-01;1.094960911717786e+22;2.379054496789817e+01;NaN;5.977161273495062e+21;1.501744432974850e+01;NaN;5.716611053227277e+04
7.732995875768670e-01;1.260920092204534e+22;2.334691519228441e+01;NaN;6.359192761189475e+21;1.549882930055796e+01;NaN;6.578830104118661e+04
7.757792307381750e-01;1.353816435354135e+22;2.396804883756863e+01;NaN;6.896610552846623e+21;1.533527101932357e+01;NaN;6.942282523351301e+04
7.781651986040994e-01;1.443914337966356e+22;2.336249901207728e+01;NaN;7.288868195791489e+21;1.483674442785109e+01;NaN;7.296602486063843e+04
