s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.500002580656563e+20;6.385391860468895e+01;NaN;1.099065764913330e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.654627119851715e+20;5.268403958825719e+01;NaN;1.289730865925679e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;1.775608176554738e+20;7.609707371368306e+01;NaN;1.486063562281350e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;1.709790606636809e+20;6.455435796106650e+01;NaN;1.316679824679202e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;1.045322635136373e+20;7.959963900463187e+01;NaN;8.064661044943040e+02
5.958303396743118e-01;0.000000000000000e+00;NaN;NaN;1.072114436980006e+20;7.326479038565185e+01;NaN;8.145391299348153e+02
6.059607146042290e-01;0.000000000000000e+00;NaN;NaN;9.935855749653001e+19;6.941543192849490e+01;NaN;7.059641810949985e+02
6.161914304398897e-01;0.000000000000000e+00;NaN;NaN;1.054332668645769e+20;8.913668125357340e+01;NaN;1.098836418526188e+03
6.218569781585004e-01;0.000000000000000e+00;NaN;NaN;1.392213237137004e+20;8.690562509003426e+01;NaN;1.000983785801088e+03
6.288824188932652e-01;1.357931784183881e+18;4.187628217446738e+01;NaN;1.090420069388537e+20;8.197964304496941e+01;NaN;8.728066947020798e+02
6.393962018996865e-01;0.000000000000000e+00;NaN;NaN;1.141306530431694e+20;7.976785730887465e+01;NaN;1.020164986918082e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;1.118965683550295e+20;4.903588158310475e+01;NaN;4.506755513191429e+02
6.495423367435241e-01;3.582504891032330e+18;3.235690519524504e+01;NaN;1.137408681711373e+20;6.683831055870584e+01;NaN;8.392896985360105e+02
6.590094051627661e-01;5.681619790419870e+18;3.108236791920654e+01;NaN;1.250219870140168e+20;7.258033698357052e+01;NaN;1.005517745361693e+03
6.645936879182079e-01;3.943721006700207e+18;1.743983784482168e+01;NaN;8.547130059284313e+19;7.265853501102541e+01;NaN;8.607433062789127e+02
6.695918273105915e-01;1.034954356562674e+19;2.893040552988813e+01;NaN;1.169072140925015e+20;6.832686312053426e+01;NaN;8.234901911759312e+02
6.783145662683023e-01;1.176120071667431e+19;3.795234553385730e+01;NaN;1.312361676147427e+20;6.596817240151411e+01;NaN;1.066558777188184e+03
6.834175308061823e-01;1.888434668387172e+19;1.844732295782191e+01;NaN;7.806220830870605e+19;8.967149190254584e+01;NaN;1.334030765310981e+03
6.881026229062193e-01;3.562993110059893e+19;3.510890337096836e+01;NaN;1.296089788564821e+20;7.310559872625218e+01;NaN;1.342801743827068e+03
6.957997358524409e-01;3.504412743940649e+19;4.169816629344955e+01;NaN;1.588892554991875e+20;7.325638613983571e+01;NaN;1.539195887673864e+03
6.999294065045440e-01;9.196282610404488e+19;5.340489960269806e+01;NaN;1.879755792811159e+20;8.157888782865349e+01;NaN;2.378624348820298e+03
7.046036503701563e-01;8.145742315002805e+19;5.406400361762089e+01;NaN;1.625499453765932e+20;6.739296328825543e+01;NaN;1.630483455100730e+03
7.104451952030111e-01;5.187391102669738e+19;4.958184049811236e+01;NaN;1.541155974061485e+20;6.518179936783326e+01;NaN;1.891640075509591e+03
7.138966885644596e-01;1.764992058871916e+20;5.456073192163458e+01;NaN;1.526382365230924e+20;5.917665380707605e+01;NaN;2.664340501375752e+03
7.182432415040987e-01;1.377622673249157e+20;5.581405547587938e+01;NaN;1.845622522993648e+20;6.693393012794493e+01;NaN;2.805743644234825e+03
7.227039321185542e-01;2.007394976179248e+20;5.919046495410296e+01;NaN;1.628867780866382e+20;6.090027573892897e+01;NaN;2.452759924235051e+03
7.257217095519308e-01;4.052288746122612e+20;6.536912831017547e+01;NaN;1.950906031266818e+20;6.062074298488874e+01;NaN;4.453577536722354e+03
7.309124404001006e-01;3.222474827233749e+20;6.745755150313525e+01;NaN;1.912082324791924e+20;7.095441891324714e+01;NaN;5.054844550950906e+03
7.392767341320698e-01;6.235657604181147e+20;7.885355652178360e+01;NaN;2.432119790384879e+20;4.982971115243055e+01;NaN;7.899123785263642e+03
7.476580380599591e-01;1.009235816311231e+21;8.590950115718719e+01;NaN;2.710905149943050e+20;5.348701857260289e+01;NaN;1.473171334783392e+04
7.547028537389382e-01;1.521974893144662e+21;9.658636954191972e+01;NaN;2.986646162670295e+20;4.876053722936815e+01;NaN;2.291812306614033e+04
7.606597497237264e-01;2.061542617837949e+21;1.033777334977994e+02;NaN;3.794399961898381e+20;4.196378424563988e+01;NaN;3.299079719419376e+04
7.657531186515272e-01;2.520309068851506e+21;1.106836275612794e+02;NaN;4.062957655276509e+20;4.604868998051149e+01;NaN;4.282363036522752e+04
7.699995984224914e-01;2.925095756548497e+21;1.168620453952061e+02;NaN;4.580344843984589e+20;4.577701099278891e+01;NaN;5.638214256680023e+04
7.732995875768670e-01;3.587751161119007e+21;1.227737820545801e+02;NaN;5.501970978527712e+20;3.220745225953002e+01;NaN;6.801428433642519e+04
7.757792307381750e-01;3.911404541726627e+21;1.294660063837767e+02;NaN;6.311894003469814e+20;3.658679328172789e+01;NaN;7.596702665015044e+04
7.781651986040994e-01;4.033168117263484e+21;1.327004155690441e+02;NaN;5.874531726495684e+20;3.441290203597556e+01;NaN;8.371963683737136e+04
7.809578364250076e-01;4.250594512403590e+21;1.383596029430761e+02;NaN;5.991619105934349e+20;4.010095554409365e+01;NaN;9.250846935574227e+04
7.838487328758749e-01;4.732508842070870e+21;1.432770595965203e+02;NaN;7.344826493445378e+20;3.291181395924077e+01;NaN;1.015006071567183e+05
7.869855628995210e-01;5.042984610805893e+21;1.474082364334011e+02;NaN;7.394278318994717e+20;2.766777930247428e+01;NaN;1.115472694680849e+05
7.904037845192172e-01;5.013609325447382e+21;1.538267116142641e+02;NaN;7.414657724096682e+20;3.490721450276967e+01;NaN;1.269085755763713e+05
7.939471374889502e-01;5.499270505695262e+21;1.599256799525149e+02;NaN;7.727553890812932e+20;3.214697007278797e+01;NaN;1.349538767543305e+05
7.975090120093709e-01;6.249422968064369e+21;1.636549823860627e+02;NaN;9.981000728766593e+20;3.375235056883259e+01;NaN;1.590088099595076e+05
8.011264668496416e-01;6.878526374118095e+21;1.698360698650731e+02;NaN;1.044931280187895e+21;2.898722903404835e+01;NaN;1.706582921843565e+05
8.049890280430786e-01;6.591030535666291e+21;1.794092816215328e+02;NaN;1.018738013366437e+21;3.230547400507119e+01;NaN;1.833062724103016e+05
8.091930285177138e-01;6.551437665949361e+21;1.854139537818627e+02;NaN;1.071812059975773e+21;3.248446016352759e+01;NaN;1.906075275908299e+05
