# x,ne,Te,Ti,Wtot,Wpart,Wrad,Wpls,Wneut,xMP,Rclfc,Zclfc,Wpar_xpt,WWpar,WWtrg,Lcnnt,Lcnnx,f0,D_flux_atm,D_temp_atm,D_pres_atm,He_flux_atm,He_temp_atm,He_pres_atm,Ne_flux_atm,Ne_temp_atm,Ne_pres_atm,D_flux_ion,He_flux_ion,Ne_flux_ion,D2_flux_mol,D2_pres_mol
-1.035299999999999970e-01,7.530400000000000000e+18,4.360899999999999777e-01,5.817600000000000549e-01,3.585300000000000000e+04,1.146700000000000000e+04,2.438600000000000000e+04,7.269699999999999818e+03,4.197500000000000000e+03,-3.123299999999999965e-01,5.554299999999999571e+00,-4.496299999999999741e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,8.990670000000000328e+21,6.716800000000000548e-01,3.040209999999999857e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,6.087850000000000000e+19,1.201269999999999977e-01,5.211460000000000224e-03,2.541619999999999869e+21,2.730120000000000000e+19,4.170640000000000000e+18,3.828720000000000105e+22,1.166360000000000063e+00
-9.205699999999999994e-02,1.006100000000000000e+19,5.202599999999999447e-01,5.908499999999999863e-01,4.269900000000000000e+04,1.695900000000000000e+04,2.574000000000000000e+04,1.027800000000000000e+04,6.681399999999999636e+03,-2.928399999999999892e-01,5.554299999999999571e+00,-4.484899999999999665e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,8.735010000000000197e+21,1.068189999999999973e+00,6.083899999999999864e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,4.337380000000000000e+19,2.293939999999999868e-01,4.943740000000000287e-03,3.515810000000000197e+21,3.617320000000000000e+19,5.458580000000000000e+18,3.935450000000000249e+22,1.487500000000000044e+00
-8.064300000000000634e-02,1.839800000000000000e+19,6.424600000000000311e-01,7.038699999999999957e-01,5.010300000000000000e+04,2.279600000000000000e+04,2.730700000000000000e+04,2.164100000000000000e+04,1.155200000000000045e+03,-2.724699999999999900e-01,5.554299999999999571e+00,-4.473499999999999588e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,5.481799999999999738e+21,1.042200000000000015e+00,2.266199999999999881e-01,6.374649999999999672e+20,2.548980000000000135e-01,2.028819999999999929e-02,5.119740000000000000e+19,2.343020000000000103e-01,5.544259999999999640e-03,7.085469999999999803e+21,6.717450000000000000e+19,9.943530000000000000e+18,3.551080000000000157e+22,1.473349999999999937e+00
-6.943299999999999472e-02,2.848900000000000000e+19,7.754199999999999982e-01,8.794399999999999995e-01,8.257400000000000000e+04,5.339800000000000000e+04,2.917600000000000000e+04,3.476500000000000000e+04,1.863400000000000000e+04,-2.511800000000000144e-01,5.554299999999999571e+00,-4.462200000000000166e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,6.360410000000000459e+21,1.284799999999999942e+00,5.147089999999999721e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,2.154590000000000000e+19,1.957160000000000011e-01,1.925499999999999911e-03,1.189050000000000039e+22,9.962190000000000000e+19,1.434410000000000000e+19,4.096289999999999777e+22,2.352840000000000042e+00
-5.850899999999999851e-02,3.854200000000000000e+19,8.838799999999999990e-01,9.876200000000000534e-01,9.878600000000000000e+04,6.731700000000000000e+04,3.146900000000000000e+04,5.247100000000000000e+04,1.484700000000000000e+04,-2.292599999999999916e-01,5.554299999999999571e+00,-4.451299999999999812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.890430000000000013e+22,1.567180000000000017e+00,1.434109999999999996e+00,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,3.031130000000000000e+19,2.999089999999999812e-01,4.191109999999999627e-03,1.658520000000000052e+22,1.319660000000000000e+20,1.846340000000000000e+19,4.147920000000000315e+22,2.635089999999999932e+00
-4.802300000000000318e-02,6.805600000000000000e+19,9.643100000000000005e-01,1.063499999999999890e+00,1.659200000000000000e+05,1.315000000000000000e+05,3.441600000000000000e+04,9.411600000000000000e+04,3.738800000000000000e+04,-2.066000000000000059e-01,5.554299999999999571e+00,-4.440800000000000303e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.471489999999999987e+22,1.238120000000000109e+00,1.520420000000000105e+00,0.000000000000000000e+00,2.659079999999999888e+00,2.568579999999999752e-01,4.128680000000000000e+19,3.666220000000000034e-01,9.734800000000000050e-03,2.945120000000000210e+22,2.122460000000000000e+20,2.886920000000000000e+19,4.547560000000000157e+22,2.901689999999999880e+00
-3.810600000000000098e-02,1.247900000000000000e+20,1.162700000000000067e+00,1.258899999999999908e+00,2.839300000000000000e+05,2.453400000000000000e+05,3.859000000000000000e+04,1.971500000000000000e+05,4.819600000000000000e+04,-1.827999999999999903e-01,5.554299999999999571e+00,-4.430900000000000283e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.008619999999999712e+22,1.761840000000000073e+00,3.554019999999999957e+00,7.501089999999999672e+20,2.240740000000000176e+00,1.579270000000000118e-01,3.734720000000000000e+19,3.016229999999999745e-01,8.351320000000000618e-03,5.763040000000000210e+22,3.920209999999999672e+20,5.188690000000000000e+19,4.544200000000000367e+22,3.925009999999999888e+00
-2.885499999999999871e-02,2.292900000000000000e+20,1.345699999999999896e+00,1.410900000000000043e+00,5.120300000000000000e+05,4.665200000000000000e+05,4.550400000000000000e+04,3.799700000000000000e+05,8.654800000000000000e+04,-1.582600000000000118e-01,5.554299999999999571e+00,-4.421700000000000408e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,9.893560000000000472e+22,1.843520000000000048e+00,9.422489999999999810e+00,0.000000000000000000e+00,6.123700000000000365e+00,6.418390000000000206e-02,2.882040000000000000e+19,4.007629999999999804e-01,1.679709999999999884e-02,1.098720000000000042e+23,6.867360000000000000e+20,8.902160000000000000e+19,6.860490000000000354e+22,5.275420000000000442e+00
-2.054500000000000076e-02,3.795300000000000000e+20,1.507700000000000040e+00,1.574100000000000055e+00,8.798700000000000000e+05,8.184400000000000000e+05,6.142400000000000000e+04,6.657100000000000000e+05,1.527300000000000000e+05,-1.325900000000000134e-01,5.554299999999999571e+00,-4.413400000000000212e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.132200000000000157e+23,1.886260000000000048e+00,1.978000000000000114e+01,0.000000000000000000e+00,6.665379999999999860e+00,6.037200000000000205e-02,6.060790000000000000e+19,5.372890000000000166e-01,2.485100000000000156e-02,1.859420000000000068e+23,1.079540000000000000e+21,1.384660000000000000e+20,8.273719999999999633e+22,7.596370000000000289e+00
-1.319299999999999987e-02,5.338500000000000000e+20,2.001799999999999802e+00,2.212800000000000100e+00,1.820200000000000000e+06,1.717200000000000000e+06,1.029800000000000000e+05,1.266000000000000000e+06,4.512100000000000000e+05,-1.053299999999999931e-01,5.554299999999999571e+00,-4.405999999999999694e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.205120000000000252e+23,2.784060000000000201e+00,4.817459999999999809e+01,0.000000000000000000e+00,7.512559999999999683e+00,8.314159999999999606e-02,1.009620000000000000e+20,7.390229999999999855e-01,5.245650000000000313e-02,3.093870000000000118e+23,1.696040000000000000e+21,2.227870000000000000e+20,9.455360000000000000e+22,8.763769999999999172e+00
