t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.0001,0.0,0.0,50105366817289.88,0.0,0.0,1.974499170900924e+17,1.9750002245690925e+17,0.0,0.0
0.000205,0.0,0.0,56723411783834.4,0.0,0.0,3.6333827543434963e+17,3.633949988461325e+17,0.0,0.0
0.00031525,0.0,0.0,63517151750656.89,0.0,0.0,5.05789939133035e+17,5.058534562847853e+17,0.0,0.0
0.0004310125,0.0,0.0,70396181633024.64,0.0,0.0,6.310125646613955e+17,6.310829608430282e+17,0.0,0.0
0.000552563125,0.0,0.0,77287832119678.42,0.0,0.0,7.436428166119578e+17,7.437201044440776e+17,0.0,0.0
0.00068019128125,0.0,0.0,84143881920367.27,0.0,0.0,8.470893336524449e+17,8.471734775343653e+17,0.0,0.0
0.0008142008453125001,0.0,0.0,90938176639931.67,0.0,0.0,9.438326010286034e+17,9.439235392052448e+17,0.0,0.0
0.0009549108875781252,0.0,0.0,97661734229938.94,0.0,0.0,1.0356712781267575e+18,1.0357689398609884e+18,0.0,0.0
0.0011026564319570314,0.0,0.0,104317345809336.45,0.0,0.0,1.1239140231236814e+18,1.1240183404694895e+18,0.0,0.0
0.001257789253554883,0.0,0.0,110914902909814.28,0.0,0.0,1.209522512088859e+18,1.2096334269917716e+18,0.0,0.0
0.0014206787162326273,0.0,0.0,117467924373845.19,0.0,0.0,1.2932145398828815e+18,1.2933320078072543e+18,0.0,0.0
0.0015917126520442588,0.0,0.0,123991263048023.27,0.0,0.0,1.3755365681970683e+18,1.375660559460118e+18,0.0,0.0
0.0017712982846464717,0.0,0.0,130499749930219.2,0.0,0.0,1.4569140017567398e+18,1.4570445015066683e+18,0.0,0.0
0.0019598631988787954,0.0,0.0,137007490229667.42,0.0,0.0,1.5376857869192033e+18,1.5378227944094323e+18,0.0,0.0
0.002157856358822735,0.0,0.0,143527568518714.06,0.0,0.0,1.6181282310242327e+18,1.618271758592749e+18,0.0,0.0
0.002365749176763872,0.0,0.0,150071987359678.34,0.0,0.0,1.698471511411667e+18,1.6986215833990295e+18,0.0,0.0
0.002584036635602066,0.0,0.0,156651725406958.47,0.0,0.0,1.7789112525730665e+18,1.779067904298477e+18,0.0,0.0
0.002813238467382169,0.0,0.0,163276847121718.4,0.0,0.0,1.8596167694257902e+18,1.8597800462729106e+18,0.0,0.0
0.0030539003907512777,0.0,0.0,169956626907091.06,0.0,0.0,1.9407370391404035e+18,1.9409069957673116e+18,0.0,0.0
0.003306595410288842,0.0,0.0,176699669177236.5,0.0,0.0,2.0224051062890895e+18,2.0225818059582638e+18,0.0,0.0
0.003571925180803284,0.0,0.0,183514016476487.03,0.0,0.0,2.1047413909123395e+18,2.1049249049288174e+18,0.0,0.0
0.003850521439843448,0.0,0.0,190407243348293.25,0.0,0.0,2.1878562154349128e+18,2.18804662267826e+18,0.0,0.0
0.00414304751183562,0.0,0.0,197386536314848.75,0.0,0.0,2.271851765832524e+18,2.2720491523688384e+18,0.0,0.0
0.004450199887427402,0.0,0.0,204458761595622.53,0.0,0.0,2.3568236361315046e+18,2.3570280948930985e+18,0.0,0.0
