t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,-2.915363494725398e-28,53045262.465739526,9098118887922.791,4.307205186003456e-19,5.53606909696814e-20,1.0828405383153005e+18,4.102390469551846e-23,5.792271853040169e-20,1.0828496364341974e+18,-3.697746940892251e-11,2.850324335083808e-14
220000.0,-1.69670356407912e-25,48392426.19598049,14031283590930.72,5.263251527188473e-17,8.133211783894431e-18,1.6848771197669445e+18,4.8601767061805775e-21,7.75027543189662e-18,1.6848911510505428e+18,-2.071147025645991e-10,7.892797129474291e-14
364000.0,-4.4333872244380515e-25,46967509.00827083,18242667447494.277,-5.9234682740457475e-18,5.1075139120992016e-18,2.2087022439509696e+18,-5.31960640736084e-22,5.1857156562534615e-18,2.208720486618455e+18,-8.226135328693994e-10,4.2394374742005694e-13
536800.0,-1.2512186622208966e-23,46019054.22218232,22204099754724.906,1.4641538156948873e-15,3.0802460863241326e-16,2.7101478764576855e+18,1.342501542979293e-19,2.905099905025069e-16,2.7101700805574477e+18,-6.293026462348273e-10,2.096585888876993e-12
744160.0,5.84377820304094e-24,45256875.204175256,26108131620763.98,-2.441234672233561e-15,-3.794540851621179e-16,3.21275724994898e+18,-2.2336546769139846e-19,-3.4529538434552343e-16,3.212783358080649e+18,2.5634332655625896e-09,2.717185872716008e-12
992992.0,2.180075390626082e-22,44609136.035037726,30058642605292.875,-1.3757831561296209e-14,-3.837744909694978e-15,3.7300097509934495e+18,-1.26563333288475e-18,-3.708872677540555e-15,3.730039809636049e+18,1.6218499922463776e-08,-1.6998467105000323e-11
1291590.4,-2.274116504306607e-22,44056582.05406478,34123005783512.195,2.7341241111800423e-14,5.778580457259518e-15,4.271407777408394e+18,2.5112124071768946e-18,5.433376722001681e-15,4.2714419004141947e+18,3.990531731146784e-08,-6.83539524219734e-11
1649908.48,-1.0997176662947863e-21,43591598.3328,38350963451874.24,3.5389873326660225e-14,1.4670767060950587e-14,4.844706695639645e+18,3.2683166834758915e-18,1.4675900789244696e-14,4.84474504660309e+18,2.7775543029809445e-08,-1.3136495271643533e-10
2079890.176,1.733285148210419e-21,43203441.15159329,42782825377804.195,-1.0172378314619505e-13,-2.8787324867530013e-14,5.456913710064013e+18,-9.365415938006881e-18,-2.7827111780642523e-14,5.456956492889438e+18,-2.3378626928276715e-08,-2.473581903549316e-10
2595868.2112,1.2964745356989307e-21,42875986.2982438,47453496130742.58,4.267906867837112e-15,-1.2365336052143473e-14,6.114810699940595e+18,3.6052637291417936e-19,-1.3718764991458601e-14,6.11485815343672e+18,-8.76062818267386e-08,-3.7954300257487256e-10
3215041.8534399997,-4.39361235288343e-21,42590652.84592877,52394626784261.625,1.5286771556162794e-13,6.010937615632586e-14,6.825267861429359e+18,1.4118326733932813e-17,6.024742579812484e-14,6.82532025605619e+18,-2.831265005062049e-07,-2.9666203777521397e-10
3958050.2241279995,3.1309764041265305e-21,42329783.82535915,57635828798091.59,-1.5241498471839376e-13,-4.654986963982807e-14,7.595457811099418e+18,-1.403111183552229e-17,-4.5002171936592034e-14,7.5955154469282e+18,-3.87246392489952e-07,-2.2817601813944323e-10
4849660.268953599,-7.096536385964728e-23,42078506.093647555,63205374618227.01,4.0508977583240635e-14,3.916941825270762e-15,8.433020515397228e+18,3.6713585979453165e-18,1.952759675585151e-15,8.433083720771848e+18,-3.326880778785942e-07,-2.172358375222914e-10
5919592.322744318,-3.001765715355183e-21,41824908.306684114,69130591561612.9,8.085055410092546e-14,4.641791096549227e-14,9.346204314073276e+18,7.513388626002158e-18,4.888706295079782e-14,9.346273444664943e+18,-2.2987613548615394e-06,1.446212013723531e-09
7203510.787293182,8.294201693106399e-21,41559254.032096595,75438057949801.5,-2.432655787608473e-13,-1.3513409015489195e-13,1.0343997111574258e+19,-2.2461026046729674e-17,-1.4051780978784071e-13,1.034407254963221e+19,-9.867557846461238e-06,6.486441219844672e-09
8744212.944751818,-1.2388122272028624e-20,41273193.66086407,82153667161426.31,3.5889497361263494e-13,1.9518028370174005e-13,1.1436256905295497e+19,3.313315309371885e-17,2.0272090776176316e-13,1.1436339058962635e+19,-2.318015156821504e-05,1.2349419910685264e-08
10593055.53370218,8.376464168234925e-21,40959696.077187985,89302604909808.53,-2.428055664491629e-13,-1.1130261562210292e-13,1.2633848611591215e+19,-2.2459934348508826e-17,-1.143161946297533e-13,1.263393791419618e+19,-2.3567903690058047e-05,5.862585706619758e-10
