t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,2.9251593860019876e-23,79118609.34659418,43570963431617.84,-8.05228129555398e-16,-2.3646035015934945e-16,3.311391346476099e+17,-5.86285442323016e-20,-1.0139383300677404e-16,3.3118270561104115e+17,6.779924283383244e-08,-2.1654835719071413e-10
220000.0,-9.3955428797112e-22,75551382.69635059,65728653497320.97,2.1635576087120897e-14,7.025253481954629e-15,5.2639264991640454e+17,1.5714931936435353e-18,3.017112944354082e-15,5.264583785699018e+17,3.6563447734878784e-06,-4.454301816041394e-09
364000.0,-1.8816880064916704e-20,73644900.80925687,83259845029020.06,3.4857200715459974e-13,1.3267272618713758e-13,6.976584092203469e+17,2.536339304832674e-17,5.821670108159351e-14,6.977416690653774e+17,2.6753131195282888e-05,-3.108418556319735e-08
536800.0,1.0563685262408687e-19,71998997.3840165,98841832215103.77,-1.977231900655621e-12,-7.408317708935835e-13,8.638535036374771e+17,-1.4348149859129834e-16,-3.2154538784144045e-13,8.639523454696941e+17,0.0001011287989141573,-1.2697620073516443e-07
744160.0,-2.3080078377966438e-20,70438960.16173458,113450652006465.45,1.0526936013799468e-12,1.184680806649392e-13,1.0327610719834789e+18,7.411594766923397e-17,1.6498443359023966e-14,1.0328745226354839e+18,0.00029173529029325184,-3.8902170599393717e-07
992992.0,4.820147117757525e-19,68943209.79410899,127563216999685.39,-5.2772216089546434e-12,-3.0351905875631303e-12,1.2090140345882253e+18,-3.5513151893051947e-16,-1.1135081638532965e-12,1.209141597805233e+18,0.0010036105320927493,-1.1727428160937006e-06
1291590.4,-1.76015658389677e-17,67500100.26650889,141452608421295.94,2.2379166034030116e-10,1.2648563899434438e-10,1.3960836333243492e+18,1.596876053010722e-14,5.4610271043215864e-11,1.3962250859327713e+18,0.004066214903615415,-3.884886590724309e-06
1649908.48,1.758732045665212e-16,66087507.89784858,155291403874950.28,-2.2453101899772804e-09,-1.3341975930331264e-09,1.5969970769269343e+18,-1.6070717155392481e-13,-5.843930579783722e-10,1.597152368330799e+18,0.012770914904888795,-1.1124713382534012e-05
2079890.176,-7.316805019869098e-16,64680239.463615045,169195945703257.0,9.30041029516179e-09,5.69442621657026e-09,1.8146657578807363e+18,6.649824932938272e-13,2.4936498958941153e-09,1.814834953826449e+18,0.019311473662867337,-1.4963190269304417e-05
2595868.2112,-5.9902535241133795e-15,63260249.033114456,183248028434207.34,7.977171761501208e-08,5.9571553200164234e-08,2.0520671212515602e+18,5.743955217732932e-12,2.7282784623623598e-08,2.0522503692799995e+18,-0.1155786420234604,4.5297978534127523e-05
3215041.8534399997,5.640691802734101e-15,61822017.540114775,197506609644150.62,-6.190810739250549e-08,-2.4360800928620767e-08,2.3123648851756897e+18,-4.561655198187792e-12,-1.1621389328549739e-08,2.3125623917853266e+18,-1.2099107973716001,0.00024338201606687634
3958050.2241279995,1.6111447698480053e-13,60372585.74938466,212014630758278.9,-2.3077732652240843e-06,-1.922420659709875e-06,2.5990024063262874e+18,-1.651574251572671e-10,-8.762116351800249e-07,2.599214420957071e+18,-5.863699174188003,0.0003119519576887238
4849660.268953599,-4.2099302577182114e-13,58927959.90446049,226803245308348.25,5.6375487009220876e-06,4.375722548442355e-06,2.9157855192953754e+18,4.0569216223573305e-10,2.0132582688681805e-06,2.9160123225406725e+18,-15.620556441565753,-0.0034950261700637236
5919592.322744318,-4.60511153591087e-12,57507708.28860487,241894585531132.28,7.955217518168962e-05,7.47908527166528e-05,3.266963538020772e+18,5.679449849309799e-09,3.434591686619842e-05,3.267205432606297e+18,-18.81326754484142,0.00265905336938775
7203510.787293182,3.3644655040930814e-11,56129292.30527149,257303663540322.34,-0.0005831776510811804,-0.0005483559988156322,3.657313706642077e+18,-4.1676087594418076e-08,-0.00025246621477004785,3.657571010305613e+18,19.717803731437694,0.12802065079004973
8744212.944751818,3.3644655040930814e-11,56129292.30527149,257303663540322.34,-0.0005831776510811804,-0.0005483559988156322,3.657313706642077e+18,-4.1676087594418076e-08,-0.00025246621477004785,3.657571010305613e+18,19.717803731437694,0.12802065079004973
10593055.53370218,3.3644655040930814e-11,56129292.30527149,257303663540322.34,-0.0005831776510811804,-0.0005483559988156322,3.657313706642077e+18,-4.1676087594418076e-08,-0.00025246621477004785,3.657571010305613e+18,19.717803731437694,0.12802065079004973
