t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.001,0.0,0.0,142889682392343.25,0.0,0.0,1.0206219348241777e+18,1.0207648245065683e+18,0.0,0.0
0.0019090909090909091,0.0,0.0,208385913273171.9,0.0,0.0,1.5330023043234796e+18,1.5332106902367444e+18,0.0,0.0
0.0027355371900826446,0.0,0.0,259377425071419.72,0.0,0.0,1.8737726215593925e+18,1.874031998984459e+18,0.0,0.0
0.003486851990984222,0.0,0.0,298946127336365.6,0.0,0.0,2.133171157322245e+18,2.133470103449584e+18,0.0,0.0
0.0043132982719759575,0.0,0.0,335508832706199.2,0.0,0.0,2.383340633189844e+18,2.383676142022545e+18,0.0,0.0
0.005222389181066866,0.0,0.0,370726538497555.2,0.0,0.0,2.6302247575655803e+18,2.630595484104075e+18,0.0,0.0
0.006222389181066866,0.0,0.0,405572292403381.56,0.0,0.0,2.8770986915577477e+18,2.877504263850152e+18,0.0,0.0
0.007322389181066867,0.0,0.0,440594408312472.6,0.0,0.0,3.12609859003465e+18,3.1265391844429527e+18,0.0,0.0
0.008532389181066868,0.0,0.0,476111534001330.56,0.0,0.0,3.3788142533099643e+18,3.379290364843963e+18,0.0,0.0
0.009863389181066868,0.0,0.0,512332511956942.56,0.0,0.0,3.636541800945691e+18,3.637054133457644e+18,0.0,0.0
0.01132748918106687,0.0,0.0,549418672624939.5,0.0,0.0,3.9004018782428027e+18,3.9009512969154324e+18,0.0,0.0
0.01293799918106687,0.0,0.0,587510591083097.8,0.0,0.0,4.171402350833363e+18,4.1719898614244337e+18,0.0,0.0
0.014709560181066872,0.0,0.0,626738233017589.8,0.0,0.0,4.4504765031632287e+18,4.4511032413962496e+18,0.0,0.0
0.016658277281066874,0.0,0.0,667225170382581.1,0.0,0.0,4.738508840794863e+18,4.739176065965226e+18,0.0,0.0
0.018429838281066875,0.0,0.0,703675539098064.5,0.0,0.0,4.986537572473378e+18,4.987241248012468e+18,0.0,0.0
0.020378555381066876,0.0,0.0,740935617273516.1,0.0,0.0,5.2454306991595e+18,5.246171634776754e+18,0.0,0.0
0.02252214419106688,0.0,0.0,779292517650988.6,0.0,0.0,5.516010838210903e+18,5.516790130728561e+18,0.0,0.0
0.02488009188206688,0.0,0.0,819092614138362.6,0.0,0.0,5.799026849622477e+18,5.799845942236611e+18,0.0,0.0
0.027023680692066884,0.0,0.0,855218877317916.5,0.0,0.0,6.045309993867005e+18,6.046165212744327e+18,0.0,0.0
