t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
50000.0,-44440956.33215019,96794763400.95348,2.7725858492282096e+17,47140608889342.6,48325109900511.305,1.4274333758788258e+19,1396741304.7172093,998893408613.3125,1.4551592343756569e+19,2.241349535577009e+16,35571894641412.03
105000.0,-226660696.79053435,179074107148.67755,6.082721194350807e+17,283758779536807.44,305951900169103.06,4.0672865998993105e+19,8425684161.452414,6442979520348.583,4.128113811869636e+19,1.3295424715386341e+17,229542717743302.6
165500.0,-568140445.2964212,160981529517.92554,6.833933209036719e+17,868557739381852.9,980280490920172.0,6.319433430668282e+19,25852100658.45395,21048137338068.05,6.387772762839029e+19,3.9891157896092397e+17,748217731350734.8
232050.0,-998688355.5775226,152599052669.62485,7.276534016345123e+17,1896649975462085.2,2221291887451861.0,8.510353843694589e+19,56593484155.40237,48609677931998.53,8.583119184030437e+19,8.49390739378381e+17,1720866429671776.8
305255.0,-1431566234.5865529,146793048032.02997,7.604790822142418e+17,3390691295577240.0,4085870294960098.5,1.071937451393568e+20,101430103405.87193,91064786426844.7,1.0795422422461229e+20,1.4744343504783022e+18,3207483388544794.5
385780.50000000006,-1814874327.7047453,142135008151.22156,7.876123139597944e+17,5328223073801162.0,6559852117796812.0,1.2985973687451818e+20,159797836022.4534,148803083123806.34,1.3064734919321125e+20,2.2436797916317425e+18,5213184818547732.0
474358.5500000001,-2134193320.372203,138142883784.77692,8.115927873203478e+17,7667827509447761.0,9592693455046808.0,1.5334433923245962e+20,230559649956.58633,221349213784229.62,1.541559320265384e+20,3.122539905178158e+18,7714846111826024.0
571794.4050000001,-2395581526.416144,134554124489.10939,8.337714413020663e+17,1.0362912873183234e+16,1.31208089211678e+16,1.7780505374964312e+20,312417488053.676,307874684724253.94,1.7863882520003206e+20,4.07999505677936e+18,1.0679287866519506e+16
678973.8455000003,-2610916235.4116964,131182501722.05318,8.549265174623364e+17,1.3365801855738172e+16,1.707715580291655e+16,2.0334228613197378e+20,404037506044.26556,407436262287612.25,2.0419721266111568e+20,5.090568423684626e+18,1.4069974287883322e+16
796871.2300500004,-2790775352.6778984,127887056612.98657,8.755105191604229e+17,1.6627317583250152e+16,2.139269963113771e+16,2.3001607156862393e+20,504039690577.60706,519032266214024.3,2.308915821022973e+20,6.133847756147194e+18,1.7846715612720608e+16
