t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.1,0.0,0.0,4326612965434.1445,0.0,0.0,1.8227056434280108e+18,1.82270997004098e+18,0.0,0.0
0.19090909090909092,0.0,0.0,6806943429011.809,0.0,0.0,2.6341934653011446e+18,2.634200272244572e+18,0.0,0.0
0.2735537190082645,0.0,0.0,8524860555877.624,0.0,0.0,3.188625709246177e+18,3.1886342341067244e+18,0.0,0.0
0.3644628099173554,0.0,0.0,10026110369815.262,0.0,0.0,3.6978193876299274e+18,3.697829413740296e+18,0.0,0.0
0.46446280991735545,0.0,0.0,11429954929819.777,0.0,0.0,4.1851704064141993e+18,4.185181836369131e+18,0.0,0.0
0.5744628099173554,0.0,0.0,12788801403919.014,0.0,0.0,4.662101537768834e+18,4.662114326570241e+18,0.0,0.0
0.6954628099173554,0.0,0.0,14129857937129.67,0.0,0.0,5.13552046465289e+18,5.135534594510819e+18,0.0,0.0
0.8285628099173554,0.0,0.0,15469746976945.045,0.0,0.0,5.610176218459981e+18,5.610191688206963e+18,0.0,0.0
0.9749728099173555,0.0,0.0,16820028564877.41,0.0,0.0,6.089630196263906e+18,6.089647016292463e+18,0.0,0.0
1.1360238099173556,0.0,0.0,18189540276029.008,0.0,0.0,6.576730339653721e+18,6.576748529194002e+18,0.0,0.0
1.3131799099173558,0.0,0.0,19585497798749.78,0.0,0.0,7.073871713135362e+18,7.073891298633139e+18,0.0,0.0
1.508051619917356,0.0,0.0,21014087605624.242,0.0,0.0,7.583152631052449e+18,7.583173645140045e+18,0.0,0.0
1.722410500917356,0.0,0.0,22480837759593.695,0.0,0.0,8.106473864009369e+18,8.106496344847152e+18,0.0,0.0
1.9582052700173562,0.0,0.0,23990849569516.207,0.0,0.0,8.645604697992326e+18,8.645628688841867e+18,0.0,0.0
2.2175795160273566,0.0,0.0,25548945941311.387,0.0,0.0,9.202228941671146e+18,9.202254490617068e+18,0.0,0.0
2.5028911866383567,0.0,0.0,27159775325937.64,0.0,0.0,9.777978238782206e+18,9.778005398557518e+18,0.0,0.0
