t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.0001,0.0,0.0,47436956419652.01,0.0,0.0,7.917070887983546e+16,7.921814583625502e+16,0.0,0.0
0.000205,0.0,0.0,50007632653548.39,0.0,0.0,1.544010729382355e+17,1.544510805708891e+17,0.0,0.0
0.00031525,0.0,0.0,52679697681018.14,0.0,0.0,2.2595724672173936e+17,2.2600992641942083e+17,0.0,0.0
0.0004310125,0.0,0.0,55461035833856.195,0.0,0.0,2.9414356851237984e+17,2.9419902954821414e+17,0.0,0.0
0.000552563125,0.0,0.0,58346596687415.77,0.0,0.0,3.592742311903593e+17,3.5933257778704755e+17,0.0,0.0
0.00068019128125,0.0,0.0,61330686324652.46,0.0,0.0,4.2166674650221843e+17,4.2172807718854317e+17,0.0,0.0
0.0008142008453125001,0.0,0.0,64407217177218.39,0.0,0.0,4.8163583572794003e+17,4.817002429451165e+17,0.0,0.0
0.0009549108875781252,0.0,0.0,67569970814487.87,0.0,0.0,5.394879859674316e+17,5.3955555593824614e+17,0.0,0.0
0.0011026564319570314,0.0,0.0,70812858477932.08,0.0,0.0,5.955168671193842e+17,5.955876799778625e+17,0.0,0.0
0.001257789253554883,0.0,0.0,74130160052943.47,0.0,0.0,6.49999736950428e+17,6.500738671104815e+17,0.0,0.0
0.0014206787162326273,0.0,0.0,77516725311379.72,0.0,0.0,7.031948870430623e+17,7.03272403768372e+17,0.0,0.0
0.0015917126520442588,0.0,0.0,80968126266679.06,0.0,0.0,7.553401095382209e+17,7.554210776644873e+17,0.0,0.0
0.0017712982846464717,0.0,0.0,84480755428743.86,0.0,0.0,8.066521013417775e+17,8.067365820972054e+17,0.0,0.0
0.0019598631988787954,0.0,0.0,88051870614847.75,0.0,0.0,8.573266746796114e+17,8.574147265502257e+17,0.0,0.0
