t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,-47.54814750577071,9380505603.88173,2.4190670218609636e+16,109780014.57088728,104938883.18683717,3.990549784318945e+18,4306.857658130147,5912718.1775291115,4.0147402122921533e+18,242465586216.7719,460794.68549808254
220000.0,-1841.7905438969537,7896172313.783487,3.010772755139369e+16,4800892263.44887,4776009108.171217,7.055502188172167e+18,188664.39904025104,273587919.75182074,7.085600895387612e+18,9030233334138.697,-46719471.28769199
364000.0,-19259.101316161432,7172117622.497733,3.3559659419541572e+16,58072587162.40331,60698740680.81367,1.0123709483932631e+19,2285803.2799245636,3530958879.522924,1.015716601788096e+19,103244380464357.11,3395273577.5933924
536800.0,-103516.90663764619,6724078833.370051,3.610588111595695e+16,370323291507.081,405347719115.58026,1.3393357407090504e+19,14599973.29559767,23931524573.153816,1.3428825685884301e+19,638354123920055.8,47815360617.56597
744160.0,-361106.88143838895,6417172552.335471,3.819108362265434e+16,1567417887239.3645,1786056189575.998,1.697548641492171e+19,61898027.30031724,106962828019.61662,1.7011028170071611e+19,2652491087215631.5,297884312327.3178
992992.0,-927374.5744606806,6191002937.577447,4.000109801528865e+16,4972359934522.094,5859444951960.611,2.09610834768587e+19,196698223.14654195,355768872991.605,2.0992769678462136e+19,8324902532045112.0,1181650357983.9946
1291590.4,-1901706.7934075994,6012332126.084722,4.163099265341356e+16,12750481521849.277,15438565962131.127,2.5439111006980456e+19,505288767.0328323,949941824101.0531,2.5459540676070617e+19,2.122700305631849e+16,3460001517316.213
1649908.48,-3298274.273275643,5860849799.80278,4.313620806928211e+16,27818556163956.16,34410909083461.44,3.0504018537486e+19,1104473373.9397802,2144902304939.814,3.05010155268344e+19,4.619546175514249e+16,8132438023424.287
2079890.176,-5050313.879184049,5724050668.698389,4.455262860108668e+16,53563911116289.59,67359055602450.586,3.625999897354559e+19,2130764772.2211654,4252227815560.3184,3.6215793390676333e+19,8.886717227256278e+16,16216523214633.607
2595868.2112,-7054598.230046168,5594924520.276479,4.590603736437312e+16,93505774048827.36,119071328776460.33,4.282387370649593e+19,3727189362.6089582,7611548027353.947,4.2714906963382985e+19,1.5506441465070733e+17,28558205120014.05
3215041.8534399997,-9218826.358989034,5470281840.2129965,4.721720010100712e+16,151016684973606.5,194129400136014.84,5.032703129487725e+19,6032360562.794011,12565706395208.531,5.012432827296552e+19,2.5023210792262336e+17,45831914103281.53
3958050.2241279995,-11487679.815947656,5349155792.886598,4.850472191150123e+16,229154377865703.6,296660027933958.2,5.891631915086705e+19,9173857623.159025,19445379888136.688,5.858625154859276e+19,3.790487994873192e+17,68793657881575.44
4849660.268953599,-13845075.678024268,5231347674.303349,4.9786446067226936e+16,330588392859762.06,430232714034372.75,6.87536197350793e+19,13265343411.857977,28562871499493.156,6.825886725501209e+19,5.452295906378512e+17,98732741074793.64
5919592.322744318,-16301509.091585457,5116337546.553682,5.10797412051234e+16,457563964815090.6,597819859744332.9,8.001388502550625e+19,18405189837.481228,40210428447845.086,7.931446061598109e+19,7.514617802763329e+17,137983112622121.64
7203510.787293182,-18876195.845577847,5002712941.519622,5.240095651733486e+16,611831472105239.1,801715717966129.5,9.288158150359432e+19,24673780791.23854,54656713105972.71,9.193587556994387e+19,9.993847943257354e+17,190324418999277.94
8744212.944751818,-21580446.943009038,4888103422.742541,5.376433611370641e+16,794483084707750.4,1043330721082824.2,1.0754576898771337e+20,32127142888.94001,72135793491570.34,1.0631163569667287e+20,1.289546485620011e+18,261123259959956.47
10593055.53370218,-24405507.25148425,4769453761.39013,5.518066671342094e+16,1005679036052904.2,1322835099103541.2,1.2419440384271598e+20,40786117443.93496,92826089540610.84,1.2263032700334031e+20,1.6213217723474417e+18,357114752009165.4
