first_wall_x,first_wall_y,primary_separatrix_x,primary_separatrix_y
2.2697052007496663,0.7311175472377789,2.979580789130082,0.066459267423983
2.297364591149634,0.7422788171046607,2.979670925390354,0.0027200548028463167
2.325023495600897,0.7537837221275425,2.9772047973093043,-0.05337508788285361
2.352682886000865,0.7649449919944242,2.967102325257983,-0.10948413730585305
2.3803422764008326,0.7761062618613059,2.951898140875249,-0.1579537523725152
2.408001666800801,0.7872675317281876,2.931610271413156,-0.2115317756070676
2.44144928805231,0.8023064581342825,2.9087697430601516,-0.260015297411029
2.4517031890208885,0.7513336303537719,2.8833765558162354,-0.30340431778439925
2.7597060012722094,0.7493449669199925,2.8503434191516375,-0.3442576763902232
2.7978264284665766,0.7927571651888612,2.8147684399473603,-0.38766523907999195
2.8487714427724886,0.7673541917224009,2.7766408018521718,-0.4259783003391697
2.892083718558541,0.7393877430137961,2.7359605048660707,-0.4591968601677565
2.945592208106598,0.7012415626022082,2.6901857064493786,-0.4898751226496971
3.0016533565455665,0.658000880760029,2.644407302582275,-0.5180038166267922
3.059008861682046,0.5994651056783269,2.59607623982426,-0.541038009173296
3.1087280228482546,0.5409154238593257,2.547741571615834,-0.5615226332149545
3.1444364037177346,0.4899889518698124,2.496857849966907,-0.579462324330867
3.167390503758682,0.4581610657711417,2.445970522867569,-0.5948524469419341
3.1954571324822756,0.41104503980159734,2.395079590317821,-0.607693001048156
3.065635679537267,0.41335819377235694,2.3416432097779816,-0.6205381907334775
3.022280138346283,0.4719194645391076,2.2907522772282327,-0.633378744839699
2.9484621466336685,0.47178503274521566,2.239864950128895,-0.6487688674507663
2.9816322904138803,0.4157547881669118,2.191523071019647,-0.664154354482734
3.0045990095312662,0.37500341230128187,2.1431847973608105,-0.6820894100195467
3.0250238861089724,0.3316978323517066,2.0923046811622945,-0.7025786696403051
3.0480086324784126,0.2781986139618491,2.0414317758646,-0.7281670662707538
3.0658988774172617,0.22723969291863788,2.0338098536959732,-0.7383792470274351
3.0863886521023636,0.13804187988184435,2.0338314863984386,-0.7536766580565077
3.096685818475873,0.05647423004318819,2.0414930685215853,-0.7715097308531269
3.099346640879112,-0.025107326532767038,2.0669872083770064,-0.7995086286154298
3.091800433169114,-0.08886044589120301,2.095005163520053,-0.8122054797695601
3.084239803657472,-0.14241529123025698,2.115383169242418,-0.8223666691561442
3.0741301207053295,-0.1934252036435653,2.163779130107829,-0.845224709696859
3.0538530675944697,-0.25465193239265416,2.2147097226120973,-0.8604294091439373
3.0284959348546616,-0.32353663781447883,2.2554008359494313,-0.8348595548298874
2.9954988526941726,-0.38988568146875746,2.2630119417668255,-0.8169986685586699
2.970102059999846,-0.43072513333728213,2.262968676361895,-0.7864038465005241
2.9472471098451978,-0.4690103811218618,2.2603871738676955,-0.7609127970311691
3.023610549547903,-0.46887131374887026,2.242453663523916,-0.6793590539298122
3.0591747124009467,-0.4178150455445646,2.2066623572949853,-0.5697925063288531
3.1915307969848135,-0.4124748584216884,2.1376540364305012,-0.3710513235865991
3.158519293022681,-0.46862562805658503,2.1044153890924826,-0.26657927741623144
3.117875050540689,-0.527339872933626,2.091612434683403,-0.21306151670997497
3.089929204405861,-0.5656343918764051,2.0839039817049145,-0.1620840533503649
3.0518015663106715,-0.6039474531355828,2.0761919232760153,-0.10855702148590907
3.0213030612849314,-0.6371474706477707,2.068479864847116,-0.055029989621453446
2.990793739907958,-0.6626987826454223,2.068422177640542,-0.014236893543926099
2.9526588909119473,-0.6959127068949089,2.0681593520170276,0.03379934327623013
2.917055068104383,-0.7189237215459141,,
2.8687384271480116,-0.7521561881117997,,
2.8407601319594855,-0.7675045905109696,,
2.80260725571142,-0.787970672236229,,
2.7950754698030655,-0.8619220656140467,,
2.6678643629555423,-0.9054965091514058,,
2.667770621244859,-0.8392077280254238,,
2.6575888292844985,-0.8392262703418225,,
2.6574337949168303,-0.7295948246334674,,
2.6930700667780925,-0.7295299265260713,,
2.6981285137045745,-0.7065745388242628,,
2.7490374735063776,-0.7064818272422684,,
2.7464739982642334,-0.6937386202971407,,
2.7846557181155855,-0.693669086610645,,
2.7846304799627095,-0.6758221070767265,,
2.3951769374789147,-0.6765313506789836,,
2.379915065889606,-0.6842078696681184,,
2.39265312219129,-0.6918333972871562,,
2.461383823374135,-0.6942578051563093,,
2.4614126669774223,-0.7146543531950729,,
2.4741615396303382,-0.7299285863286471,,
2.588710304634807,-0.7322695537740054,,
2.5914071815421544,-0.8393467953984153,,
2.581225389581794,-0.839365337714814,,
2.578820554157728,-0.9388031449828871,,
2.44645725867304,-0.9390441950960724,,
2.4462589589004406,-0.7988179273295717,,
1.9063139162659897,-0.5805377786820018,,
1.8960960698015201,-0.5550606359499464,,
1.8909763302180527,-0.5346733590693817,,
1.8832967208428513,-0.5040924437485352,,
1.8755846624139523,-0.45056541188407984,,
1.8627636807528183,-0.38429980865359603,,
1.8499174609388078,-0.30018722588919444,,
1.8408785967587002,-0.20841898424160665,,
1.8343545342401901,-0.09497477472373239,,
1.8342770170563558,-0.04015905186955493,,
1.8312600330366573,0.02181793083702832,,
