first_wall_x,first_wall_y,primary_separatrix_x,primary_separatrix_y
1.8312600330366573,0.02181793083702832,2.0681593520170276,0.03379934327623013
1.833383358907991,0.062225759740970554,2.071846811785468,0.09491600122135968
1.832834560836631,0.09448073002375956,2.076802030734989,0.14910497442152826
1.8353059339696713,0.12598520112584455,2.08427851355131,0.19951854270777603
1.8377618647327383,0.16840963385193108,2.095525755843332,0.2521439759481442
1.8408562781004723,0.2041152356445367,2.109290876559506,0.3033879958613922
1.8426945140646058,0.23855855096410217,2.1243186782927883,0.3512953184098796
1.8476668087116932,0.28067256659926865,2.135600042283078,0.3797918364464441
1.852641627592334,0.321001588507435,2.146882831722904,0.4072803580254085
1.8576235737206548,0.3562906281276005,2.166946950302523,0.45202885531131254
1.8626099743787756,0.3884296788177656,2.193298007697057,0.4988093000018027
1.8675990477547764,0.4186787361499301,2.225941470250932,0.5437562056813497
1.8735927957818692,0.450126621996327,2.264887829249593,0.5794507347855953
1.877575858147838,0.4801218474932598,2.300084446054064,0.5980711784387183
1.8850719408952792,0.5166754644875055,2.3500871746402923,0.608372370918437
1.892570399391947,0.5515490873857509,2.3831743930610534,0.6109822019515788
1.9101360412423158,0.583959228032316,2.45954504366458,0.6060221323148793
1.9377942977619709,0.5959223132631978,2.4901012358968946,0.5984290537495396
1.9654530402303316,0.6075417633380796,2.541028222950752,0.5857739228073067
1.9931124306302996,0.6187030332049615,2.591958815455021,0.5705692233602282
2.0207718210302676,0.6298643030718432,2.6632746245824763,0.5401041975168748
2.0484312114302354,0.6410255729387249,2.7498991761545817,0.4841713000996649
2.076090115881498,0.6525304779616067,2.8314616753497934,0.4078325834854919
2.1037495062814657,0.6636917478284884,2.8646137918779506,0.36455018143141527
2.131408896681434,0.6748530176953702,2.923288891864816,0.27287233357627216
2.1590682870814017,0.6860142875622519,2.943720979343345,0.22446761661700587
2.1867271915326643,0.6975191925851336,2.959062170841693,0.17605362849954043
2.2430973196571364,0.7176882853412968,2.9718651252507717,0.12253586779328418
