s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.200304512469855e+21;3.030338276713113e+01;NaN;5.090086444678471e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;8.371756716674158e+20;2.906824857497589e+01;NaN;5.352129136146636e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;9.980172246889078e+20;3.658326053564814e+01;NaN;5.847441036588953e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;9.634057516488722e+20;5.101563243355162e+01;NaN;7.131320620622659e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;3.462432214818321e+20;4.757923916409802e+01;NaN;2.003157550210370e+03
5.958303396743118e-01;6.548731956898406e+18;3.558089802688581e+01;NaN;4.341059225467149e+20;2.785589053452737e+01;NaN;1.845075724452256e+03
6.059607146042290e-01;0.000000000000000e+00;NaN;NaN;4.535619863296832e+20;5.039277602054381e+01;NaN;2.986005489882571e+03
6.161914304398897e-01;5.554713507807047e+18;1.453035730609767e+01;NaN;5.790531371813913e+20;4.620014778579537e+01;NaN;3.042795190851754e+03
6.218569781585004e-01;0.000000000000000e+00;NaN;NaN;5.390881067250333e+20;2.970711738181928e+01;NaN;2.196024714766296e+03
6.288824188932652e-01;5.833003109778694e+18;4.765086605299398e+01;NaN;5.365749267001798e+20;3.414751996852186e+01;NaN;2.500512780190932e+03
6.393962018996865e-01;4.997262110725198e+18;1.961174843031091e+01;NaN;5.846490169452151e+20;4.223709386526875e+01;NaN;3.131847877494481e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;2.381372512687312e+20;3.592993688639527e+02;NaN;2.513504788536351e+03
6.495423367435241e-01;1.233715119242400e+19;2.525068660647854e+01;NaN;6.629693274586351e+20;3.765076285544308e+01;NaN;3.319076017055119e+03
6.590094051627661e-01;2.476369133576511e+19;2.617735859836065e+01;NaN;7.490882885569362e+20;3.987801619976049e+01;NaN;3.604462890758715e+03
6.645936879182079e-01;5.734194670875256e+19;3.172070351979693e+01;NaN;6.221677351221656e+20;2.874107227231880e+01;NaN;2.227200397357624e+03
6.695918273105915e-01;1.066281367411345e+20;3.054180737128927e+01;NaN;6.621659613089940e+20;3.130056708136919e+01;NaN;3.187640389396205e+03
6.783145662683023e-01;1.370489653311298e+20;3.110708830476961e+01;NaN;7.559445641794630e+20;3.514248897005283e+01;NaN;3.768378661991852e+03
6.834175308061823e-01;7.630634093867223e+19;1.522725996821425e+01;NaN;8.379702799207862e+20;3.428153674211486e+01;NaN;4.037470547362295e+03
6.881026229062193e-01;3.147627636247542e+20;4.011523228139042e+01;NaN;8.071641536089670e+20;3.688254395817896e+01;NaN;4.744186949886313e+03
6.957997358524409e-01;2.436137811912427e+20;3.631591813964591e+01;NaN;9.329449724980152e+20;3.376148199167774e+01;NaN;5.835480568721478e+03
6.999294065045440e-01;6.741944239492305e+20;3.819004702776332e+01;NaN;9.141312494662616e+20;3.979758212991176e+01;NaN;8.544392585829275e+03
7.046036503701563e-01;6.611755791008525e+20;4.364857796366374e+01;NaN;8.493046351010098e+20;3.546797778944394e+01;NaN;8.018151614040318e+03
7.104451952030111e-01;5.718150513798962e+20;4.052876007237193e+01;NaN;9.439588212644386e+20;3.490478166331361e+01;NaN;8.150224276351115e+03
7.138966885644596e-01;1.540338154377996e+21;4.734827031101007e+01;NaN;1.445033954487465e+21;3.277513287511157e+01;NaN;1.379560531046548e+04
7.182432415040987e-01;1.261823555118779e+21;4.498222962187862e+01;NaN;1.384339004713411e+21;2.868278414705294e+01;NaN;1.415965623287699e+04
7.227039321185542e-01;1.660564736474783e+21;4.433407351189119e+01;NaN;1.117660919444543e+21;3.042500661523583e+01;NaN;1.360058617291057e+04
7.257217095519308e-01;2.587985346280574e+21;4.711555011048672e+01;NaN;1.575809260961471e+21;3.035909019797348e+01;NaN;2.548381063969899e+04
7.309124404001006e-01;2.618771760465024e+21;4.809557277632358e+01;NaN;1.668133632231366e+21;3.019602474790974e+01;NaN;2.577181303558862e+04
7.392767341320698e-01;4.382123470793047e+21;5.051321789490791e+01;NaN;1.993236582988807e+21;3.072458326402108e+01;NaN;4.161557730273099e+04
7.476580380599591e-01;7.264441056641448e+21;5.244780278641755e+01;NaN;2.679932314411950e+21;2.593937973731898e+01;NaN;6.767311156342062e+04
7.547028537389382e-01;1.038123432142146e+22;5.374282785167087e+01;NaN;3.797027926756780e+21;2.535157371749180e+01;NaN;9.559265213455052e+04
7.606597497237264e-01;1.430186631203534e+22;5.418150889712355e+01;NaN;4.794713265216947e+21;2.654153518219140e+01;NaN;1.312114059392161e+05
7.657531186515272e-01;1.665014111886693e+22;5.447358155914354e+01;NaN;6.051508128379946e+21;2.616240629162715e+01;NaN;1.569041902940735e+05
7.699995984224914e-01;1.999900388173889e+22;5.513779559126360e+01;NaN;7.162247408381662e+21;2.564413529091807e+01;NaN;1.930786992243048e+05
7.732995875768670e-01;2.458795014248531e+22;5.509634754042491e+01;NaN;8.612613279222866e+21;2.397901595081649e+01;NaN;2.290877466744458e+05
