s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.698191397412345e+21;2.285453837973214e+01;NaN;9.303591889505296e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.849437034590724e+21;2.304588005337364e+01;NaN;8.890501730093312e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;2.248999784484709e+21;3.158373725785408e+01;NaN;1.060805573488754e+04
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;2.002861029292305e+21;2.622677711351087e+01;NaN;9.605315443603818e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;9.394653468557443e+20;2.538154381194762e+01;NaN;3.318030535953656e+03
5.958303396743118e-01;0.000000000000000e+00;NaN;NaN;9.810704888857967e+20;3.159425237134340e+01;NaN;3.546902350477812e+03
6.059607146042290e-01;7.152307073564569e+18;4.252901580517700e+01;NaN;9.238443097720349e+20;3.089721254343601e+01;NaN;3.589540897118636e+03
6.161914304398897e-01;0.000000000000000e+00;NaN;NaN;1.059227818639569e+21;2.729663631259512e+01;NaN;3.360995141669346e+03
6.218569781585004e-01;2.981606174258998e+19;2.235265870444292e+01;NaN;9.961244911618350e+20;2.351894713373354e+01;NaN;3.038976601734998e+03
6.288824188932652e-01;1.412081264432847e+19;4.817828119417872e+01;NaN;1.224790512297774e+21;2.675998058501671e+01;NaN;3.770519050522700e+03
6.393962018996865e-01;4.486354540865889e+19;3.435864333415549e+01;NaN;1.305915624401600e+21;2.461882319320768e+01;NaN;3.985744683922730e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;2.233602608696737e+21;2.054149933001868e+01;NaN;6.499952972283118e+03
6.495423367435241e-01;1.810250661792446e+19;3.402465981871923e+01;NaN;1.279536568329284e+21;2.739894811929967e+01;NaN;4.980743358158690e+03
6.590094051627661e-01;8.231756885496994e+19;3.085282832752373e+01;NaN;1.282353044902199e+21;2.495487837375813e+01;NaN;4.511434452136863e+03
6.645936879182079e-01;6.791777273850187e+19;3.100393824002324e+01;NaN;1.454258766731716e+21;2.106374734315139e+01;NaN;4.340897995955712e+03
6.695918273105915e-01;1.613351340905421e+20;2.677716146616242e+01;NaN;1.431033403172574e+21;2.420831942502243e+01;NaN;5.464323092346260e+03
6.783145662683023e-01;1.140225474593795e+20;2.963823179343824e+01;NaN;1.769740347963023e+21;2.648588387745586e+01;NaN;5.880182383966267e+03
6.834175308061823e-01;1.034069673093969e+20;1.300506937912341e+01;NaN;1.664517639526038e+21;3.081649540185223e+01;NaN;8.266230583510502e+03
6.881026229062193e-01;7.312237392402910e+20;3.197851349023784e+01;NaN;1.622194513894105e+21;2.640107997583865e+01;NaN;8.542163968927931e+03
6.957997358524409e-01;7.016028304044639e+20;3.271550446846020e+01;NaN;2.337151271961384e+21;2.717804158367331e+01;NaN;9.823905980734220e+03
6.999294065045440e-01;1.254807962186416e+21;3.603133377421720e+01;NaN;2.775930439570718e+21;2.743210563503213e+01;NaN;1.478081788717837e+04
7.046036503701563e-01;1.307055246626722e+21;3.235741301315508e+01;NaN;2.498245624330053e+21;2.614394404431017e+01;NaN;1.470019664848347e+04
7.104451952030111e-01;1.175283292948490e+21;3.568561118818888e+01;NaN;2.648581450822293e+21;2.324298311157097e+01;NaN;1.478944802105719e+04
7.138966885644596e-01;2.651948751665816e+21;3.668181918998509e+01;NaN;2.848528654720706e+21;2.492315528727928e+01;NaN;2.248254516139411e+04
7.182432415040987e-01;2.723008858618678e+21;3.366073013399345e+01;NaN;2.977792543755101e+21;2.261239176865705e+01;NaN;2.430524891702008e+04
7.227039321185542e-01;3.122932801821065e+21;3.511854874161846e+01;NaN;3.044941613698379e+21;2.749646641464020e+01;NaN;2.448988103313091e+04
7.257217095519308e-01;5.449470634862117e+21;3.260561271693335e+01;NaN;3.759232371160524e+21;2.583196730166981e+01;NaN;4.138194786718896e+04
7.309124404001006e-01;4.980587626313265e+21;3.662552687649638e+01;NaN;4.315998778135390e+21;2.475501980004038e+01;NaN;4.062360075359122e+04
7.392767341320698e-01;8.023064420502125e+21;3.632890487399826e+01;NaN;5.122548707723329e+21;2.275641379619864e+01;NaN;6.129569604881197e+04
7.476580380599591e-01;1.385983250351689e+22;3.582047110694173e+01;NaN;7.514681334718999e+21;2.339618531246585e+01;NaN;9.675062225132727e+04
7.547028537389382e-01;1.850622385965757e+22;3.664917718755218e+01;NaN;1.007259403186643e+22;2.214956139683505e+01;NaN;1.338033103971262e+05
7.606597497237264e-01;2.501928637971013e+22;3.615096456593490e+01;NaN;1.290355786643746e+22;2.200576662804583e+01;NaN;1.769341693535290e+05
7.657531186515272e-01;2.931561956545728e+22;3.618431933343922e+01;NaN;1.601886065487694e+22;2.287111968847520e+01;NaN;2.144168953915092e+05
7.699995984224914e-01;3.702883077638491e+22;3.557064507731683e+01;NaN;1.994711719710826e+22;2.235328441923097e+01;NaN;2.528893971459687e+05
7.732995875768670e-01;4.389211593240510e+22;3.584189777272495e+01;NaN;2.280359921470481e+22;2.233786378808263e+01;NaN;2.921694077579997e+05
7.757792307381750e-01;4.727076126897002e+22;3.636198240904037e+01;NaN;2.404970161701459e+22;2.200580798558106e+01;NaN;3.109611326062304e+05
7.781651986040994e-01;4.929433955046921e+22;3.593475348928237e+01;NaN;2.690991827229348e+22;2.132513689692406e+01;NaN;3.411502278959969e+05
7.809578364250076e-01;5.203528104489692e+22;3.618215239218572e+01;NaN;2.753407974391522e+22;2.237630201303962e+01;NaN;3.678349429487168e+05
7.838487328758749e-01;5.764717182059874e+22;3.636280996044894e+01;NaN;3.242455088545223e+22;2.183668135264137e+01;NaN;3.971876830374761e+05
7.869855628995210e-01;6.038776356924405e+22;3.637813267894251e+01;NaN;3.530201802964504e+22;2.208156587868092e+01;NaN;4.253438997612248e+05
7.904037845192172e-01;6.271570996677104e+22;3.710658904834081e+01;NaN;3.663554163930231e+22;2.208385087881221e+01;NaN;4.592839535076488e+05
7.939471374889502e-01;6.731006357412014e+22;3.784512916446958e+01;NaN;3.871807615255496e+22;2.241605102617100e+01;NaN;4.942373300403242e+05
7.975090120093709e-01;7.574039140463514e+22;3.988494267462038e+01;NaN;4.023332886637725e+22;2.221435839072306e+01;NaN;5.711495114112924e+05
8.011264668496416e-01;7.995288680301082e+22;4.095546990267430e+01;NaN;3.928467239436357e+22;2.240146928473126e+01;NaN;6.179650643388660e+05
8.049890280430786e-01;7.822485777275409e+22;4.515469958404073e+01;NaN;3.613829806433835e+22;2.271867692736035e+01;NaN;6.588224503062605e+05
8.091930285177138e-01;7.851999890557291e+22;5.108589099556912e+01;NaN;3.310825558880828e+22;2.243011778081459e+01;NaN;7.136986563214265e+05
8.136823963570012e-01;7.990201723068550e+22;5.751145512771814e+01;NaN;2.801761547355034e+22;2.335489504618621e+01;NaN;8.251642540201645e+05
8.183225076652748e-01;7.729122529848336e+22;6.577728737396890e+01;NaN;2.381659893098235e+22;2.209721098234666e+01;NaN;9.045079821045469e+05
8.231650781773978e-01;7.475761638295811e+22;7.232746733425255e+01;NaN;1.990259263603214e+22;2.220301898529395e+01;NaN;9.382108914156429e+05
8.282210739282279e-01;5.598466446907725e+22;7.405847705130660e+01;NaN;1.419939329007919e+22;2.412989808370298e+01;NaN;7.385291295149252e+05
8.323762231342043e-01;3.483713552599014e+22;6.358870711406422e+01;NaN;9.650017435567224e+21;2.432136185165122e+01;NaN;4.009087446635206e+05
