              s_cell [m];   flux_inc_ion [m-2.s-1];   flux_imp_ion [m-2.s-1];           E_imp_ion [eV];        alpha_V_ion [deg];  flux_inc_atom [m-2.s-1];  flux_imp_atom [m-2.s-1];          E_imp_atom [eV];       alpha_V_atom [deg];  net_energy_flux [W.m-2]
   6.056290235814906e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    4.200015160008792e+20;    6.474240420982528e+19;    1.278617661269399e+02;    3.979378647718419e+01;    4.982132644231349e+03
   6.084254625248736e-01;    2.415820274650749e+19;    9.350127307779869e+18;    5.031190473295064e+01;    4.609399541645944e+01;    4.850247023930286e+20;    1.084258483601264e+20;    1.541695451777518e+02;    4.070497453150738e+01;    6.629227114715983e+03
   6.132355214801503e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    4.443025247759941e+20;    9.830575093944838e+19;    1.552955575401064e+02;    4.051171496067854e+01;    5.659276071537360e+03
   6.164821861171261e-01;    2.248692766574011e+19;    0.000000000000000e+00;    8.128562286989752e+00;    3.651274456681835e+01;    3.061858729059157e+20;    1.283314386781625e+20;    1.009396433922948e+02;    4.218883292927908e+01;    3.219589767485495e+03
   6.193335790557776e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    3.546106306918358e+20;    6.408488081898032e+19;    1.073562093886995e+02;    4.101829099226297e+01;    3.243405656665366e+03
   6.243155235241757e-01;    3.597481333622764e+18;    0.000000000000000e+00;    3.379979611562028e+01;    1.458655835900107e+01;    4.516753925968649e+20;    8.873699338054153e+19;    1.430052677539443e+02;    4.111909365719159e+01;    4.314363818386991e+03
   6.272052266716661e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    5.344412046458061e+20;    9.880596682278876e+19;    1.373241176965697e+02;    3.802026188183299e+01;    7.490760427529960e+03
   6.304505444609374e-01;    1.213260959179145e+19;    0.000000000000000e+00;    3.399659366529637e+01;    6.798486608211439e+01;    5.085070056358726e+20;    1.112011598227402e+20;    1.229573415553538e+02;    3.874248395640144e+01;    4.527815771407571e+03
   6.350045776586959e-01;    8.917668318379185e+18;    8.917668318379185e+18;    2.751796995051444e+01;    4.215103801275611e+01;    4.600420487115368e+20;    1.011477216075329e+20;    1.398560352897159e+02;    3.941734734605141e+01;    4.739557721098516e+03
   6.379195807837732e-01;    3.400982369844551e+19;    2.513779834269243e+19;    2.222901457307601e+01;    6.502626355502069e+01;    5.080809684249440e+20;    1.017853200861982e+20;    1.251885781611363e+02;    4.334919475165917e+01;    4.501587701744306e+03
   6.421691170025567e-01;    4.465809532659537e+19;    2.490622316594924e+19;    6.037127433849607e+01;    6.107346971877644e+01;    4.221957353258992e+20;    9.651856571936440e+19;    1.403978804411465e+02;    4.027318577445767e+01;    4.795417027926017e+03
   6.455896063168002e-01;    7.337177065813608e+19;    7.337177065813608e+19;    3.970693001738228e+01;    5.103846049575120e+01;    4.065969669934342e+20;    6.119379189169173e+19;    1.520521383198364e+02;    4.875797846793825e+01;    3.814346989243028e+03
   6.486484553042386e-01;    5.400952912829236e+19;    9.152557098422673e+18;    3.750197823842301e+01;    4.061237081503489e+01;    4.406079457136850e+20;    9.586736583132060e+19;    1.372344832454584e+02;    4.116167401953810e+01;    4.714020505116192e+03
   6.531249512299802e-01;    3.186413884592628e+19;    9.403031166039904e+18;    4.533386352373213e+01;    6.942653803715451e+01;    4.153541066260882e+20;    8.543481293363898e+19;    1.328136620665130e+02;    3.943210125522742e+01;    4.156409871029925e+03
   6.562903767928572e-01;    6.068858598073439e+19;    3.970499127236764e+19;    6.591290199962252e+01;    4.076027615533120e+01;    5.107713558676851e+20;    1.482863134785807e+20;    1.297000587107838e+02;    3.659316693831519e+01;    6.025580614096594e+03
   6.606155544383179e-01;    2.472711376493800e+19;    1.321284301843152e+19;    4.928954640876626e+01;    4.739782632155298e+01;    4.138830621726392e+20;    9.664028625590806e+19;    1.450238993398947e+02;    3.848768542196937e+01;    5.038379657906702e+03
   6.638592248258868e-01;    7.392436237325949e+19;    0.000000000000000e+00;    4.396621071852604e+01;    4.019353894457737e+01;    4.074666035010395e+20;    7.286842460088205e+19;    1.091794857446531e+02;    3.237941197617170e+01;    5.094633073437359e+03
   6.673842209802925e-01;    1.142835854386552e+20;    4.367845873282839e+19;    6.998877032776296e+01;    5.644305895943035e+01;    4.851533243628020e+20;    1.274309337186146e+20;    1.290079780068238e+02;    4.026362317137745e+01;    6.493270912317566e+03
   6.713328795873350e-01;    2.440122023085895e+19;    0.000000000000000e+00;    1.231596509914831e+01;    2.548570360090408e+01;    5.673819959524223e+20;    2.007858308087645e+20;    9.340071957581425e+01;    3.902236299348433e+01;    4.956790822045326e+03
   6.746450723005577e-01;    1.882072219784995e+20;    4.367186794835640e+19;    7.700617628426973e+01;    5.694268276021678e+01;    5.390141342987863e+20;    6.193007795070370e+19;    1.125165572414759e+02;    4.020186539075510e+01;    3.868038154981740e+03
   6.785845916964909e-01;    1.534288866822579e+20;    3.820954947452423e+19;    6.118420061210339e+01;    4.787085331581877e+01;    4.893914193168313e+20;    1.377745230353981e+20;    1.252514331574006e+02;    3.962863566435614e+01;    7.250169400223313e+03
   6.819262798482154e-01;    2.262260303444561e+20;    7.196747987156055e+19;    6.054080757010721e+01;    5.298607378023944e+01;    4.381478349945415e+20;    1.257212163229845e+20;    1.170331774018431e+02;    4.036605548251371e+01;    7.186131520354212e+03
   6.856552532070777e-01;    2.732769946489207e+20;    5.488435367727016e+19;    6.922295121237055e+01;    5.480656801658556e+01;    4.807891150583493e+20;    1.252242507056601e+20;    9.531421494881783e+01;    4.140998312585117e+01;    5.459378213161096e+03
   6.892386738336902e-01;    3.390464864955225e+20;    1.155130011997857e+20;    8.473103159251971e+01;    5.074786841405503e+01;    5.717567851415639e+20;    7.807591786476333e+19;    9.631865022011051e+01;    3.991356626860134e+01;    6.268905312360903e+03
   6.929514040318500e-01;    3.111621224789071e+20;    1.200430636363789e+20;    7.002240544988807e+01;    5.466776224607139e+01;    6.625995898867127e+20;    1.853946109114198e+20;    1.188340498648633e+02;    4.069222580426067e+01;    1.008530854654523e+04
   6.971187391905718e-01;    5.360860053590195e+20;    8.962465884147954e+19;    8.244418505471116e+01;    5.169552296618519e+01;    5.202808353668610e+20;    1.379665311291075e+20;    1.236715233218724e+02;    4.228899914957640e+01;    8.996067956765690e+03
   7.007169395495757e-01;    4.510419239201075e+20;    1.326536122882066e+20;    7.854653770000951e+01;    5.216900341764880e+01;    7.672988327556215e+20;    1.322361147906590e+20;    1.130477173659914e+02;    4.006887434770893e+01;    1.027662940113778e+04
   7.053407111725991e-01;    6.573843977638467e+20;    2.093748565393392e+20;    8.863164066587996e+01;    5.272054918914342e+01;    6.104966474628005e+20;    1.394254434814871e+20;    1.153060291513303e+02;    4.152029232948566e+01;    1.359086003030317e+04
   7.120840201283700e-01;    1.000964452921895e+21;    3.055259957813766e+20;    9.592440974011762e+01;    5.353334977650355e+01;    6.545152430334968e+20;    1.182021037250085e+20;    1.250144542497368e+02;    3.856077095728119e+01;    1.701588259434335e+04
   7.187257515232087e-01;    1.327114937488369e+21;    4.308662770631052e+20;    1.098205173127881e+02;    5.420111144279551e+01;    6.722274987641938e+20;    1.699936100416006e+20;    1.148309781651839e+02;    3.764010435770118e+01;    2.251571572771348e+04
   7.252250129274396e-01;    1.679104033823852e+21;    5.243706699788755e+20;    1.107777479273112e+02;    5.566110385426074e+01;    6.858872906890921e+20;    1.140934173436721e+20;    1.122465741297079e+02;    3.782845242095908e+01;    2.905926191145808e+04
   7.313317590306527e-01;    2.360207994898807e+21;    7.959059497572439e+20;    1.229396787864930e+02;    5.598799029574405e+01;    8.549210359973716e+20;    1.792241557177695e+20;    1.197080318280127e+02;    3.972648704902286e+01;    4.072714124633100e+04
   7.370852022484521e-01;    3.159831201416060e+21;    1.030018644549849e+21;    1.296848538811811e+02;    5.682937918975181e+01;    8.148576914781708e+20;    1.627668768637422e+20;    1.117430534223484e+02;    4.086666919396143e+01;    4.978662167838313e+04
   7.425741048114238e-01;    3.501182577418913e+21;    1.143993055438163e+21;    1.397500527971543e+02;    5.538486339942504e+01;    9.263579368402113e+20;    1.831575523260934e+20;    1.060720027173163e+02;    3.619700870664526e+01;    6.956611097159568e+04
   7.479368639686643e-01;    4.421649532477469e+21;    1.323146231356876e+21;    1.466731245338824e+02;    5.736385822816252e+01;    1.166096010214338e+21;    2.704197946467592e+20;    9.371026332525071e+01;    3.898408375487828e+01;    8.340114004637036e+04
   7.531555512456699e-01;    5.259300761449450e+21;    1.742289024899705e+21;    1.509166560181458e+02;    5.745000463970147e+01;    1.211710165013468e+21;    2.242610891127576e+20;    8.374226653124988e+01;    3.966048071700224e+01;    1.064696131820610e+05
   7.579578324614116e-01;    6.270885822193738e+21;    2.126592950650629e+21;    1.624602734760875e+02;    5.684358989046459e+01;    1.543083099049152e+21;    3.035161350191653e+20;    8.978364734455886e+01;    4.152490929213040e+01;    1.413011651247067e+05
   7.625938531415007e-01;    7.012175628193520e+21;    2.265891777844097e+21;    1.614110273585550e+02;    5.885452167968040e+01;    1.460696254526710e+21;    3.258928314626298e+20;    8.918198843107591e+01;    3.949738951411022e+01;    1.686805517914481e+05
   7.673986352854509e-01;    8.056051867875553e+21;    2.753273124682494e+21;    1.738927555375605e+02;    5.948355112807953e+01;    1.645782692988037e+21;    2.975235221913736e+20;    8.090966984173181e+01;    4.079775946333111e+01;    1.957809126399823e+05
   7.724312947688311e-01;    9.036406569351409e+21;    3.047662966993101e+21;    1.822317115395548e+02;    5.950450428898596e+01;    1.940777930456592e+21;    4.171839611381796e+20;    7.969777126944142e+01;    3.998326659226335e+01;    2.194906053374182e+05
   7.776035272072233e-01;    9.767808538872868e+21;    3.322718951224802e+21;    1.955889981793084e+02;    6.003148594544299e+01;    2.067956420965300e+21;    3.544699538933673e+20;    7.826792650056453e+01;    3.885701238313168e+01;    2.490452798546102e+05
   7.826718583490817e-01;    1.141292208608886e+22;    4.192220351566327e+21;    2.005722554507484e+02;    6.104226659213344e+01;    2.177312416887771e+21;    3.863392984274824e+20;    6.646132927427448e+01;    3.917163518727683e+01;    3.086356423618261e+05
   7.877193691632469e-01;    1.194083856404873e+22;    4.289668362587828e+21;    2.106957220037239e+02;    6.128559747140613e+01;    2.418090101138437e+21;    3.697707444597796e+20;    6.434757403194820e+01;    3.949599002659728e+01;    3.412636013557736e+05
   7.930030511929754e-01;    1.237773158360558e+22;    4.437148595496335e+21;    2.191928300526772e+02;    6.202336040032628e+01;    2.393095634066918e+21;    3.817101235290374e+20;    7.313627775462339e+01;    3.759674307155576e+01;    3.748651126755229e+05
   7.984353834863507e-01;    1.355964961019674e+22;    4.885301790673476e+21;    2.304877913423689e+02;    6.208350696993289e+01;    2.855656363973841e+21;    4.137193183971398e+20;    7.013291424979256e+01;    3.807732259493530e+01;    4.252592572014331e+05
   8.037624995832147e-01;    1.447068238685772e+22;    5.619700757793369e+21;    2.417016819666314e+02;    6.274545198068068e+01;    3.104519828361220e+21;    5.644772454307327e+20;    6.942160036806381e+01;    3.940674412902083e+01;    4.929164983641277e+05
   8.089452553421830e-01;    1.549349438516964e+22;    5.849376163430398e+21;    2.568970669764744e+02;    6.356609979334824e+01;    3.274372248436432e+21;    6.823423850083228e+20;    6.895074304375737e+01;    3.861211983991821e+01;    5.691198176947671e+05
   8.143506786850073e-01;    1.470370181625334e+22;    5.431771042004849e+21;    2.727933948450178e+02;    6.455188510834708e+01;    2.931207898918040e+21;    5.429157523395665e+20;    7.346564466320743e+01;    3.762593236763400e+01;    5.722527132684871e+05
   8.200549716728590e-01;    1.429274957230325e+22;    5.530491785031113e+21;    2.887362848645424e+02;    6.525665638114361e+01;    2.779226678171622e+21;    4.934678393377333e+20;    7.256412471324094e+01;    3.847912020016329e+01;    6.156233936088813e+05
   8.264380032689389e-01;    1.220603103365133e+22;    4.906655634294720e+21;    3.069642602666138e+02;    6.545027389258554e+01;    2.561692712229253e+21;    5.208650468672274e+20;    8.297371884584278e+01;    3.788359142935612e+01;    5.628587103873482e+05
   8.326292556076262e-01;    8.876625108648202e+21;    3.613956079220843e+21;    3.084510734419588e+02;    6.580214542966972e+01;    2.237561271702300e+21;    4.898557502364194e+20;    9.318917502855103e+01;    3.772832198779248e+01;    4.100924867283561e+05
   8.363037985925090e-01;    6.978648657555340e+21;    2.733372598659290e+21;    2.638058518684950e+02;    6.398883073469484e+01;    2.075190387920487e+21;    4.117866522117960e+20;    1.044578335506809e+02;    3.973186435979374e+01;    3.160144135905417e+05
   8.386919830189077e-01;    5.459083262687482e+21;    2.179802543663361e+21;    2.258389922288515e+02;    6.330781596296644e+01;    1.586387381293045e+21;    3.209232984689261e+20;    9.458229148296986e+01;    3.899251225768825e+01;    1.828823334747732e+05
   8.415669949191238e-01;    3.456959757273143e+21;    1.232791578831714e+21;    1.865382455298176e+02;    6.089908398529417e+01;    1.502555886596725e+21;    3.128774038087428e+20;    9.348467060829809e+01;    3.662789537047279e+01;    1.022574185336454e+05
   8.446114964905557e-01;    2.537426863246975e+21;    8.762516437901490e+20;    1.521879317660806e+02;    6.141810818662840e+01;    1.185636991511995e+21;    2.449010811807762e+20;    1.002572854316892e+02;    3.859493107281316e+01;    5.715294974114183e+04
   8.477545904005697e-01;    1.577020684638895e+21;    5.008512879967357e+20;    1.400358242545900e+02;    6.004853204561826e+01;    1.207219188448994e+21;    2.300631155076069e+20;    1.461481386770108e+02;    3.889658353538069e+01;    3.906037068909265e+04
   8.509280083433651e-01;    1.124873505256348e+21;    3.983546334107196e+20;    1.155400596549133e+02;    5.929219454375676e+01;    1.327740649426338e+21;    2.635370379419172e+20;    1.285055103883713e+02;    3.882534478205966e+01;    2.798511189308950e+04
   8.527385038507946e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    9.070535025948941e+20;    2.618376043515513e+20;    1.331804927483286e+02;    4.130100509432685e+01;    1.041915265556503e+04
   8.532094365673416e-01;    5.068912432207560e+20;    1.949671213718712e+20;    8.949602981120273e+01;    5.623052353416123e+01;    1.384346426292436e+21;    3.743399944402947e+20;    1.243456578316093e+02;    4.115194289906874e+01;    2.665607931787600e+04
   8.537327185294666e-01;    7.380674641054737e+20;    2.245799424984165e+20;    8.911228125683328e+01;    6.441481071775220e+01;    1.124677705203917e+21;    4.888950951723834e+20;    1.641731542751721e+02;    3.828290714881400e+01;    2.544133770622659e+04
   8.542879274099042e-01;    9.097816286524480e+20;    3.566155384614114e+20;    1.006808054306674e+02;    6.066032057016586e+01;    1.045517635437813e+21;    2.254437399445272e+20;    1.446428316318442e+02;    4.287396814134609e+01;    2.316047850173025e+04
   8.548745196935719e-01;    7.862987378534060e+20;    3.524996769998585e+20;    9.335972021654489e+01;    6.165133097885683e+01;    9.722978916854880e+20;    2.345169363245952e+20;    7.211555594997191e+01;    3.502918445896768e+01;    1.195637840783479e+04
   8.554924284107888e-01;    7.390927196840008e+20;    8.170005006959562e+19;    1.040101791490107e+02;    6.158160086825140e+01;    1.036511666247679e+21;    2.992820512100500e+20;    1.370788985419545e+02;    3.829449893397492e+01;    1.457393611119568e+04
   8.561418952243980e-01;    1.005971577675600e+21;    2.802203196656353e+20;    1.185908108272135e+02;    5.896942975941342e+01;    1.082154062054325e+21;    2.178027964636365e+20;    1.514818488853454e+02;    4.076026149562121e+01;    1.577627779923445e+04
   8.565847627586591e-01;    1.194635921645005e+21;    4.257533934605747e+20;    1.149583424107458e+02;    5.610295830027777e+01;    5.181409614840587e+20;    1.593969214483864e+20;    2.315499009459223e+02;    3.138850922252675e+01;    1.221955734401095e+04
   8.569363751280912e-01;    4.544570088276085e+20;    6.792159776532038e+19;    1.065327942558265e+02;    6.903501681934011e+01;    8.643404438516879e+20;    4.054875710566641e+20;    1.328894733496699e+02;    4.453796951928469e+01;    1.689809206285624e+04
   8.575474089698227e-01;    3.345058917800782e+20;    8.530834191113824e+19;    8.202222515011813e+01;    6.256562521557060e+01;    1.040210198828926e+21;    2.233807073377012e+20;    1.694518137307228e+02;    4.359596473305244e+01;    1.760421113189140e+04
   8.583035114362840e-01;    2.190833197691604e+20;    3.211914350086078e+19;    1.167648721449197e+02;    5.817956655488980e+01;    9.307536245774608e+20;    2.493404896131133e+20;    1.163050758793844e+02;    3.749516383063418e+01;    1.068443958032432e+04
   8.590934121223858e-01;    2.157998664491381e+20;    4.325585634031020e+19;    9.705671064062575e+01;    5.677661253413950e+01;    9.823202462810313e+20;    2.575825642500342e+20;    1.522648613830954e+02;    4.033100662232685e+01;    1.820492499150149e+04
   8.599160026634618e-01;    3.617077972457087e+20;    6.767731555522665e+19;    7.858525275663806e+01;    5.966398271210249e+01;    1.203976165164319e+21;    3.664464428979910e+20;    1.495804099553512e+02;    4.226161559009278e+01;    1.574208518231162e+04
   8.607677903032095e-01;    3.254746837492981e+20;    1.133254661687057e+20;    8.631724716762412e+01;    6.333964313769106e+01;    9.813671562352569e+20;    1.795615558340489e+20;    1.500144042582063e+02;    3.879678464275864e+01;    1.381105312684130e+04
   8.613631089486017e-01;    4.399672106063793e+20;    1.844064258593220e+20;    7.371956624721761e+01;    6.380652368680444e+01;    8.159076509920107e+20;    5.341566453720849e+19;    2.084326529367688e+02;    4.056273487592046e+01;    1.361219775942128e+04
   8.618018834540135e-01;    1.225690769619889e+20;    0.000000000000000e+00;    1.158161317516543e+02;    5.263015810933434e+01;    1.062400786595848e+21;    2.350969332170153e+20;    1.602633313111794e+02;    3.651462150777682e+01;    1.903054543287328e+04
   8.625229852946409e-01;    1.422551686920228e+20;    0.000000000000000e+00;    4.568861108073472e+01;    5.509281844911737e+01;    1.177402577581628e+21;    1.891196357685092e+20;    1.354851260937874e+02;    3.997465614068825e+01;    1.253080055088998e+04
   8.634312124454314e-01;    2.030337598028861e+20;    3.158789695472134e+19;    5.450447166643566e+01;    5.227639049945543e+01;    7.071455333973237e+20;    1.085721659153640e+20;    1.728821028039373e+02;    4.279085511262355e+01;    1.068329477842916e+04
   8.643760248460526e-01;    4.183071742075063e+20;    3.526706921259401e+19;    9.942629391601595e+01;    6.156118255955204e+01;    1.137987110792602e+21;    2.255735097709600e+20;    1.473468820010100e+02;    3.902559576425848e+01;    1.199420363537668e+04
   8.651324169170074e-01;    1.127329386349753e+20;    6.383807875964946e+19;    7.227187176929452e+01;    5.905837346821502e+01;    1.039219459679683e+21;    1.711849491975524e+20;    1.365673621069097e+02;    4.111345340695597e+01;    9.861495550090389e+03
   8.656325242000571e-01;    2.548172382970507e+20;    7.764106465469809e+19;    6.766049964753034e+01;    5.446689681681434e+01;    8.252391447372368e+20;    2.296806368214109e+20;    1.558430891366726e+02;    4.043210519748916e+01;    1.319195417996448e+04
   8.663752000235425e-01;    1.612548034172789e+20;    9.782387850274865e+19;    5.036384194996150e+01;    5.702373585464088e+01;    9.135357966565967e+20;    2.472430599335610e+20;    1.672267722898710e+02;    4.091871385487511e+01;    1.401542471707745e+04
   8.674265775136815e-01;    7.813380400892618e+19;    0.000000000000000e+00;    7.387633198582685e+01;    5.106814882803396e+01;    8.133577460794495e+20;    2.026410893927627e+20;    1.293345745467076e+02;    3.884099118303962e+01;    8.701616673349507e+03
   8.685098195389525e-01;    9.406720052506734e+19;    3.677852690810316e+19;    4.131276177788154e+01;    4.129239130049442e+01;    8.336115041665733e+20;    1.544449293182950e+20;    1.408785542848171e+02;    3.754712617988842e+01;    1.181387853506655e+04
   8.694226984497737e-01;    2.457258939278001e+20;    4.301520174551037e+19;    8.625711773452858e+01;    5.161957336386437e+01;    7.615442117506559e+20;    1.502736967586993e+20;    1.702186581264446e+02;    3.191784504658983e+01;    8.931709684299089e+03
   8.699878177421935e-01;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.367435706011944e+21;    2.775762793718767e+20;    1.921308802284020e+02;    3.730490019252165e+01;    1.513225611118583e+04
   8.707719449375462e-01;    2.332975010205479e+19;    2.332975010205479e+19;    7.074361703260395e+01;    3.261403728910812e+01;    6.033724758502986e+20;    1.608754402993814e+20;    1.478889179180188e+02;    4.334052913142896e+01;    8.199007555013821e+03
   8.719694733490506e-01;    8.610079599632787e+19;    0.000000000000000e+00;    5.939629833249928e+01;    6.721481422916069e+01;    9.775315446788283e+20;    1.842503820154002e+20;    1.465641003466098e+02;    4.140120758830444e+01;    1.045098119515162e+04
