              s_cell [m];   flux_inc_ion [m-2.s-1];   flux_imp_ion [m-2.s-1];           E_imp_ion [eV];        alpha_V_ion [deg];  flux_inc_atom [m-2.s-1];  flux_imp_atom [m-2.s-1];          E_imp_atom [eV];       alpha_V_atom [deg];  net_energy_flux [W.m-2]
   1.050135296757153e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.474750303438510e+21;    2.656102145909134e+20;    7.945030483681764e+01;    4.668233565908286e+01;    7.824775685695889e+03
   1.051881997406778e+00;    5.752126107410529e+18;    5.752126107410529e+18;    7.762464213164248e+00;    3.241282164457652e+01;    1.388285178445522e+21;    2.584939733869469e+20;    6.483061520436148e+01;    4.389890497589226e+01;    6.229260075131120e+03
   1.054710662179839e+00;    2.092245925494827e+19;    0.000000000000000e+00;    5.062142248079990e+01;    5.667003674055327e+01;    1.471367082581761e+21;    3.071572400178258e+20;    7.803075506311988e+01;    4.341827603786385e+01;    7.663799074324785e+03
   1.056391854387993e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.527198944372213e+21;    2.311555607680375e+20;    7.650248942606081e+01;    4.177584509165502e+01;    6.555957837479516e+03
   1.057812504190313e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.416914239742962e+21;    4.005977488565914e+20;    7.812898861797669e+01;    4.327683550479509e+01;    8.977490739308461e+03
   1.060402852752884e+00;    1.736463309478454e+19;    0.000000000000000e+00;    1.274682608628565e+01;    6.408177750626801e+01;    1.258299395687411e+21;    1.937830280861279e+20;    6.400193075171886e+01;    4.233842514450829e+01;    5.069267665136983e+03
   1.062968889529106e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.292288379671422e+21;    3.914090088648434e+20;    7.680281849715199e+01;    4.046127940203844e+01;    8.256433420468349e+03
   1.064416285466046e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.110176552904357e+21;    2.630395853886656e+20;    7.152350969767265e+01;    4.115901526250129e+01;    5.659114363669604e+03
   1.066158686260348e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.414398747458625e+21;    4.030002804489503e+20;    6.972343975211875e+01;    4.260872441668334e+01;    7.430645184431221e+03
   1.069068989204947e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.308371020165189e+21;    3.218140469814573e+20;    9.177916209083631e+01;    4.120314282992572e+01;    9.209782239382077e+03
   1.071017901675150e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.443781009170591e+21;    3.252577524416507e+20;    5.302731661987134e+01;    4.394810589310075e+01;    3.771099925395374e+03
   1.072507186539399e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.270553603695463e+21;    3.315064788012783e+20;    9.273778015864073e+01;    4.103210957159683e+01;    1.043756030167556e+04
   1.075025865883849e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.358512863703809e+21;    3.323004752961882e+20;    6.945161427334597e+01;    4.148244589935481e+01;    6.471055405455759e+03
   1.078006315120797e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.242253430301306e+21;    2.514475209868280e+20;    7.041024909018873e+01;    4.344938597954339e+01;    5.049414054253592e+03
   1.079528597897131e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.652399304295376e+21;    8.099807627156490e+20;    1.269152666528568e+02;    4.061807140208153e+01;    2.481138899256182e+04
   1.081095479034690e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.227213476657096e+21;    3.193206518129038e+20;    5.646276681564726e+01;    4.206006688970153e+01;    5.701466820489137e+03
   1.084143036258242e+00;    1.029451552142887e+19;    0.000000000000000e+00;    2.629342345905403e+01;    4.812064515887121e+01;    1.067758191062988e+21;    2.304063226277098e+20;    6.505640573143371e+01;    4.058100724344734e+01;    4.144065140182900e+03
   1.086634340206166e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.411782970678593e+21;    3.388190061566067e+20;    7.642192766267758e+01;    4.300120218656865e+01;    7.476526858203992e+03
   1.088179867076467e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.564303449843121e+21;    4.144760026207169e+20;    8.792099126357687e+01;    4.454655974101917e+01;    1.119961564646823e+04
   1.090284722656968e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.442939251919856e+21;    3.910528300030676e+20;    7.813404720635175e+01;    4.391645691834377e+01;    7.294908105378077e+03
   1.093368383731188e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.153514501922564e+21;    2.451314779045029e+20;    6.520574487902820e+01;    4.006880870328845e+01;    4.372485907800075e+03
   1.095419803946412e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.329775611109807e+21;    2.836930430877168e+20;    6.352670022606752e+01;    4.487847864764785e+01;    5.004619647889060e+03
   1.096730302641465e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.128042399667067e+21;    3.780575315886118e+20;    9.366503158074163e+01;    4.072253065159966e+01;    8.630461127061501e+03
   1.098413977428869e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    9.447234055120054e+20;    2.269000113766186e+20;    9.162117762703492e+01;    3.849766934095646e+01;    7.421267558208587e+03
   1.100513003170094e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.169783998666243e+21;    3.061128879798393e+20;    6.533145848597827e+01;    4.084331999960827e+01;    4.740472412346649e+03
   1.103174623555572e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.079367474518573e+21;    2.910483169005793e+20;    7.179461540295853e+01;    4.438651755104013e+01;    6.743328542601736e+03
   1.104965654752601e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.384645170740925e+21;    3.103143800042616e+20;    6.311668850777335e+01;    4.171580399970031e+01;    5.769022607361801e+03
   1.107282546272311e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.072781409948731e+21;    2.632562502013881e+20;    6.216542894192985e+01;    4.242420142291303e+01;    4.734260219735389e+03
   1.111349080247018e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.062296458764211e+21;    2.920343734536524e+20;    5.810597440543538e+01;    4.396710133012596e+01;    4.750907283459967e+03
   1.114228748786367e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.267279706094212e+21;    2.441128218652225e+20;    7.534080428833809e+01;    4.275244501809362e+01;    6.418804071582113e+03
   1.118653211062687e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.105500585178833e+21;    2.731169805012790e+20;    6.709783649511633e+01;    4.237950547933831e+01;    4.960434167339140e+03
   1.122433142046109e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.671881316751805e+21;    6.082588938857839e+20;    5.393086706481537e+01;    4.218838345681385e+01;    8.993930350231989e+03
   1.126426196972345e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.051855882669170e+21;    2.959736217169485e+20;    6.292599296036346e+01;    4.316170036680846e+01;    4.866161984196575e+03
   1.131039134115511e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    1.008924894475904e+21;    2.363846160389962e+20;    5.638807578941211e+01;    4.042016484503721e+01;    3.485462699734028e+03
   1.135345573238647e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    9.508801175513928e+20;    2.465743221508601e+20;    6.765220954623994e+01;    4.359438846543362e+01;    4.918836344945164e+03
   1.140127954859143e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    9.431188558788948e+20;    2.659811683797603e+20;    7.181651500661705e+01;    4.105606186297881e+01;    4.578000257037496e+03
   1.144469207625938e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    0.000000000000000e+00;    9.969655837222070e+20;    2.539107833686871e+20;    6.290019105880096e+01;    4.095333966560484e+01;    4.490113110456727e+03
