t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.006643884750301327,0.0,0.0,105716945624581.45,0.0,0.0,2.2076896094935798e+18,2.2077953264392046e+18,0.0,0.0
0.007076078987816394,0.0,0.0,109028767924574.11,0.0,0.0,2.2803479737615524e+18,2.2804570025294746e+18,0.0,0.0
0.0075298829372072145,0.0,0.0,112401295608147.36,0.0,0.0,2.3542261300771205e+18,2.354338531372733e+18,0.0,0.0
0.008006377084067576,0.0,0.0,115836879725777.97,0.0,0.0,2.4293807593004964e+18,2.429496596180223e+18,0.0,0.0
0.008506695938270956,0.0,0.0,119337877102791.95,0.0,0.0,2.505867968927126e+18,2.5059873068042296e+18,0.0,0.0
0.009032030735184503,0.0,0.0,122906655003859.9,0.0,0.0,2.5837434903494467e+18,2.5838663970044513e+18,0.0,0.0
0.00958363227194373,0.0,0.0,126545595434043.22,0.0,0.0,2.663062852128842e+18,2.6631893977242834e+18,0.0,0.0
0.010162813885540916,0.0,0.0,130257099122350.64,0.0,0.0,2.7438815334003927e+18,2.744011790499513e+18,0.0,0.0
0.010770954579817962,0.0,0.0,134043589218425.14,0.0,0.0,2.8262551007508157e+18,2.826389144340032e+18,0.0,0.0
0.01140950230880886,0.0,0.0,137907514807279.92,0.0,0.0,2.9102393312472627e+18,2.910377238762071e+18,0.0,0.0
0.012079977424249305,0.0,0.0,141851354102681.25,0.0,0.0,2.9958903239190313e+18,2.9960321752731423e+18,0.0,0.0
0.01278397629546177,0.0,0.0,145877617582105.94,0.0,0.0,3.0832646014506225e+18,3.0834104790682045e+18,0.0,0.0
0.01352317511023486,0.0,0.0,149988850909298.6,0.0,0.0,3.1724192036515087e+18,3.1725691925024174e+18,0.0,0.0
0.014299333865746602,0.0,0.0,154187637739427.22,0.0,0.0,3.2634117739683323e+18,3.263565961606073e+18,0.0,0.0
0.015114300559033933,0.0,0.0,158476602413825.6,0.0,0.0,3.356300640109332e+18,3.356459116711753e+18,0.0,0.0
0.01597001558698563,0.0,0.0,162858412561250.94,0.0,0.0,3.451144889684437e+18,3.4513077480969943e+18,0.0,0.0
0.016868516366334914,0.0,0.0,167335781620581.8,0.0,0.0,3.5480044416276106e+18,3.548171777409231e+18,0.0,0.0
0.01781194218465166,0.0,0.0,171911471298126.5,0.0,0.0,3.646940114055881e+18,3.6471120255271793e+18,0.0,0.0
0.018802539293884243,0.0,0.0,176588293971218.25,0.0,0.0,3.748013689125362e+18,3.7481902774193285e+18,0.0,0.0
0.019842666258578456,0.0,0.0,181369115048487.53,0.0,0.0,3.8512879753675453e+18,3.8514693444825953e+18,0.0,0.0
0.02093479957150738,0.0,0.0,186256855296098.44,0.0,0.0,3.9568268679237745e+18,3.957013124779076e+18,0.0,0.0
0.02208153955008275,0.0,0.0,191254493138276.9,0.0,0.0,4.0646954070412314e+18,4.0648866615343616e+18,0.0,0.0
0.02328561652758689,0.0,0.0,196365066939626.66,0.0,0.0,4.1749598351480724e+18,4.1751562002150103e+18,0.0,0.0
0.024549897353966232,0.0,0.0,201591677276019.38,0.0,0.0,4.287687652786303e+18,4.2878892444635745e+18,0.0,0.0
0.025877392221664543,0.0,0.0,206937489200208.72,0.0,0.0,4.402947673647977e+18,4.4031546111371756e+18,0.0,0.0
0.02727126183274777,0.0,0.0,212405734507772.94,0.0,0.0,4.5208100789325153e+18,4.521022484667026e+18,0.0,0.0
0.02873482492438516,0.0,0.0,217999714008533.03,0.0,0.0,4.641346471218831e+18,4.641564470932841e+18,0.0,0.0
0.03027156617060442,0.0,0.0,223722799808159.06,0.0,0.0,4.764629928025574e+18,4.764853650825386e+18,0.0,0.0
0.03188514447913464,0.0,0.0,229578437604319.2,0.0,0.0,4.89073505521535e+18,4.89096463365296e+18,0.0,0.0
0.03357940170309137,0.0,0.0,235570149001441.25,0.0,0.0,5.019738040383688e+18,5.019973610532689e+18,0.0,0.0
0.03535837178824594,0.0,0.0,241701533847834.8,0.0,0.0,5.151716706360432e+18,5.151958407894268e+18,0.0,0.0
0.03722629037765824,0.0,0.0,247976272598727.94,0.0,0.0,5.286750564940621e+18,5.286998541213218e+18,0.0,0.0
0.039187604896541155,0.0,0.0,254398128708545.8,0.0,0.0,5.424920870951534e+18,5.425175269080244e+18,0.0,0.0
0.041246985141368216,0.0,0.0,260970951055573.88,0.0,0.0,5.566310676754905e+18,5.566571647705951e+18,0.0,0.0
0.043409334398436625,0.0,0.0,267698676402008.56,0.0,0.0,5.711004887276037e+18,5.711272585952429e+18,0.0,0.0
0.045679801118358454,0.0,0.0,274585331892255.0,0.0,0.0,5.859090315645021e+18,5.859364900976907e+18,0.0,0.0
0.04806379117427638,0.0,0.0,281635037592213.6,0.0,0.0,6.010655739530434e+18,6.010937374568027e+18,0.0,0.0
0.0505669807329902,0.0,0.0,288852009072198.94,0.0,0.0,6.165791958240911e+18,6.166080810249983e+18,0.0,0.0
0.05319532976963971,0.0,0.0,296240560036074.75,0.0,0.0,6.324591850666055e+18,6.324888091226097e+18,0.0,0.0
0.0559550962581217,0.0,0.0,303805104999052.9,0.0,0.0,6.487150434125255e+18,6.487454239230254e+18,0.0,0.0
0.058852851071027786,0.0,0.0,311550162016649.2,0.0,0.0,6.653564924188984e+18,6.653876474350995e+18,0.0,0.0
0.061895493624579176,0.0,0.0,319480355467118.94,0.0,0.0,6.823934795536084e+18,6.824254275891548e+18,0.0,0.0
0.06509026830580814,0.0,0.0,327600418889764.5,0.0,0.0,6.998361843907288e+18,6.998689444326169e+18,0.0,0.0
0.06844478172109854,0.0,0.0,335915197881400.25,0.0,0.0,7.176950249213954e+18,7.177286164411846e+18,0.0,0.0
0.07196702080715346,0.0,0.0,344429653053289.8,0.0,0.0,7.359806639859582e+18,7.360151069512654e+18,0.0,0.0
0.07566537184751114,0.0,0.0,353148863050808.06,0.0,0.0,7.547040158330281e+18,7.547393307193336e+18,0.0,0.0
0.0795486404398867,0.0,0.0,362078027638120.6,0.0,0.0,7.738762528109505e+18,7.739124606137157e+18,0.0,0.0
0.08362607246188104,0.0,0.0,371222470850120.3,0.0,0.0,7.935088121971723e+18,7.935459344442575e+18,0.0,0.0
0.08790737608497509,0.0,0.0,380587644213917.1,0.0,0.0,8.136134031708921e+18,8.136514619353135e+18,0.0,0.0
0.09240274488922384,0.0,0.0,390179130042119.6,0.0,0.0,8.342020139343487e+18,8.34241031847352e+18,0.0,0.0
0.09712288213368504,0.0,0.0,400002644800223.06,0.0,0.0,8.5528691898811e+18,8.553269192525886e+18,0.0,0.0
0.1020790262403693,0.0,0.0,410064042550394.0,0.0,0.0,8.768806865656789e+18,8.769216929699342e+18,0.0,0.0
0.10728297755238776,0.0,0.0,420369318473960.1,0.0,0.0,8.989961862327554e+18,8.990382231646024e+18,0.0,0.0
0.11274712643000716,0.0,0.0,430924612474976.75,0.0,0.0,9.216465966565133e+18,9.216896891177599e+18,0.0,0.0
