t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
50000.0,-1816299.3124051404,86335214011.34325,2.2823847342388544e+17,2182568594964.8105,2078235935149.0842,1.4627330940726082e+19,70355721.87590425,57612739857.524414,1.4855569414151985e+19,2031022943797176.2,938447634200.5867
105000.0,-13741498.010413844,158437279385.33673,5.0619934241596666e+17,18520533834099.652,18560552669400.15,4.128234829927573e+19,597920174.338288,522366584876.1169,4.178854764170936e+19,1.6827966208338798e+16,9072201554015.328
165500.0,-50142417.29611443,140555715240.48157,5.7621188678339136e+17,77667866370476.61,81683707468372.7,6.355506877575448e+19,2511584241.429132,2334684945056.386,6.413128066260861e+19,6.906640699060204e+16,42511723211661.805
232050.0,-122698266.88709469,132539682177.06827,6.179278050876118e+17,222652970672835.66,244344807124795.16,8.513945917474501e+19,7212462111.749678,7090688434114.841,8.575738698003037e+19,1.9377702742418166e+17,133595214450126.19
305255.0,-232914697.3189458,127505746008.24487,6.486448764742952e+17,501676205267054.5,570664485725372.8,1.0686727097758189e+20,16279595894.164858,16804261252473.078,1.0751591585449207e+20,4.261660448241543e+17,324731719786912.94
385780.50000000006,-372738816.55903256,123673369709.19751,6.73539200807902e+17,959535311652674.1,1124010264642469.4,1.2913519827918548e+20,31192810094.966988,33564838509575.4,1.2980873748081168e+20,7.92026328652164e+17,661710673239965.1
474358.5500000001,-530145804.2662857,120428706708.00107,6.9489580501262e+17,1633377736009501.5,1959010643703527.8,1.5220497528385402e+20,53193607278.55465,59287230024710.33,1.5289987109023764e+20,1.303143876753112e+18,1188838751757853.0
571794.4050000001,-694143685.750584,117535658372.9093,7.139633093219226e+17,2552093451285840.0,3118800052743297.0,1.7628426205413016e+20,83263783278.48318,95608710441360.52,1.7699822536556442e+20,1.957728624930932e+18,1947104720424090.8
678973.8455000003,-856932412.0803369,114891279614.78868,7.315313702793376e+17,3737292819959304.5,4635504479658415.0,2.0155225168824327e+20,122156271346.32147,143888453842253.78,2.022837830615803e+20,2.743725181587727e+18,2974266396881445.0
796871.2300500004,-1013821880.907383,112435977282.04227,7.481547730559666e+17,5204314480836004.0,6531607833204497.0,2.2816624331623832e+20,170427993512.0359,205243533342750.56,2.289143980935103e+20,3.6428592962139945e+18,4305296254368750.5
926558.3530550005,-1162228592.3463883,110119845904.87627,7.642502047421984e+17,6962556953688349.0,8820755762154590.0,2.562611349631561e+20,228451477333.14972,280576440211056.6,2.570253851734928e+20,4.634124738109652e+18,5972169560796494.0
1069214.1883605006,-1300642049.157268,107891571748.58157,7.801390019052462e+17,9015015127261474.0,1.1507511969465592e+16,2.8594676744951035e+20,296400844401.62396,370575259737451.4,2.8672690645861368e+20,5.696223087656701e+18,8002649560859693.0
1226135.6071965508,-1427912585.263886,105696531984.39961,7.960650351159049e+17,1.1357216000388492e+16,1.4586199098608258e+16,3.1730546982255985e+20,374217873768.25543,475685827001746.44,3.181015348666947e+20,6.808981974259186e+18,1.041815544339791e+16
1398749.1679162062,-1542910122.3663788,103478393714.47661,8.122014581554986e+17,1.3975927795830518e+16,1.8039306414586596e+16,3.503910442691221e+20,461569674152.6963,596066084627914.4,3.512032457383343e+20,7.954022721815349e+18,1.3231017288195448e+16
1588624.0847078268,-1644490411.9477162,101181724905.13077,8.286537291345444e+17,1.684813760386305e+16,2.1836149710347372e+16,3.852298528498174e+20,557813521583.0767,731539757591230.2,3.8605850659225174e+20,9.115004300189042e+18,1.6441529646054738e+16
1797486.4931786098,-1731663801.4182353,98754536192.10925,8.45463236486066e+17,1.994082429075171e+16,2.5932526397023824e+16,4.218242607866724e+20,661985682486.6348,881569589521511.9,4.226697240388838e+20,1.027771736253603e+19,2.00351996630569e+16
2027235.1424964708,-1803836060.4730752,96150312941.00647,8.626139571984097e+17,2.3211923855377604e+16,3.0271944171931428e+16,4.601582968647001e+20,772827211123.4883,1045267468552911.1,4.610209108402449e+20,1.1430207273191074e+19,2.398048761882654e+16
2279958.6567461183,-1860992808.339653,93329395860.48634,8.800430160914235e+17,2.661259773843664e+16,3.4788613257495188e+16,5.002050215848961e+20,888850919954.6367,1221449786098255.5,5.010850646221144e+20,1.2562978116451742e+19,2.8227581618128716e+16
2557954.5224207304,-1903750321.2870986,90259709715.35123,8.976546050956855e+17,3.0090596546187484e+16,3.941194113245178e+16,5.419348499744787e+20,1008444060551.6764,1408736445788689.8,5.4283250460362945e+20,1.3669161904074285e+19,3.2709557118632464e+16
2863749.9746628036,-1933267164.823509,86916892231.28905,9.153356824544823e+17,3.3594266420528316e+16,4.407191884705455e+16,5.853239488192542e+20,1129993735215.5762,1605684645018488.2,5.8623928452882806e+20,1.474444684352604e+19,3.734733669164517e+16
3200124.972129084,-1951052755.0367925,83283857060.48955,9.329714446742926e+17,3.7076549931254776e+16,4.870453438579223e+16,6.303617062892119e+20,1252015232661.917,1810939703443394.0,6.312946777642005e+20,1.5786704082859866e+19,4.2057759208025224e+16
3570137.469341993,-1958728137.0791354,79349793326.37257,9.504586529236649e+17,4.049823363985607e+16,5.325622155577683e+16,6.770562518306154e+20,1373258922240.0078,2023374509011284.2,6.780067105171206e+20,1.6795504250770237e+19,4.676151093687309e+16
3977151.2162761926,-1957815099.085034,75108665483.00272,9.677152908767059e+17,4.3829863856331464e+16,5.768655028493597e+16,7.254373180151197e+20,1492775833423.6797,2242188046309911.5,7.264050333428884e+20,1.7771778039733858e+19,5.138728144666565e+16
4424866.3379038125,-1949620233.456004,70557448837.57715,9.846857085625635e+17,4.705216359425754e+16,6.196888528913369e+16,7.755563741817712e+20,1609935296083.3203,2466946787098464.0,7.765410599305386e+20,1.871768595602333e+19,5.5869588262201304e+16
4917352.971694194,-1935233457.5747004,65694492607.4811,1.0013413292046188e+18,5.0155246927149576e+16,6.608936134013064e+16,8.274849033749742e+20,1724404092428.0303,2697577463777789.5,8.284862447476449e+20,1.9636235183431574e+19,6.014095121592348e+16
5459088.268863614,-1915625620.7419689,60518353300.1045,1.0176781040130052e+18,5.313739911295016e+16,7.004521146526153e+16,8.813115710472188e+20,1836114854172.9226,2934364419100925.0,8.823292491978171e+20,2.0530552155879223e+19,6.413151906292994e+16
6054997.095749975,-1891672203.3210266,55027015756.13998,1.0337125198076815e+18,5.6002986160986824e+16,7.384219875915787e+16,9.371323189821078e+20,1945198624324.496,3177885947484334.0,9.381660315514444e+20,2.1409422969154028e+19,6.778485983381776e+16
6710496.805324974,-1863901139.5420372,49217854890.67958,1.049474292823414e+18,5.875664632294297e+16,7.748726131835621e+16,9.950387069858868e+20,2051756815577.5527,3428518776575811.0,9.960881813309409e+20,2.2294419762550444e+19,7.107916416899568e+16
7431546.485857472,-1833112047.5949996,43089895991.03248,1.0649976541102127e+18,6.140473926349728e+16,8.098872953887536e+16,1.0551363564959498e+21,2155952875568.8035,3686651731709943.0,1.0562013542047077e+21,2.3197731230899757e+19,7.406624237360606e+16
8087046.19543247,-1808122586.0629828,37683333508.50467,1.0779371534917148e+18,6.3586945008193096e+16,8.386612171098424e+16,1.1071864906003852e+21,2243197177031.5864,3912463175458627.5,1.1082644278103507e+21,2.395776120392224e+19,7.645779491449432e+16
8682955.022318833,-1785662302.927302,32887515140.084995,1.0888818243031241e+18,6.5412692969832104e+16,8.627011253715163e+16,1.1526077571680988e+21,2317208813419.8623,4111723779174013.0,1.1536966390502899e+21,2.4596595098220265e+19,7.845150028108451e+16
9338454.73189383,-1759614452.3862123,27780800714.00327,1.1000288825175909e+18,6.723551760978834e+16,8.867121722963309e+16,1.2005303963621222e+21,2392051074158.2705,4321613819237905.5,1.2016304253038365e+21,2.5242473159432626e+19,8.049958918471485e+16
9934363.558780191,-1738805085.6445425,23249803361.655342,1.1095652296409719e+18,6.878435193457273e+16,9.070590539327123e+16,1.2425736162560356e+21,2456446021186.6685,4508080893354282.0,1.2436831815459128e+21,2.5781812379679023e+19,8.236151191245389e+16
10476098.85594961,-1720638430.1488519,19214008173.246284,1.1178010687723689e+18,7.011252442768739e+16,9.24488024413695e+16,1.2796382497982825e+21,2512267499930.7515,4674566106142372.0,1.2807560509281508e+21,2.6235189783990153e+19,8.408838618202165e+16
