# x,ne,Te,Ti,Wtot,Wpart,Wrad,Wpls,Wneut,xMP,Rclfc,Zclfc,Wpar_xpt,WWpar,WWtrg,Lcnnt,Lcnnx,f0,D_flux_atm,D_temp_atm,D_pres_atm,He_flux_atm,He_temp_atm,He_pres_atm,Ne_flux_atm,Ne_temp_atm,Ne_pres_atm,D_flux_ion,He_flux_ion,Ne_flux_ion,D2_flux_mol,D2_pres_mol
-8.920699999999999463e-02,3.343100000000000000e+18,1.177200000000000052e-01,7.339299999999999990e-02,1.596300000000000000e+05,1.202300000000000000e+04,1.476100000000000000e+05,1.198200000000000045e+03,1.082500000000000000e+04,-3.123299999999999965e-01,4.179599999999999760e+00,-3.883900000000000130e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.180070000000000000e+19,4.353650000000000020e-01,3.865769999999999818e-04,0.000000000000000000e+00,1.149160000000000043e-01,1.529640000000000079e-04,2.641160000000000000e+20,1.176050000000000012e-01,2.536619999999999847e-02,4.579430000000000328e+20,1.133660000000000000e+19,5.513830000000000000e+18,3.610839999999999927e+23,9.527580000000000382e+00
-7.914200000000000401e-02,1.151700000000000000e+19,2.068000000000000116e-01,2.114199999999999968e-01,1.860500000000000000e+05,2.702000000000000000e+04,1.590300000000000000e+05,6.197199999999999818e+03,2.082300000000000000e+04,-2.928399999999999892e-01,4.184000000000000163e+00,-3.874899999999999789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.767650000000000197e+21,2.230999999999999928e-01,8.453280000000000516e-02,3.203220000000000000e+19,2.787720000000000198e-01,1.428250000000000049e-03,5.190460000000000000e+20,1.338409999999999878e-01,3.701150000000000273e-02,2.356449999999999934e+21,4.735730000000000000e+19,2.292420000000000000e+19,2.907489999999999861e+23,9.340009999999999479e+00
-6.914499999999999813e-02,2.272900000000000000e+19,1.847199999999999953e-01,1.880199999999999927e-01,2.146300000000000000e+05,4.254100000000000000e+04,1.720900000000000000e+05,1.129800000000000000e+04,3.124300000000000000e+04,-2.724699999999999900e-01,4.188399999999999679e+00,-3.865899999999999892e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.282460000000000026e+22,2.948540000000000050e-01,3.596249999999999725e-01,0.000000000000000000e+00,1.491949999999999943e-01,5.190699999999999481e-04,3.666009999999999672e+20,1.480200000000000127e-01,3.494479999999999809e-02,4.468160000000000000e+21,6.632540000000000000e+19,3.153160000000000000e+19,2.735560000000000031e+23,9.571020000000000749e+00
-5.935200000000000198e-02,5.710100000000000000e+19,2.209800000000000098e-01,2.221400000000000041e-01,2.517700000000000000e+05,6.473200000000000000e+04,1.870300000000000000e+05,3.154500000000000000e+04,3.318600000000000000e+04,-2.511800000000000144e-01,4.192700000000000315e+00,-3.857099999999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.930679999999999633e+22,2.864419999999999744e-01,5.670009999999999772e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,3.061110000000000328e+20,2.239569999999999894e-01,3.859320000000000112e-02,1.243749999999999961e+22,1.422190000000000000e+20,6.571440000000000000e+19,2.855309999999999908e+23,1.046490000000000009e+01
-4.989699999999999691e-02,8.724900000000000000e+19,2.959499999999999909e-01,3.036400000000000210e-01,3.339500000000000000e+05,1.288400000000000000e+05,2.051000000000000000e+05,5.555200000000000000e+04,7.329100000000000000e+04,-2.292599999999999916e-01,4.196799999999999642e+00,-3.848599999999999799e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,5.173240000000000262e+21,6.619350000000000511e-01,6.694700000000000095e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,2.546050000000000000e+20,2.290490000000000026e-01,2.819239999999999940e-02,2.176259999999999974e+22,2.074840000000000000e+20,9.209550000000000000e+19,2.652590000000000034e+23,1.073780000000000001e+01
-4.083099999999999924e-02,1.333300000000000000e+20,3.217400000000000260e-01,3.194600000000000217e-01,4.144800000000000000e+05,1.868100000000000000e+05,2.276700000000000000e+05,8.835400000000000000e+04,9.845700000000000000e+04,-2.066000000000000059e-01,4.200800000000000090e+00,-3.840500000000000025e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.394580000000000288e+22,5.493909999999999627e-01,8.376059999999999617e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,2.070260000000000000e+20,1.776649999999999896e-01,3.265649999999999803e-02,3.439230000000000013e+22,2.966489999999999672e+20,1.249840000000000000e+20,2.806149999999999961e+23,1.366820000000000057e+01
-3.232800000000000257e-02,2.242300000000000000e+20,3.880600000000000160e-01,3.861399999999999832e-01,5.670100000000000000e+05,3.108400000000000000e+05,2.561700000000000000e+05,1.677100000000000000e+05,1.431200000000000000e+05,-1.827999999999999903e-01,4.204500000000000348e+00,-3.832800000000000207e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,4.577270000000000066e+22,5.180940000000000545e-01,1.192050000000000054e+00,0.000000000000000000e+00,1.717400000000000038e-01,6.257709999999999662e-02,5.700230000000000328e+20,2.598159999999999914e-01,6.230299999999999727e-02,6.354699999999999921e+22,5.257809999999999672e+20,2.087610000000000000e+20,4.184389999999999709e+23,2.210519999999999996e+01
-2.450499999999999901e-02,3.439200000000000000e+20,4.344199999999999728e-01,4.344899999999999873e-01,8.028200000000000000e+05,5.063600000000000000e+05,2.964600000000000000e+05,2.725200000000000000e+05,2.338400000000000000e+05,-1.582600000000000118e-01,4.208000000000000185e+00,-3.825800000000000090e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,6.643580000000000026e+22,5.790990000000000304e-01,3.972659999999999858e+00,6.394530000000000197e+21,3.027679999999999816e-01,5.882159999999999611e-01,3.828380000000000000e+20,2.680919999999999970e-01,5.634419999999999706e-02,1.014680000000000010e+23,8.434190000000000328e+20,3.115129999999999672e+20,6.640239999999999937e+23,3.513989999999999725e+01
-1.738299999999999915e-02,4.867800000000000000e+20,4.847699999999999787e-01,4.848600000000000132e-01,1.085000000000000000e+06,7.350100000000000000e+05,3.500300000000000000e+05,4.073400000000000000e+05,3.276700000000000000e+05,-1.325900000000000134e-01,4.211100000000000065e+00,-3.819399999999999906e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.416670000000000055e+23,5.624799999999999800e-01,6.122230000000000061e+00,2.183020000000000131e+22,7.133249999999999869e-01,1.429480000000000084e+00,5.386169999999999672e+20,2.616149999999999864e-01,6.048610000000000098e-02,1.496639999999999916e+23,1.342350000000000066e+21,4.535849999999999672e+20,1.070809999999999947e+24,5.875800000000000267e+01
-1.111700000000000015e-02,6.238000000000000000e+20,5.419399999999999773e-01,5.434499999999999886e-01,1.460600000000000000e+06,1.035900000000000000e+06,4.246900000000000000e+05,5.577800000000000000e+05,4.781000000000000000e+05,-1.053299999999999931e-01,4.213799999999999990e+00,-3.813800000000000079e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.507089999999999966e+23,6.434539999999999704e-01,1.373489999999999966e+01,8.283830000000000066e+21,8.918890000000000429e-01,2.416300000000000114e+00,1.005249999999999934e+21,3.338490000000000069e-01,1.136110000000000037e-01,1.998810000000000081e+23,2.030150000000000066e+21,6.210729999999999672e+20,1.510739999999999986e+24,8.738760000000000616e+01
