s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;6.246339647104342e+20;2.366999214543720e+01;NaN;3.108488853322713e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;7.289547829998605e+20;2.615207710195672e+01;NaN;3.432349597965278e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;7.674204392925653e+20;2.491179429850981e+01;NaN;3.337850068864940e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;7.018749393445236e+20;2.603945812716464e+01;NaN;3.376694124201018e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;3.308089707186181e+20;2.962310462558074e+01;NaN;1.407446249266132e+03
5.958303396743118e-01;5.423362463025255e+18;1.803753814565936e+01;NaN;3.561262522374451e+20;2.882420432279352e+01;NaN;1.434500010590799e+03
6.059607146042290e-01;0.000000000000000e+00;NaN;NaN;3.344371983662354e+20;2.851051266910040e+01;NaN;1.406348045489304e+03
6.161914304398897e-01;0.000000000000000e+00;NaN;NaN;4.112893940768554e+20;2.609953728557562e+01;NaN;1.526967848653848e+03
6.218569781585004e-01;2.878775644160794e+18;4.773827645538559e+00;NaN;3.697071122470919e+20;2.543618945747566e+01;NaN;1.441153601989847e+03
6.288824188932652e-01;0.000000000000000e+00;NaN;NaN;4.539469918211707e+20;2.850167063617736e+01;NaN;1.574819511568731e+03
6.393962018996865e-01;6.745823862158788e+18;2.477768216278691e+01;NaN;4.678588344965639e+20;2.764427523711774e+01;NaN;1.749618986586700e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;7.069763094590365e+20;2.317277604943276e+01;NaN;1.506877112062481e+03
6.495423367435241e-01;1.293576762169095e+19;2.221812682244097e+01;NaN;4.786347430315277e+20;2.806248785698147e+01;NaN;1.947354470745139e+03
6.590094051627661e-01;1.002733636515399e+19;1.671164049481293e+01;NaN;4.678584071161516e+20;2.797690595695456e+01;NaN;2.047911209371200e+03
6.645936879182079e-01;9.838209104143024e+18;1.634390486537169e+01;NaN;4.779971107266436e+20;2.357865907919445e+01;NaN;1.756503635262036e+03
6.695918273105915e-01;6.893984839684499e+19;2.496276532323559e+01;NaN;4.677983665807740e+20;2.318747772829074e+01;NaN;2.101381249302584e+03
6.783145662683023e-01;4.571733023131741e+19;2.373261487746983e+01;NaN;5.958884328466034e+20;2.466200153972558e+01;NaN;2.279175432322971e+03
6.834175308061823e-01;5.142635284402192e+19;2.553695120016574e+01;NaN;7.273666733612787e+20;2.006631976233327e+01;NaN;2.132199243323938e+03
6.881026229062193e-01;1.412245296776037e+20;2.708130148179654e+01;NaN;6.122860015851852e+20;2.573129378400616e+01;NaN;2.860308848513239e+03
6.957997358524409e-01;1.375319125630818e+20;2.986324135114721e+01;NaN;6.276888547441177e+20;2.683123507292821e+01;NaN;3.198322336208688e+03
6.999294065045440e-01;3.539172470675592e+20;2.913576847215176e+01;NaN;6.553233396729659e+20;2.607326636279939e+01;NaN;4.393281987272475e+03
7.046036503701563e-01;3.514024829209109e+20;3.217226325217740e+01;NaN;7.425383482474775e+20;2.273629445370528e+01;NaN;4.184958191613418e+03
7.104451952030111e-01;3.607153905670911e+20;3.243860323295412e+01;NaN;5.590429567530050e+20;2.633531992546297e+01;NaN;4.162255733868764e+03
7.138966885644596e-01;6.600746905404131e+20;3.707441978610903e+01;NaN;8.125446992200634e+20;2.548202337910311e+01;NaN;6.647872386462544e+03
7.182432415040987e-01;6.292613047819356e+20;3.578447417772189e+01;NaN;8.004831452806728e+20;2.468347418279271e+01;NaN;6.818541244556807e+03
7.227039321185542e-01;7.163826686311017e+20;3.481415373722388e+01;NaN;8.962857425806332e+20;2.459193364154093e+01;NaN;7.082343069604989e+03
7.257217095519308e-01;1.278979670977964e+21;3.703759778293418e+01;NaN;9.873444260062048e+20;2.043234243022580e+01;NaN;1.064618676805982e+04
7.309124404001006e-01;1.348253725442065e+21;3.781784474766837e+01;NaN;8.768069955369198e+20;2.403050696465576e+01;NaN;1.113269817046123e+04
7.392767341320698e-01;1.989228799306415e+21;3.954120754966645e+01;NaN;1.216199033342392e+21;2.342414256238661e+01;NaN;1.733257789118443e+04
7.476580380599591e-01;3.192898043161044e+21;4.162781582784513e+01;NaN;1.460971463188464e+21;2.192675400992887e+01;NaN;2.611648206370528e+04
7.547028537389382e-01;4.401491536673249e+21;4.236603562987187e+01;NaN;1.753494890081033e+21;2.308559848759487e+01;NaN;3.645051682553037e+04
7.606597497237264e-01;5.825843919324215e+21;4.297146058661320e+01;NaN;2.101976352079040e+21;2.121278573563770e+01;NaN;4.700495807884247e+04
7.657531186515272e-01;6.658652493371245e+21;4.244304568563582e+01;NaN;2.402026522174007e+21;2.064902515215606e+01;NaN;5.496703768737833e+04
7.699995984224914e-01;8.289361748178215e+21;4.358711293846461e+01;NaN;2.534981013164905e+21;1.965861703569712e+01;NaN;6.461426756817618e+04
7.732995875768670e-01;9.512111757003944e+21;4.290567332746649e+01;NaN;2.791376152436356e+21;2.113686016656051e+01;NaN;7.526907129872851e+04
7.757792307381750e-01;1.098126476585317e+22;4.405484546895651e+01;NaN;3.154275594891616e+21;2.200122347266282e+01;NaN;7.872469844018783e+04
7.781651986040994e-01;1.103696249968205e+22;4.312451773993939e+01;NaN;3.220293576671905e+21;2.022713286050681e+01;NaN;8.322645767933705e+04
7.809578364250076e-01;1.152686681139268e+22;4.233642200639249e+01;NaN;3.574718143287060e+21;1.964245827974542e+01;NaN;8.726616145402053e+04
7.838487328758749e-01;1.247982405322690e+22;4.302215944333717e+01;NaN;4.159207302750393e+21;1.981336983843467e+01;NaN;9.332012303593794e+04
7.869855628995210e-01;1.279701358615047e+22;4.321810421055481e+01;NaN;4.483543351990871e+21;2.031490208435685e+01;NaN;9.855602860936933e+04
7.904037845192172e-01;1.356725268990360e+22;4.287773006675246e+01;NaN;4.536237030025690e+21;2.092886273109874e+01;NaN;1.059251370619235e+05
7.939471374889502e-01;1.437544763581069e+22;4.196431117385434e+01;NaN;5.065784670465942e+21;1.976413187667037e+01;NaN;1.095281741940864e+05
7.975090120093709e-01;1.610488273486570e+22;4.185647980570435e+01;NaN;5.515234468468805e+21;2.051743769843597e+01;NaN;1.241866121840643e+05
8.011264668496416e-01;1.734415149280156e+22;4.184920022376640e+01;NaN;5.746862995028087e+21;2.043012691801219e+01;NaN;1.301379145191795e+05
8.049890280430786e-01;1.770526318081983e+22;4.152267839247033e+01;NaN;6.670253693320085e+21;2.044849231393478e+01;NaN;1.322905305673401e+05
8.091930285177138e-01;1.748439059882941e+22;4.152935172419816e+01;NaN;6.479726945673871e+21;2.007512466568917e+01;NaN;1.324134553969466e+05
8.136823963570012e-01;1.913353395324235e+22;4.093337460230127e+01;NaN;6.879042904135923e+21;2.035472235140539e+01;NaN;1.384623376660734e+05
8.183225076652748e-01;1.839410949694689e+22;4.094853944585766e+01;NaN;6.819377249755640e+21;2.040129487580556e+01;NaN;1.395933857032663e+05
8.231650781773978e-01;1.791787164595644e+22;3.971537904557985e+01;NaN;6.465853196930933e+21;2.054594439738023e+01;NaN;1.306473068211563e+05
8.282210739282279e-01;1.317325475743462e+22;3.784264863586579e+01;NaN;5.835844314272884e+21;2.094377426519070e+01;NaN;9.757816395316822e+04
8.323762231342043e-01;8.966307531091676e+21;3.585027796130775e+01;NaN;5.180655567345691e+21;2.197360328798801e+01;NaN;6.698170165168955e+04
8.360874887662642e-01;5.793523114363610e+21;3.191763728248801e+01;NaN;4.109658207399158e+21;2.193389026965393e+01;NaN;4.363937398221512e+04
8.416142959085945e-01;2.713733851384409e+21;2.771898058294014e+01;NaN;3.343140010572503e+21;2.088175295959631e+01;NaN;2.242470497588400e+04
8.488421547521909e-01;9.933314083251769e+20;2.407036969292061e+01;NaN;2.854905167159214e+21;2.216865500791098e+01;NaN;1.346725581915674e+04
8.530832353991449e-01;1.129906412635255e+21;2.488412575293596e+01;NaN;2.407728919545323e+21;2.418698568047136e+01;NaN;1.263470215831168e+04
8.537918099392514e-01;0.000000000000000e+00;NaN;NaN;2.155596574923774e+21;1.977058310765142e+01;NaN;7.350915247295149e+03
8.543706180516218e-01;0.000000000000000e+00;NaN;NaN;2.555651179417686e+21;2.141201982330572e+01;NaN;7.114030306475571e+03
8.550434808720584e-01;0.000000000000000e+00;NaN;NaN;2.453878868013569e+21;2.125290310923954e+01;NaN;7.991005497779406e+03
8.559044499777996e-01;4.337058066531759e+20;2.302342251139094e+01;NaN;2.761788087280415e+21;2.138600248070689e+01;NaN;9.209493586472008e+03
8.569551541338385e-01;5.617779138265320e+20;1.896338643327993e+01;NaN;2.716230398344194e+21;2.409593800128662e+01;NaN;9.654619321443732e+03
8.582075262577280e-01;5.069025965401329e+20;2.082301908928273e+01;NaN;2.396850588279795e+21;2.137475333041954e+01;NaN;9.062757666536891e+03
8.596643101019401e-01;3.671702565229370e+20;1.759577805142927e+01;NaN;2.100347797344137e+21;1.980611135632078e+01;NaN;7.995711262203330e+03
8.613151559701813e-01;4.576107290719563e+20;1.995491810818097e+01;NaN;2.385679748340952e+21;2.132856681298369e+01;NaN;8.927063565841943e+03
8.631559751823854e-01;3.080906987406241e+20;2.152892882267453e+01;NaN;2.378554505346312e+21;2.135403177549893e+01;NaN;8.594640046626213e+03
8.643120462552596e-01;5.454237914701458e+20;1.952637256289439e+01;NaN;2.548506811522236e+21;1.858853695146362e+01;NaN;7.822066251980745e+03
8.653908978391460e-01;0.000000000000000e+00;NaN;NaN;2.317847596526000e+21;2.223551163658360e+01;NaN;7.095148239191910e+03
8.674616531641819e-01;6.838936253016746e+19;1.346527105580155e+01;NaN;2.262427274541060e+21;2.271435575931739e+01;NaN;7.095108033749962e+03
8.699368000939727e-01;7.823207081509498e+19;1.636247783461450e+01;NaN;2.186080067368894e+21;1.856701815707305e+01;NaN;6.272119261347541e+03
8.726216089107878e-01;8.977916753353689e+19;1.585800386367359e+01;NaN;2.136498008784382e+21;1.841482154134921e+01;NaN;6.495526704876392e+03
8.754815177208104e-01;8.313042700503671e+19;1.433327899611803e+01;NaN;2.120353936678571e+21;1.970937337470711e+01;NaN;6.613606463675053e+03
8.785184466314446e-01;1.074120757711145e+20;1.826906131201329e+01;NaN;2.053441382197972e+21;1.855975171134558e+01;NaN;6.450117238287439e+03
8.817372620113471e-01;8.586903764279689e+19;1.574111683625149e+01;NaN;2.043256892873612e+21;1.916334720066451e+01;NaN;6.499155886439878e+03
8.851361317880917e-01;5.189617872762420e+19;1.586304645891055e+01;NaN;2.156367373707599e+21;2.118852074104930e+01;NaN;6.709869417629104e+03
8.887052867231831e-01;0.000000000000000e+00;NaN;NaN;2.042776516862118e+21;2.138788477363071e+01;NaN;6.132251417727460e+03
8.922111715285719e-01;0.000000000000000e+00;NaN;NaN;2.047394320327532e+21;1.937932045326001e+01;NaN;6.346063611489708e+03
8.955286998316494e-01;6.741385397271772e+19;1.594498955622952e+01;NaN;2.001309468489515e+21;1.949488209293476e+01;NaN;6.405690723734350e+03
8.987110512479717e-01;1.258561078103955e+20;1.715060490951227e+01;NaN;2.322543229603887e+21;1.838422312219713e+01;NaN;6.490939706290354e+03
9.017134577537624e-01;1.304004597637705e+20;1.464727511891421e+01;NaN;2.245391378801688e+21;1.788919394321136e+01;NaN;6.387341177547234e+03
9.045417800860878e-01;6.083361186615996e+19;1.200488284802919e+01;NaN;2.014050533941125e+21;1.832239988746734e+01;NaN;6.766064847456779e+03
9.071870742459989e-01;1.217356434446062e+20;1.440037073860815e+01;NaN;2.121014707581067e+21;1.874385932331554e+01;NaN;6.862338786921836e+03
9.096370888557709e-01;1.275839410419035e+20;1.540157317415421e+01;NaN;2.317972409872080e+21;2.144590034367121e+01;NaN;7.639652974707913e+03
9.119216938704540e-01;5.977486581818383e+19;1.658400967698130e+01;NaN;2.316754044422425e+21;2.022785712269089e+01;NaN;7.412778548432478e+03
