s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.030266549995661e+21;3.262056416646475e+01;NaN;5.232424282624662e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.089343622679492e+21;4.345317522785165e+01;NaN;7.404398997982334e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;9.907035365944455e+20;3.610955713493399e+01;NaN;5.999051407098054e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;7.083955124179194e+20;3.695217005877186e+01;NaN;5.663379105616291e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;3.238988002662772e+20;3.257157045534360e+01;NaN;2.141165995356349e+03
5.958303396743118e-01;6.971079681140505e+18;3.695090979318850e+01;NaN;4.595565152195280e+20;4.553194122066279e+01;NaN;2.503697226060290e+03
6.059607146042290e-01;8.061087218231075e+18;1.805336252112348e+01;NaN;5.234007056324544e+20;4.327609476344441e+01;NaN;2.880094584060184e+03
6.161914304398897e-01;6.540948928816486e+18;4.285426097463775e+01;NaN;4.401544078664025e+20;4.321259001601374e+01;NaN;2.889987126375210e+03
6.218569781585004e-01;0.000000000000000e+00;NaN;NaN;6.336595242780413e+20;4.067515999034921e+01;NaN;3.222340284165685e+03
6.288824188932652e-01;1.291611211013846e+19;3.469469999501372e+01;NaN;6.463968295321243e+20;4.314502908927690e+01;NaN;3.066332704733705e+03
6.393962018996865e-01;9.698012712551461e+18;2.008297774499984e+01;NaN;6.016244057250693e+20;4.534576745834881e+01;NaN;3.368670452133341e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;3.970733395676420e+20;3.486678607081650e+01;NaN;1.664397504253056e+03
6.495423367435241e-01;3.584665725245523e+19;3.962226953507936e+01;NaN;6.443119595852915e+20;4.454360501465933e+01;NaN;3.554224748449067e+03
6.590094051627661e-01;3.409084621926588e+19;3.570250226751971e+01;NaN;6.078314532761481e+20;3.745449177583352e+01;NaN;3.120919437443591e+03
6.645936879182079e-01;9.250784070943508e+19;3.398246135096654e+01;NaN;5.989267122278698e+20;4.834030631882422e+01;NaN;3.321730958685545e+03
6.695918273105915e-01;1.093105124776687e+20;3.146125083658678e+01;NaN;7.393733312558896e+20;3.961273798950286e+01;NaN;4.208087067840906e+03
6.783145662683023e-01;1.179148792967846e+20;3.422746361930808e+01;NaN;8.019123356436181e+20;4.604557664592190e+01;NaN;4.871216118784898e+03
6.834175308061823e-01;2.676703153428151e+20;3.098889030210704e+01;NaN;5.691446442798716e+20;3.880489828580419e+01;NaN;3.819113808461415e+03
6.881026229062193e-01;2.831114410549279e+20;3.982478548499346e+01;NaN;8.616210286250582e+20;3.946857854448822e+01;NaN;5.584820031002845e+03
6.957997358524409e-01;2.880138805480942e+20;4.066317053402249e+01;NaN;8.704527520972630e+20;4.810106365406476e+01;NaN;6.278117698025145e+03
6.999294065045440e-01;5.450921537275582e+20;3.940718586736457e+01;NaN;6.772481890834098e+20;3.683258077577687e+01;NaN;8.616663156590397e+03
7.046036503701563e-01;6.594811045638359e+20;4.813309322718959e+01;NaN;1.039845368933673e+21;4.048202006456577e+01;NaN;9.056053572162322e+03
7.104451952030111e-01;6.404055756794359e+20;4.034047819220857e+01;NaN;1.153902211874128e+21;3.386927596056039e+01;NaN;1.016318871670009e+04
7.138966885644596e-01;1.379546279218686e+21;5.034474376150919e+01;NaN;8.618837338317265e+20;3.287417654890048e+01;NaN;1.567905633675985e+04
7.182432415040987e-01;1.388503583927934e+21;4.883767686173675e+01;NaN;1.272320202417193e+21;3.118431093348699e+01;NaN;1.572669312144663e+04
7.227039321185542e-01;1.528972442602179e+21;4.902604498116290e+01;NaN;1.335135963366063e+21;4.268322906981923e+01;NaN;1.695114794809095e+04
7.257217095519308e-01;2.999776734430227e+21;5.102998020110974e+01;NaN;1.326008581548422e+21;3.485487213714578e+01;NaN;2.776662903126923e+04
7.309124404001006e-01;2.875374184016187e+21;5.304871491113978e+01;NaN;1.762294766129876e+21;3.388261359065287e+01;NaN;2.896401755128591e+04
7.392767341320698e-01;4.664829096327366e+21;5.733457700461454e+01;NaN;2.129964861545440e+21;2.982960805039558e+01;NaN;4.905507343875160e+04
7.476580380599591e-01;7.951885963204221e+21;5.948713481270626e+01;NaN;3.021503651455749e+21;3.179817921166629e+01;NaN;8.007195168463225e+04
