s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;1.959529300263962e+21;1.575469334825052e+01;NaN;4.769731949483509e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;1.888141744554370e+21;1.607556994565032e+01;NaN;5.058790887492367e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;1.921371906806144e+21;1.607075607400608e+01;NaN;4.913077625401997e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;2.191300242681506e+21;1.580312647619015e+01;NaN;5.185207780358494e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;1.027257831100787e+21;1.618013527389743e+01;NaN;2.284898760820293e+03
5.958303396743118e-01;8.908086364513314e+18;1.384418426801108e+01;NaN;1.122488492147684e+21;1.651199343818546e+01;NaN;2.545827911604332e+03
6.059607146042290e-01;3.527100718976617e+18;1.185950054347786e+01;NaN;1.098482264508756e+21;1.590883451389231e+01;NaN;2.475162566013383e+03
6.161914304398897e-01;1.113843142845744e+19;2.317211346823583e+01;NaN;1.153964702184931e+21;1.740332856367745e+01;NaN;2.790417211129693e+03
6.218569781585004e-01;9.415258708088031e+18;1.950011222531754e+01;NaN;1.018828214568502e+21;1.744181823697697e+01;NaN;2.501150627330909e+03
6.288824188932652e-01;1.026721321103222e+19;1.281550624437157e+01;NaN;1.287113787835532e+21;1.696529456778934e+01;NaN;2.870887655691080e+03
6.393962018996865e-01;1.482079987732298e+19;2.022037175415494e+01;NaN;1.311044015328298e+21;1.493576155024525e+01;NaN;2.828992747314663e+03
6.444895360993572e-01;2.504089994917603e+20;1.897103987878181e+01;NaN;1.038017994256625e+21;1.738232549330365e+01;NaN;2.694992706271988e+03
6.495423367435241e-01;3.845585988812745e+19;1.861061669941037e+01;NaN;1.345559350945290e+21;1.580029957413541e+01;NaN;3.315911309426152e+03
6.590094051627661e-01;4.881695319609610e+19;2.044104768020846e+01;NaN;1.459872848032248e+21;1.570360371297456e+01;NaN;3.409490877245676e+03
6.645936879182079e-01;8.127332801547834e+19;1.962970414411087e+01;NaN;1.390167539994434e+21;1.591600376355945e+01;NaN;3.262843191540879e+03
6.695918273105915e-01;1.166817354178408e+20;1.874923113263213e+01;NaN;1.498063295433177e+21;1.594920676632918e+01;NaN;3.875624894886355e+03
6.783145662683023e-01;1.234669099074523e+20;1.916527309686305e+01;NaN;1.621086314253878e+21;1.617821764022768e+01;NaN;4.312460526457300e+03
6.834175308061823e-01;2.182706423544994e+20;1.658499702354223e+01;NaN;1.536499951473088e+21;1.576351904755470e+01;NaN;3.968555759664914e+03
6.881026229062193e-01;3.187897441672280e+20;2.222865833374712e+01;NaN;1.841315497988661e+21;1.601260909990894e+01;NaN;4.977529876204149e+03
6.957997358524409e-01;3.252640188218703e+20;2.060207127523778e+01;NaN;2.165501414233109e+21;1.490363077842079e+01;NaN;5.445709763469061e+03
