s_cell [m];flux_inc_ion [m-2.s-1];E_imp_ion [eV];alpha_V_ion [deg];flux_inc_atom [m-2.s-1];E_imp_atom [eV];alpha_V_atom [deg];net_energy_flux [W.m-2]
5.713959183633919e-01;0.000000000000000e+00;NaN;NaN;4.716661804866675e+21;9.312795943086503e+00;NaN;7.805140540128964e+03
5.741881384659409e-01;0.000000000000000e+00;NaN;NaN;4.739082967335404e+21;8.734400653873687e+00;NaN;7.696181014077613e+03
5.788294445512920e-01;0.000000000000000e+00;NaN;NaN;4.672094577384652e+21;8.937451652112216e+00;NaN;7.738076033265469e+03
5.844813744780388e-01;0.000000000000000e+00;NaN;NaN;4.730518629730313e+21;8.857127912841218e+00;NaN;7.848398958338569e+03
5.895001350316618e-01;0.000000000000000e+00;NaN;NaN;2.944062967532961e+21;9.728812607355088e+00;NaN;4.630917460771248e+03
5.958303396743118e-01;9.561724834481459e+18;1.522695651970970e+01;NaN;3.084462924087821e+21;9.684448150783629e+00;NaN;4.651100763820457e+03
6.059607146042290e-01;1.745750255265245e+19;1.420803779330046e+01;NaN;3.292427648549794e+21;9.455039863035200e+00;NaN;4.829528831444730e+03
6.161914304398897e-01;4.222722354745367e+18;9.140271078299419e+00;NaN;3.460234845388771e+21;9.242845047121376e+00;NaN;5.038161085487112e+03
6.218569781585004e-01;4.790888994360123e+19;1.547732211768982e+01;NaN;3.386600569453518e+21;9.335697130466684e+00;NaN;5.110424885089552e+03
6.288824188932652e-01;6.760865647324337e+19;1.415406034401068e+01;NaN;3.625914039272308e+21;8.836161135293745e+00;NaN;5.316518443166998e+03
6.393962018996865e-01;3.817321591475071e+19;1.301551788585051e+01;NaN;3.878612765539861e+21;8.952338889001872e+00;NaN;5.513725236008104e+03
6.444895360993572e-01;0.000000000000000e+00;NaN;NaN;3.840297017057930e+21;9.171801682281455e+00;NaN;5.400035857904069e+03
6.495423367435241e-01;1.337934360259824e+20;1.275770053087096e+01;NaN;3.874043213464400e+21;9.222927077001209e+00;NaN;6.042843138339165e+03
6.590094051627661e-01;1.368058602144066e+20;1.340621004275202e+01;NaN;4.177975365289180e+21;9.142960326972165e+00;NaN;6.344193774767658e+03
6.645936879182079e-01;9.228122857070617e+19;9.855576817731274e+00;NaN;4.323625640191129e+21;9.243364475094285e+00;NaN;6.596027285740125e+03
6.695918273105915e-01;2.404907168488997e+20;1.211229246930353e+01;NaN;4.437412742162976e+21;9.037782971748854e+00;NaN;7.249795139521445e+03
6.783145662683023e-01;2.993221212890262e+20;1.350520921467885e+01;NaN;4.522505119948257e+21;8.859208583142147e+00;NaN;7.331844910156159e+03
6.834175308061823e-01;2.535355174818215e+20;1.289174537037349e+01;NaN;4.805820740854915e+21;9.186472575014376e+00;NaN;7.411772810369192e+03
6.881026229062193e-01;5.466859802518271e+20;1.277860185630702e+01;NaN;4.820696979439630e+21;8.854753781604366e+00;NaN;8.591256049450492e+03
6.957997358524409e-01;6.370515324059366e+20;1.253560625408958e+01;NaN;5.083008075515685e+21;8.677378788530932e+00;NaN;9.157835530575563e+03
6.999294065045440e-01;1.168482824340638e+21;1.259348276818763e+01;NaN;5.552282390597122e+21;8.827006245859625e+00;NaN;1.173445752972609e+04
7.046036503701563e-01;1.164579397646815e+21;1.180313155206803e+01;NaN;5.799271930435441e+21;8.473592137501283e+00;NaN;1.138237919001014e+04
7.104451952030111e-01;1.169591007836339e+21;1.200994330110966e+01;NaN;5.995839067224192e+21;8.535682059517191e+00;NaN;1.168016471788410e+04
7.138966885644596e-01;1.876988956985769e+21;1.236714459973382e+01;NaN;6.049921941579009e+21;8.722940486100310e+00;NaN;1.394538068563259e+04
7.182432415040987e-01;1.912030858096153e+21;1.160316739979655e+01;NaN;6.250670410298274e+21;8.479500781373767e+00;NaN;1.446138510093390e+04
7.227039321185542e-01;1.842278864243096e+21;1.220936199976705e+01;NaN;6.807617338714615e+21;8.500711057058206e+00;NaN;1.472667008250852e+04
7.257217095519308e-01;3.051771292312830e+21;1.158365808072756e+01;NaN;7.003472699442165e+21;8.205475031511231e+00;NaN;1.835804228556091e+04
7.309124404001006e-01;2.801271742829092e+21;1.152143334759060e+01;NaN;7.174576754116486e+21;8.202720377894744e+00;NaN;1.824217029563467e+04
7.392767341320698e-01;4.111187789655446e+21;1.148735672034094e+01;NaN;7.812167136322082e+21;7.871816971434043e+00;NaN;2.248859751184041e+04
7.476580380599591e-01;5.738819834284785e+21;1.124344680001496e+01;NaN;8.578815187999862e+21;7.871904154620991e+00;NaN;2.869964405544836e+04
7.547028537389382e-01;7.234394449736136e+21;1.100706201456843e+01;NaN;9.427092019366878e+21;8.002730401798630e+00;NaN;3.386700304602461e+04
7.606597497237264e-01;8.812526703734368e+21;1.125938465925984e+01;NaN;1.064975629091216e+22;7.707673436956544e+00;NaN;3.902965474887881e+04
7.657531186515272e-01;9.623347262206608e+21;1.082060662692585e+01;NaN;1.143957359971397e+22;7.476514847460949e+00;NaN;4.195549677631179e+04
7.699995984224914e-01;1.118224713199914e+22;1.094672024411640e+01;NaN;1.307642210108828e+22;7.602900780887238e+00;NaN;4.696000448388393e+04
7.732995875768670e-01;1.248931234938979e+22;1.088381573210598e+01;NaN;1.307826383142235e+22;7.483508802041324e+00;NaN;5.147692263104136e+04
7.757792307381750e-01;1.292001572261523e+22;1.055577221828882e+01;NaN;1.407977913289152e+22;7.399457948548067e+00;NaN;5.416632274610478e+04
7.781651986040994e-01;1.312634026599639e+22;1.070353620951439e+01;NaN;1.457507450978577e+22;7.448793542376043e+00;NaN;5.493235419390744e+04
7.809578364250076e-01;1.407142445968829e+22;1.059637059962135e+01;NaN;1.532057289919709e+22;7.222252635626709e+00;NaN;5.661980755695514e+04
7.838487328758749e-01;1.486199992775716e+22;1.050695107662026e+01;NaN;1.581785499487179e+22;7.196528763124124e+00;NaN;5.938783912338261e+04
7.869855628995210e-01;1.508228883883710e+22;1.045752914909509e+01;NaN;1.660952809849252e+22;7.057757460727180e+00;NaN;6.115272056580537e+04
7.904037845192172e-01;1.621178404141597e+22;1.036552625475371e+01;NaN;1.829808579691583e+22;7.214979817065243e+00;NaN;6.469070907566261e+04
7.939471374889502e-01;1.629501381075734e+22;1.012122322631418e+01;NaN;1.913187633535621e+22;7.171705044770018e+00;NaN;6.690608468356197e+04
7.975090120093709e-01;1.853851359635512e+22;1.010477885915239e+01;NaN;1.949488784052326e+22;7.074885988425612e+00;NaN;7.140096351417204e+04
8.011264668496416e-01;1.829257083588975e+22;9.962864861946290e+00;NaN;2.109115305218927e+22;6.882722117675684e+00;NaN;7.353444987022509e+04
8.049890280430786e-01;1.804546205647157e+22;1.003949092270174e+01;NaN;2.113621700796449e+22;6.901690692513188e+00;NaN;7.221481937564166e+04
8.091930285177138e-01;1.764245005604368e+22;9.886388497577796e+00;NaN;2.227594785775999e+22;6.906153264274008e+00;NaN;7.068361208297868e+04
8.136823963570012e-01;1.697808112431857e+22;9.874564486819093e+00;NaN;2.268252692212136e+22;6.849756737130969e+00;NaN;6.887201222762224e+04
8.183225076652748e-01;1.532360019206859e+22;9.481982180783792e+00;NaN;2.236678205866358e+22;6.667826255379342e+00;NaN;6.500386880168473e+04
8.231650781773978e-01;1.337741026117301e+22;9.502996229817013e+00;NaN;2.226541317941967e+22;6.687785037420094e+00;NaN;5.764976564623478e+04
8.282210739282279e-01;1.064731234848081e+22;9.545523771083850e+00;NaN;2.133946693990010e+22;6.594524355170471e+00;NaN;4.908857040847291e+04
8.323762231342043e-01;7.929793557227124e+21;9.155854379582230e+00;NaN;2.114647504340272e+22;6.329563373254791e+00;NaN;4.122203300097481e+04
8.360874887662642e-01;6.223786281501747e+21;8.960485865853927e+00;NaN;2.134947283773592e+22;6.330008731138895e+00;NaN;3.628323200133894e+04
8.416142959085945e-01;4.133473304376314e+21;8.718475429820383e+00;NaN;2.061147933581427e+22;6.149630950058326e+00;NaN;2.960366045383745e+04
8.488421547521909e-01;2.595165965177668e+21;8.730755188539860e+00;NaN;2.101604869446318e+22;6.178171880101238e+00;NaN;2.532361807110434e+04
8.530832353991449e-01;3.060508788853017e+21;8.480967260060030e+00;NaN;2.039161949925329e+22;6.273530948091636e+00;NaN;2.632870665166543e+04
8.537918099392514e-01;0.000000000000000e+00;NaN;NaN;2.134903913559932e+22;6.183293488890381e+00;NaN;1.807219447781942e+04
8.543706180516218e-01;0.000000000000000e+00;NaN;NaN;2.060725170077202e+22;5.875394575592325e+00;NaN;1.759255726311891e+04
8.550434808720584e-01;0.000000000000000e+00;NaN;NaN;1.982027716481506e+22;6.146505052502127e+00;NaN;1.763701631164222e+04
8.559044499777996e-01;1.180294665234032e+21;8.567075000214444e+00;NaN;2.106756595178437e+22;6.170461983527767e+00;NaN;2.245302344533249e+04
8.569551541338385e-01;1.217298506203235e+21;7.879799839654368e+00;NaN;2.084267833365376e+22;6.107362494374985e+00;NaN;2.134146405056832e+04
8.582075262577280e-01;1.243491225592681e+21;7.766285370956894e+00;NaN;2.075267169503305e+22;6.323413862523751e+00;NaN;2.221093324098949e+04
8.596643101019401e-01;1.230103128157721e+21;8.160589953677887e+00;NaN;2.006086034735080e+22;6.128042994989578e+00;NaN;2.116205179536899e+04
8.613151559701813e-01;1.400207550670632e+21;9.248507016800456e+00;NaN;2.054422397694819e+22;6.364263428730148e+00;NaN;2.170553728719439e+04
8.631559751823854e-01;1.424080827150121e+21;8.487505927791895e+00;NaN;2.014968366801306e+22;6.219172813898521e+00;NaN;2.196700377625108e+04
8.643120462552596e-01;1.547303734029214e+21;8.625018347174890e+00;NaN;2.099874568080091e+22;6.012591306616518e+00;NaN;2.251710447565257e+04
8.653908978391460e-01;0.000000000000000e+00;NaN;NaN;2.035329424309084e+22;6.230248445000406e+00;NaN;1.811480534562513e+04
8.674616531641819e-01;3.083711376794200e+20;8.433668805875522e+00;NaN;2.066768096973433e+22;6.280969877953847e+00;NaN;1.935408155170081e+04
8.699368000939727e-01;4.289968688327338e+20;9.086425357916797e+00;NaN;2.083570004390868e+22;6.133732312719468e+00;NaN;1.957684155149054e+04
8.726216089107878e-01;3.605569700072906e+20;8.253045769225626e+00;NaN;2.078448886053427e+22;6.125704577410078e+00;NaN;1.913121382032203e+04
8.754815177208104e-01;4.254976672163336e+20;8.023383352702787e+00;NaN;2.057991480871233e+22;6.083489743185781e+00;NaN;1.920272524133360e+04
8.785184466314446e-01;3.130841544738458e+20;7.403687104082627e+00;NaN;2.102824292859282e+22;6.136667684753174e+00;NaN;1.946427446806761e+04
8.817372620113471e-01;3.280263301528801e+20;7.968668874784911e+00;NaN;2.131721352538949e+22;6.119933706069077e+00;NaN;1.938739776299347e+04
8.851361317880917e-01;4.177874025940801e+20;8.328118986195927e+00;NaN;2.120581371913093e+22;6.096260774067978e+00;NaN;1.969466052716217e+04
8.887052867231831e-01;0.000000000000000e+00;NaN;NaN;2.165299793847135e+22;6.071880091848919e+00;NaN;1.865015844874864e+04
8.922111715285719e-01;0.000000000000000e+00;NaN;NaN;2.101576056481571e+22;6.204321639121587e+00;NaN;1.836508441021616e+04
8.955286998316494e-01;5.386873566157883e+20;7.779035726261522e+00;NaN;2.149864313131403e+22;6.224142217371987e+00;NaN;2.008044946512601e+04
8.987110512479717e-01;3.338796957512659e+20;8.210870718450884e+00;NaN;2.102437999958502e+22;6.244266565515463e+00;NaN;1.972698641921517e+04
9.017134577537624e-01;4.818455915864938e+20;8.427349286292053e+00;NaN;2.157743474692493e+22;6.266762359838878e+00;NaN;2.018551224567813e+04
9.045417800860878e-01;4.114760300553733e+20;7.842739115647740e+00;NaN;2.170872257685130e+22;6.121048392081653e+00;NaN;1.988420629733595e+04
9.071870742459989e-01;4.458483040046188e+20;8.342157939886551e+00;NaN;2.148763967148325e+22;6.256153616482356e+00;NaN;2.013826131472095e+04
9.096370888557709e-01;3.260296483864497e+20;7.221075095167546e+00;NaN;2.197005147580455e+22;6.355943588415379e+00;NaN;1.999779274737716e+04
9.119216938704540e-01;4.640667917213919e+20;8.227667143036953e+00;NaN;2.134594830736186e+22;6.198497709683195e+00;NaN;2.014369998384835e+04
9.140436229255003e-01;0.000000000000000e+00;NaN;NaN;2.140743096423165e+22;6.415456250975004e+00;NaN;1.859454261007565e+04
9.154064921513623e-01;0.000000000000000e+00;NaN;NaN;2.162387266795299e+22;6.197539784091020e+00;NaN;1.896513652751585e+04
9.163338047628065e-01;1.660975719729584e+21;8.866365681949450e+00;NaN;2.142340275172062e+22;6.442416943054009e+00;NaN;2.393997783261993e+04
9.176835005562980e-01;1.681211869353692e+21;8.985060155612580e+00;NaN;2.118532688542290e+22;6.417886986983370e+00;NaN;2.375106269759725e+04
9.191258995390217e-01;1.511884649959281e+21;8.712039553211492e+00;NaN;2.221104558940095e+22;6.405059607057877e+00;NaN;2.409620020618805e+04
9.203935362301501e-01;1.666618728476853e+21;8.499803749802123e+00;NaN;2.190549092433751e+22;6.197180073503710e+00;NaN;2.387570012240003e+04
9.215002083895940e-01;1.386569872705521e+21;8.422855665991731e+00;NaN;2.149321393759033e+22;6.468200941712285e+00;NaN;2.353396023760192e+04
9.224442009648133e-01;1.602705657451402e+21;8.205432828969725e+00;NaN;2.197742553375717e+22;6.420989761619078e+00;NaN;2.421706098127117e+04
9.232251631697683e-01;1.805290660157860e+21;8.237718365845355e+00;NaN;2.190469001782808e+22;6.280214111054720e+00;NaN;2.420360557198801e+04
9.238357492380214e-01;0.000000000000000e+00;NaN;NaN;2.393172254766337e+22;6.399496308035135e+00;NaN;2.036270399137184e+04
9.242697664149448e-01;0.000000000000000e+00;NaN;NaN;2.148927953808377e+22;6.553223938906982e+00;NaN;1.918694289873376e+04
9.245475004113730e-01;0.000000000000000e+00;NaN;NaN;2.388369075011678e+22;6.353000187047405e+00;NaN;1.994102243472408e+04
9.284488689588918e-01;2.688315438399096e+21;8.824931025266471e+00;NaN;2.236668882495598e+22;6.433154809020513e+00;NaN;2.746100757740103e+04
9.352312804634425e-01;4.613730839397051e+21;8.977268873062254e+00;NaN;2.323118249819713e+22;6.643167386919356e+00;NaN;3.298235358481682e+04
9.402261310142657e-01;6.848586401939241e+21;9.466697054197153e+00;NaN;2.368095931553575e+22;6.668115830093297e+00;NaN;3.972547524170366e+04
9.438296359310472e-01;9.215373963419777e+21;9.387950714096732e+00;NaN;2.460560774154289e+22;6.750984739468998e+00;NaN;4.730392105688449e+04
9.477096947575977e-01;1.172274034417159e+22;9.765578196363393e+00;NaN;2.522945367571274e+22;6.895434306925465e+00;NaN;5.617678880943405e+04
9.521916256062684e-01;1.557369774544676e+22;9.949765429588950e+00;NaN;2.596224378116074e+22;7.016373734062474e+00;NaN;6.799508782499310e+04
9.564481634798810e-01;1.878444182204860e+22;1.002938013581603e+01;NaN;2.651107015945852e+22;7.100865178874649e+00;NaN;7.666933389691217e+04
9.606991407803525e-01;1.855325149063976e+22;1.012005127738771e+01;NaN;2.765614196132001e+22;7.241373870476414e+00;NaN;7.829389982891470e+04
9.649498118263933e-01;1.968237997522193e+22;1.022503841216218e+01;NaN;2.728204081206163e+22;7.428655365690022e+00;NaN;8.155054043949871e+04
