t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.0001,0.0,0.0,553713908133968.7,0.0,0.0,1.0957208028848832e+18,1.0962745167930176e+18,0.0,0.0
0.00019090909090909092,0.0,0.0,818713888316452.4,0.0,0.0,1.6355654790988756e+18,1.6363841929871872e+18,0.0,0.0
0.00027355371900826444,0.0,0.0,1021780655719392.2,0.0,0.0,1.9949042556622298e+18,1.9959260363179471e+18,0.0,0.0
0.0003486851990984222,0.0,0.0,1178354853680609.0,0.0,0.0,2.2691296095184535e+18,2.270307964372129e+18,0.0,0.0
0.00043132982719759573,0.0,0.0,1322775425031272.8,0.0,0.0,2.534008501181873e+18,2.535331276606898e+18,0.0,0.0
0.0005222389181066867,0.0,0.0,1461900198813148.2,0.0,0.0,2.7956151785247754e+18,2.7970770787235866e+18,0.0,0.0
0.0006222389181066867,0.0,0.0,1599606108355656.0,0.0,0.0,3.057320021573775e+18,3.058919627682122e+18,0.0,0.0
0.0007322389181066867,0.0,0.0,1738031379617589.2,0.0,0.0,3.321343489898778e+18,3.3230815212783974e+18,0.0,0.0
0.0008532389181066867,0.0,0.0,1878408321295750.0,0.0,0.0,3.589351750188419e+18,3.5912301585097196e+18,0.0,0.0
0.0009863389181066868,0.0,0.0,2021551726233592.2,0.0,0.0,3.8627097940813573e+18,3.8647313458075863e+18,0.0,0.0
0.0011327489181066869,0.0,0.0,2168099268745530.2,0.0,0.0,4.1426005341545185e+18,4.1447686334232607e+18,0.0,0.0
0.001293799918106687,0.0,0.0,2318609414332215.5,0.0,0.0,4.4300890521119887e+18,4.4324076615263196e+18,0.0,0.0
0.0014709560181066872,0.0,0.0,2473598157133322.5,0.0,0.0,4.726162383305617e+18,4.728635981462743e+18,0.0,0.0
0.0016320070181066874,0.0,0.0,2612636588273137.5,0.0,0.0,4.980721082673049e+18,4.983333719261334e+18,0.0,0.0
0.0018091631181066875,0.0,0.0,2754756637521195.0,0.0,0.0,5.246055045017189e+18,5.248809801654718e+18,0.0,0.0
0.002004034828106688,0.0,0.0,2900967368170833.0,0.0,0.0,5.523014396059622e+18,5.525915363427791e+18,0.0,0.0
0.002218393709106688,0.0,0.0,3052531238645868.5,0.0,0.0,5.812374380760065e+18,5.815426911998703e+18,0.0,0.0
0.002454188478206688,0.0,0.0,3210494130833765.0,0.0,0.0,6.114860099373447e+18,6.118070593504272e+18,0.0,0.0
