t(s),Flux surface 2: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total retention volume 8,Total retention volume 7,Total retention volume 6
0.1,0.0,0.0,8170277717404.96,0.0,0.0,1.2718360555137124e+18,1.2718442257914296e+18,0.0,0.0
0.18333333333333335,0.0,0.0,12202372172191.51,0.0,0.0,1.8375063859078328e+18,1.837518588280005e+18,0.0,0.0
0.2527777777777778,0.0,0.0,15033283387819.59,0.0,0.0,2.1898644291051205e+18,2.1898794623885076e+18,0.0,0.0
0.31064814814814823,0.0,0.0,17053064257897.635,0.0,0.0,2.4417538905190856e+18,2.4417709435833426e+18,0.0,0.0
0.3800925925925927,0.0,0.0,19015993680161.594,0.0,0.0,2.709564189475571e+18,2.709583205469251e+18,0.0,0.0
0.4634259259259261,0.0,0.0,21033123106012.176,0.0,0.0,2.9982542778562324e+18,2.998275310979339e+18,0.0,0.0
0.5634259259259261,0.0,0.0,23179852850674.797,0.0,0.0,3.3113110279317156e+18,3.311334207784565e+18,0.0,0.0
0.6834259259259261,0.0,0.0,25504098034397.99,0.0,0.0,3.6517142321738486e+18,3.6517397362718797e+18,0.0,0.0
0.7834259259259261,0.0,0.0,27461532360022.633,0.0,0.0,3.9144849713976387e+18,3.914512432929998e+18,0.0,0.0
0.9034259259259261,0.0,0.0,29547792250032.438,0.0,0.0,4.20695684539626e+18,4.206986393188507e+18,0.0,0.0
1.0474259259259262,0.0,0.0,31801260077352.33,0.0,0.0,4.532561469233422e+18,4.5325932704935e+18,0.0,0.0
1.2202259259259263,0.0,0.0,34273734874616.38,0.0,0.0,4.89468070475389e+18,4.894714978488763e+18,0.0,0.0
1.3642259259259264,0.0,0.0,36393513864235.72,0.0,0.0,5.178534863981615e+18,5.178571257495478e+18,0.0,0.0
1.5370259259259265,0.0,0.0,38673518038520.65,0.0,0.0,5.498776038500466e+18,5.498814712018507e+18,0.0,0.0
1.7443859259259265,0.0,0.0,41160926478545.77,0.0,0.0,5.859589246783232e+18,5.859630407709708e+18,0.0,0.0
1.9171859259259265,0.0,0.0,43297182404323.89,0.0,0.0,6.145225080035399e+18,6.145268377217797e+18,0.0,0.0
2.1245459259259265,0.0,0.0,45607867735600.7,0.0,0.0,6.470439209644536e+18,6.470484817512267e+18,0.0,0.0
