t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,-0.06624504572513189,274895424869.96625,5.2854576338432826e+17,216271.42060674026,165420.8510979924,1.744889796293437e+20,10.052101894408422,16543.540860095833,1.7501752539272793e+20,-1224274924.721845,2511737.366282002
220000.0,-0.8620873041616276,237223193633.28918,6.993975076711124e+17,3023441.6802044264,2529684.5645186044,2.952650623427401e+20,140.58419164581247,256790.5182434556,2.9596445985041174e+20,-20696200263.52645,39054585.58285243
364000.0,-4.425004518282799,216074297097.81226,8.089709648228301e+17,17380512.1067781,15904762.91470489,4.106567086861125e+20,808.2681088281632,1637386.0849141765,4.114656796509358e+20,-166495926315.1044,284019916.64457345
536800.0,-13.988787679025831,200403280809.47238,8.946383165958184e+17,63952761.05947213,63251196.239787705,5.296790310300842e+20,2972.3610359427676,6580333.495389636,5.305736693466816e+20,-552000880422.4033,1057332293.4110808
744160.0,-35.796321640916524,187467249950.23685,9.681767168174072e+17,192481610.17325413,201830202.71896216,6.566166258000346e+20,8956.043016931018,21262081.94745376,6.575848025168552e+20,-538813920981.6731,2127324053.1683998
992992.0,75.90033623364752,176298927616.26526,1.0348733133104499e+18,-260717561.8433261,-206348331.96159706,7.944643570432575e+20,-11997.983160139373,-20004609.17674788,7.954992303565706e+20,-8186758157856.615,8881348462.468502
1291590.4,1333.437441606279,166472381366.05215,1.0976532899663882e+18,-7491211849.406146,-7732690115.383368,9.457822916914723e+20,-348289.9018757189,-816115365.5341111,9.468799449814422e+20,-83646140984638.56,67985390246.95295
1649908.48,2974.0960213207786,157732325240.2517,1.1584128437021422e+18,-23874805812.908382,-26139832016.126823,1.1129911484321716e+21,-1112494.0660682581,-2828150109.364234,1.1141495612758711e+21,-18256510015367.707,147985577483.6625
2079890.176,-39843.177862385004,149826737518.7818,1.2185709304103122e+18,254181334044.85828,284195105140.87695,1.2984776578518787e+21,11852164.661061987,30346972320.481007,1.29969622878229e+21,5585313200051859.0,-2180486623162.0227
2595868.2112,-553215.3202341612,142476326097.40836,1.2793491639801034e+18,4516539634051.464,5215465409520.812,1.504574743888921e+21,210858894.390804,565535107409.7456,1.5058540930529042e+21,6.842993872484727e+16,-31236310342227.66
3215041.8534399997,-4848563.7039404735,135434262355.51302,1.3419464271908982e+18,46962241331522.586,55461425048191.3,1.7331711261675427e+21,2194303429.8090925,6065574700838.377,1.7345130725947136e+21,6.337305598182803e+17,-311264142253796.7
3731019.8886399996,-23885314.33280702,130267941036.8598,1.3900981452926935e+18,224495745934420.1,263665310581559.72,1.9118873266229962e+21,10485761450.210035,28783652387155.16,1.9132774247682073e+21,2.2247355880328159e+18,-1030530983306369.0
4161001.5846399995,-111153386.31227604,126312002183.28836,1.428413844039431e+18,942660797641419.5,1088946492473700.2,2.0530312434315318e+21,44010542999.72174,118356791996953.83,2.0544596572752548e+21,4.75914091054548e+18,-1607525468387813.0
