t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,4.405670433918235e-22,22182765221.114025,8803609571887934.0,-2.313569571929257e-13,-3.037155487634057e-14,1.8249236856779122e+20,-2.1390858394498022e-17,-2.891807984831481e-14,1.8250117217736235e+20,-1.435587859332032e-06,1.422196572614742e-09
183333.33333333334,-1.27735373113423e-20,20940153156.831917,1.4134345423307638e+16,1.2682786801359403e-11,1.4321434666812507e-12,2.5289071641263856e+20,1.1701417319180757e-15,1.3471869779624342e-12,2.529048507580607e+20,1.129365040141489e-05,-1.1791484052650142e-08
252777.7777777778,-1.0109595931814011e-19,20431314664.45362,1.7393850574025172e+16,1.1584825898611892e-10,1.2449023340193677e-11,2.9884854500197637e+20,1.070736259572055e-14,1.1766128295871922e-11,2.988659388525469e+20,6.797630442440829e-06,7.721411403179858e-09
310648.1481481482,-2.5232966054627864e-19,19923368832.39537,1.9691182197527316e+16,-4.306092402152297e-11,7.487782543718957e-12,3.32217229960172e+20,-3.820656932469683e-15,7.717235024489361e-12,3.322369211423666e+20,-0.00020904430671562582,1.0269000014070604e-07
358873.45679012354,-3.248535668262032e-19,19614398122.79718,2.1413030764461696e+16,-8.204898608490813e-10,-5.1170360880933313e-11,3.576027772617938e+20,-7.541971495587279e-14,-4.626841194255777e-11,3.576241902925545e+20,-0.0004838440351051999,1.5831798021761328e-07
416743.82716049394,4.817729973837639e-19,19542680387.658283,2.3204561065559156e+16,-1.7087817953586432e-09,-1.9101705383096897e-10,3.855661922111354e+20,-1.5803354300534265e-13,-1.788456713473451e-10,3.8558939677220615e+20,-0.0003483592347477748,1.270946730378568e-08
486188.2716049384,3.648899760418213e-18,19700402454.298206,2.5107374790819828e+16,3.899267593753134e-11,-1.5985866344697122e-10,4.164542414908807e+20,1.924758906523107e-15,-1.585507341498254e-10,4.164793488656672e+20,0.0008390242587753158,-3.340793015461601e-07
569521.6049382717,3.3758135928960296e-18,19879276831.604927,2.7161813472645544e+16,4.81598894121818e-09,4.347443449186089e-10,4.5060802390726456e+20,4.4381211365136797e-13,3.9652287736285127e-10,4.506351857207395e+20,0.0024376377391205437,-4.002288042379431e-07
669521.6049382717,-1.6317298574021506e-17,19875119294.188454,2.9416696664006668e+16,4.5251391267108735e-09,9.476135085924996e-10,4.883462989153565e+20,4.216724703039889e-13,9.126668852675704e-10,4.883757156120172e+20,0.0017267915211086166,2.8748846613723367e-07
752854.9382716051,-3.70291967035605e-17,19779567985.625088,3.1247865827393308e+16,-3.9662736002622255e-09,2.853042615074144e-10,5.178718179580097e+20,-3.5921354562608033e-13,3.3252575896715294e-10,5.17903065823835e+20,-0.0018226811398624088,1.2767577259705586e-06
852854.9382716051,-2.8450415703813037e-18,19673658428.32094,3.324670275062527e+16,-2.2492413523115802e-08,-2.8276624927165094e-09,5.510689177163626e+20,-2.076245269777404e-12,-2.6180448184631035e-09,5.511021644191081e+20,-0.0075115827735626715,1.2462608466092844e-06
972854.9382716051,1.9062567731555322e-16,19572965205.392693,3.5453789234489644e+16,-2.820373838228512e-08,-6.428121033876323e-09,5.883294147541586e+20,-2.623718447198544e-12,-6.241178908016614e-09,5.883648685433922e+20,-0.008761605501325409,-3.373032389988364e-06
1116854.938271605,3.429824151550498e-16,19511034232.962646,3.792917870517711e+16,1.3828148522801966e-08,-2.0300987067726792e-09,6.300215921627937e+20,1.2514814437185446e-12,-2.358965671680123e-09,6.300595213415024e+20,0.0028011192079975874,-1.406948784029012e-05
1289654.938271605,-2.736434561634402e-16,19472485600.812504,4.067585766534656e+16,7.942155527005157e-08,1.4458414467079374e-08,6.76526309964836e+20,7.355334124126685e-12,1.3717408126240385e-08,6.765669858224988e+20,0.021664786616192193,-2.238267024286624e-05
1433654.938271605,-1.298173444385357e-15,19381406629.9809,4.29140271802483e+16,9.067917653760553e-08,2.6068706128215303e-08,7.13154362463746e+20,8.452464898132268e-12,2.5787677353807603e-08,7.131972764909277e+20,0.025087529841118304,-1.458730654622311e-05
1606454.938271605,-1.7321250278980037e-15,19207938654.06086,4.53994549439492e+16,-3.485878732122917e-08,1.0541850525655554e-08,7.545696228059559e+20,-3.131327501658679e-12,1.2132548030726532e-08,7.546150222608935e+20,-0.012317628322362524,2.9699313553367818e-05
1813814.938271605,1.3520742254840793e-15,19072856332.50151,4.816182580323825e+16,-2.607943902649155e-07,-5.150549361442156e-08,8.012622982797403e+20,-2.4157944325679812e-11,-4.884109993892893e-08,8.013104601055484e+20,-0.08090779356144596,9.46486545286694e-05
2062646.938271605,5.8704972735716134e-15,18990112545.633945,5.123760936064034e+16,-1.9362729240176934e-07,-7.941303221169792e-08,8.537474548351491e+20,-1.813759846268141e-11,-8.094077768177843e-08,8.537986924445119e+20,-0.08704930489264331,9.17282977607083e-05
2270006.938271605,4.184578250903646e-15,18894252474.8152,5.37718905310285e+16,2.247371145152136e-07,-1.3679070179044325e-09,8.953034432896598e+20,2.0565023187716196e-11,-8.479656698038504e-09,8.953572151801891e+20,0.021344550249407023,-3.41241694428327e-05
2518838.938271605,-1.10223444357073e-14,18767046723.187145,5.660119983694332e+16,8.984561226928953e-07,2.2469542590294053e-07,9.425097432916224e+20,8.333772309862242e-11,2.1811377526675968e-07,9.425663444914568e+20,0.2208003798917558,-0.0002619124016562793
2817437.338271605,-2.3841497956369963e-14,18670973822.465687,5.974852533762181e+16,5.183754734666776e-07,2.7618855360970965e-07,9.959694627928724e+20,4.871735720851517e-11,2.880818344768059e-07,9.960292113182012e+20,0.2657795946239565,-0.00031047726595735594
3175755.418271605,1.4484934724239077e-14,18598748355.282333,6.326656007746783e+16,-1.5727428423051627e-06,-3.406673410611047e-07,1.0563134034876258e+21,-1.4544765248268916e-10,-3.2041679217623507e-07,1.0563766700477063e+21,-0.07464461864349424,0.00020776643400837111
3474353.818271605,7.456714232063467e-14,18497628689.055687,6.616803955746109e+16,-3.009376098228842e-06,-1.0564697604934631e-06,1.1042369580814149e+21,-2.7984945148005525e-10,-1.0656987686006438e-06,1.1043031261209672e+21,-0.4757299283501896,0.0008957719815434563
3832671.898271605,6.547522987900607e-14,18298509078.73176,6.941390318150954e+16,-5.324539602930909e-08,-6.207441116643483e-07,1.1588417584314428e+21,-7.242963307700953e-12,-7.003587394048916e-07,1.1589111723346251e+21,-0.18891034851764382,0.0004932139273014582
4262653.594271605,-1.6105241896429634e-13,17994344155.573906,7.305077809390458e+16,7.814828189244113e-06,2.394772632443418e-06,1.2208453668538401e+21,7.245987205000653e-10,2.3643114596394448e-06,1.220918417631936e+21,1.0706474658618057,-0.0022113419099973075
4620971.674271605,-3.8210218144424477e-13,17694500648.886562,7.605198151058251e+16,1.1249942160324684e-05,4.9729884542939004e-06,1.2703079688602575e+21,1.0479844595850318e-09,5.145517464021165e-06,1.270384020841772e+21,1.7114140280610417,-0.004173440762479286
5050953.3702716045,-1.6841799467357084e-13,17365044126.849564,7.941849308075802e+16,-3.0314347168492594e-06,1.7452505903217672e-06,1.3269187092043216e+21,-2.724042790301357e-10,2.171639072790341e-06,1.3269981276974044e+21,-4.6138724813360925,0.0030053892604177948
5566931.405471604,8.673127883578901e-13,17123160489.460676,8.320677123593371e+16,-3.2137218700619e-05,-1.1455514986657525e-05,1.3914806874572577e+21,-2.9833270323353712e-09,-1.150117949938323e-05,1.391563894228496e+21,-24.440720374453342,0.025699425817755337
5996913.101471604,1.6411942869344333e-12,17015449372.404747,8.634641463239946e+16,-4.255669233449299e-05,-2.1507434540651e-05,1.4431474962627402e+21,-3.969347759955038e-09,-2.2612879030730553e-05,1.4432338426773782e+21,-40.09195395273173,0.03841336033421355
6512891.136671604,4.0128616473484406e-13,16913491165.23442,8.987717143844651e+16,1.3821454415842916e-05,-6.477728040644907e-06,1.502463449625554e+21,1.2475267923192681e-09,-8.46407413134675e-06,1.5025533267969937e+21,0.72987661247974,-0.01338317819859576
7132064.778911604,-3.716720390395726e-12,16799859696.788763,9.384777704069992e+16,0.00011915407957335549,4.708988305837945e-05,1.5703237829788723e+21,1.1071417245368677e-08,4.784299734098109e-05,1.5704176307559203e+21,166.21954968973185,-0.16332170754403438
7648042.814111603,-6.1284312855668614e-12,16733906330.629108,9.715170195776344e+16,0.00015029596006206695,8.430655445513078e-05,1.6247588550236766e+21,1.4042864363280286e-08,8.99545081878646e-05,1.6248560067256333e+21,289.98924386874444,-0.22389693902235955
8267216.456351603,8.497812221067767e-13,16738755464.16245,1.0089343257617291e+17,-9.81453778770393e-05,2.419870677540167e-06,1.6873897567999804e+21,-8.973516564361037e-09,9.959935915442604e-06,1.6874906502325608e+21,65.83547124238981,0.05491782775038795
8783194.491551604,1.4877571760999793e-11,16801050152.281158,1.03988959926486e+17,-0.00047967795428451113,-0.00018276784858908476,1.7378555608913858e+21,-4.449404954604593e-08,-0.00018338019954464453,1.7379595498513246e+21,-486.8766414861868,0.47790914543764446
9402368.133791603,2.5112655501604038e-11,16794844714.730276,1.0750198321296306e+17,-0.000610189255671257,-0.00035487819405369454,1.7961980510492476e+21,-5.7048356691106745e-08,-0.00038017206264830236,1.7963055530324638e+21,-928.1470743455191,0.49363289569405117
10145376.504479602,-1.0186194349874102e-11,16580446596.379738,1.1147589971607387e+17,0.0005041364764887695,6.264849398124244e-05,1.8634083638600616e+21,4.6161382651091444e-08,3.389180048446986e-05,1.8635198397597853e+21,331.66745757220724,-0.8634454876971784
