t(s),Flux surface 10: solute,Flux surface 11: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 7,Total 3 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
100000.0,-3.4427536850347425e-24,222862901.83383977,85571099114973.17,1.6727675359071453e-16,4.0603928296521076e-17,1.586218132270706e+18,1.2995144543418594e-20,2.1601254856541667e-17,1.5863037033698207e+18,-7.921466585069807e-09,-3.542254700481793e-11
220000.0,-9.761123934838052e-23,211241952.37388495,131186994791028.55,3.4695240194288076e-15,9.786918086873514e-16,2.5066733241292764e+18,2.6940178977570247e-19,5.258919973011445e-16,2.5068045111240817e+18,-1.0121328767178795e-07,-5.3953662858342735e-11
364000.0,2.9753712694603105e-22,206510985.4212494,168468565928077.75,-1.2748761109564534e-14,-3.2977644990347046e-15,3.307002532594734e+18,-9.930547106330535e-19,-1.7796753532176558e-15,3.307171001160647e+18,-7.575027127500523e-07,3.440980893991406e-10
536800.0,-8.714652656097345e-23,203447691.5146874,202469696927883.8,1.2217792456117391e-14,2.183346955857763e-15,4.0775150501909453e+18,9.610210416200998e-19,1.1953510050173388e-15,4.077717519887863e+18,-3.4101397215222896e-06,1.7896101207026445e-09
744160.0,-1.307969119478577e-21,200882892.2435627,235074943903146.3,2.2968248328620835e-14,1.0051458971984352e-14,4.854895377379898e+18,1.7730997560748656e-18,5.544241758361309e-15,4.855130452323789e+18,-6.2742900339411865e-06,9.438472897988892e-10
992992.0,-3.024051292530526e-21,198394867.19499347,267230236049027.6,6.40269045067535e-14,2.97039818943973e-14,5.660421237589163e+18,5.194075473241178e-18,1.8922336186248768e-14,5.660688467825239e+18,1.2299954764818434e-05,-2.308794609291245e-08
1291590.4,3.322835047428665e-20,195828972.94571546,299496287463790.1,-7.385226937410386e-13,-3.0968522017040637e-13,6.509526823234264e+18,-5.881882157377167e-17,-1.8774989858506424e-13,6.509826319521666e+18,0.00011893567339759245,-1.3367778639921913e-07
1649908.48,-1.235933284910372e-19,193144919.79904345,332243098955555.75,2.697765404147373e-12,1.1612060893552856e-12,7.41524099558699e+18,2.1470839167911024e-16,7.056776233907889e-13,7.415573238685955e+18,0.0004453065007259886,-4.848252807874888e-07
2079890.176,-4.826445787342513e-19,190358432.18573245,365733547678234.2,8.306621577733634e-12,5.00865721214994e-12,8.389740832752968e+18,6.608252344134028e-16,3.1444824594177814e-12,8.390106566300642e+18,0.0011535277091000071,-1.3645903627141701e-06
2595868.2112,3.0746424069701818e-18,187504934.77246207,400164332108211.3,-5.641858297805669e-11,-3.077843088447436e-11,9.445190105084996e+18,-4.48313328804033e-15,-1.9070700329901483e-11,9.44559026941703e+18,0.0023642326048427947,-3.163662104984379e-06
3215041.8534399997,-4.690421514046062e-18,184612030.96599033,435687929659958.56,8.710949388877325e-11,4.28099753238598e-11,1.0594269801456673e+19,6.897907907287575e-15,2.580885048959645e-11,1.059470548938643e+19,0.0049980449202062524,-6.8548883357113475e-06
3958050.2241279995,3.1991816554610575e-18,181684866.74795663,472425165102346.06,-5.629172000386261e-11,-2.5527711704254457e-11,1.1850567621643108e+19,-4.2821579057201035e-15,-1.2282264668447133e-11,1.185104004680813e+19,0.015508419995910133,-1.73564279110194e-05
4849660.268953599,-5.156509671513148e-17,178706150.34724945,510472764475208.7,9.189738598951982e-10,6.973763011047864e-10,1.3228904325912373e+19,7.159168999990463e-14,4.2209462486145186e-10,1.3229414798676883e+19,0.05433472924228008,-5.0153146533566564e-05
5919592.322744318,5.494541841893533e-16,175646587.81001505,549908079389381.6,-1.0220522108142704e-08,-8.06277681786896e-09,1.4745637804308728e+19,-8.0112309515925e-13,-4.986803930895507e-09,1.4746187712388315e+19,0.14283707190403916,-0.00012192266578480445
7203510.787293182,-2.9538004514234746e-15,172478936.44059008,590792158119397.0,5.699087790858775e-08,4.6590271973697387e-08,1.641896901070765e+19,4.4700114576282954e-12,2.898077415920907e-08,1.6419559802865947e+19,0.15300469727573227,-0.0001226933137879276
8744212.944751818,-7.568131873740949e-15,169189998.3232529,633171836211828.8,1.868638085398359e-07,1.824863086342782e-07,1.826926593290006e+19,1.4729110368045968e-11,1.1730562251448e-07,1.8269899104736369e+19,-1.3371866584118874,0.0004648289883593093
10593055.53370218,3.3445861209680156e-14,165787420.342808,677081248473405.4,-6.999273513915916e-07,-6.185729707753029e-07,2.031941788763028e+19,-5.539171119357384e-11,-3.9934114240341986e-07,2.0320094968878625e+19,-11.363834502836882,0.002109920720425497
